uid,title,description,accrualPeriodicity,keywords,purpose,url,distributionFormat,publisherName,publisherId,contactPointName,contactPointEmail
8e76dda7-1f93-426e-aeac-0f7b3d6b239e,"Перелік цільових місцевих програм, змін до цільових місцевих програм та звітів про виконання цільових місцевих програм","Набір містить ресурси: programs – перелік цільових програм; amendments – перелік змін до програм; reports – перелік звітів про виконання програм, у тому числі посилання на оприлюднені ресурси в мережі Інтернет.",Щороку,"бюджет, видатки, звіт, місцевий, паспорт, програма, фінансування, цільова","Закон України «Про державні цільові програми», Рішення КМР від 29.10.2009 № 520/2589 «Про Порядок розроблення, затвердження та виконання міських цільових програм у місті Києві»",https://data.kyivcity.gov.ua/dataset/perelik-tsilovykh-mistsevykh-prohram-zmin-do-tsilovykh-mistsevykh-prohram-ta-zvitiv-pro--dep-economy,CSV,Київська міська державна адміністрація,00022527,Балушкіна Валентина Володимирівна,economics@kyivcity.gov.ua
64b2cf08-5ea3-429a-912c-74634d46e64d,"Переліки нормативно-правових актів, актів індивідуальної дії (крім внутрішньоорганізаційних), прийнятих розпорядником інформації, проекти рішень, що підлягають обговоренню, а також документ розпорядника інформації про визначення особи (осіб) відповідальних за оприлюднення відкритих даних","Набір містить три ресурси: legalActs_KMVA – інформацію про нормативно-правові акти, акти індивідуальної дії (крім внутрішньоорганізаційних), прийняті Київською міською військовою адміністрацією; legalActs_KMG – інформацію про нормативно-правові акти, акти індивідуальної дії (крім внутрішньоорганізаційних), прийняті Київський міським головою; legalActs – інформацію про нормативно-правові акти, акти індивідуальної дії (крім внутрішньоорганізаційних), прийняті виконавчим органом Київської міської ради (Київської міської державної адміністрації); projects – проекти розпоряджень, що підлягають обговоренню (за наявності). Документ розпорядника інформації про визначення відповідальної особи (осіб) розпорядника інформації оприлюднено в наборі даних «Інформація про відповідальних осіб за оприлюднення інформації у формі відкритих даних у структурних підрозділах виконавчого органу Київської міської ради (Київської міської державної адміністрації) та районних у місті Києві державних адміністраціях» за посиланням: https://data.kyivcity.gov.ua/dataset/informatsiia-pro-vidpovidalnykh-osib-za-opryliudnennia-informatsii-u-formi-vidkrytykh-danykh--aparat. Джерело даних: ІКС «Єдиний інформаційний простір територіальної громади міста Києва».",Щотижня,"акти, проєкти, розпорядження","Закон України «Про місцеві державні адміністрації», Закон України «Про столицю України — місто-герой Київ», розпорядження ВО КМР КМДА від 08.10.2018 № 1810 «Про затвердження Регламенту виконавчого органу Київської міської ради (Київської міської державної адміністрації)»",https://data.kyivcity.gov.ua/dataset/pereliky-normatyvno-pravovykh-aktiv-aktiv-indyvidualnoi-dii-krim-vnutrishnoorhanizatsiinykh-p-aparat,CSV,Київська міська державна адміністрація,00022527,Відділ оприлюднення інформації,data@kyivcity.gov.ua
d95c4115-6cc2-4238-82be-67ce90312a95,"Перелік інвестиційних договорів, додатків, додаткових угод та інших матеріалів до них, умов, у тому числі посилань на оприлюднені ресурси в Інтернеті",Набір містить два ресурси: contracts – перелік інвестиційних договорів; additionalDocuments – перелік додаткових угод та інших документів,Щомісяця,"договір, проекти, діяльність, інвестиції","Закон України «Про місцеве самоврядування в Україні», Закон України «Про інвестиційну діяльність»",https://data.kyivcity.gov.ua/dataset/perelik-investytsiinykh-dohovoriv-dodatkiv-dodatkovykh-uhod-ta-inshykh-materialiv-do-nyk-dep-economy,CSV,Київська міська державна адміністрація,00022527,Балушкіна Валентина Володимирівна,economics@kyivcity.gov.ua
44886b70-32ed-4903-983e-4274a7832237,"Довідник підприємств, установ, організацій, що належать до сфери управління розпорядника інформації, та територіальних органів розпорядника інформації, зокрема їх ідентифікаційних кодів юридичної особи в Єдиному державному реєстрі підприємств і організацій України, офіційних веб-сайтів, адрес електронної пошти, номерів телефонів, адрес місцезнаходження","Набір містить три ресурси: organizations – довідник підпорядкованих підприємств, установ (закладів) та організацій, які віднесені до сфери управління структурних підрозділів виконавчого органу Київської міської ради (Київської міської державної адміністрації), що є окремими юридичними особами; organizationUnits – довідник структурних підрозділів виконавчого органу Київської міської ради (Київської міської державної адміністрації); post – довідник керівників структурних підрозділів виконавчого органу Київської міської ради (Київської міської державної адміністрації).",Щороку,"довідник, заклад, контакти, організація, підприємство, підрозділ, установа, єдрпоу, ідентифікатор","Закон України «Про державну реєстрацію юридичних осіб, фізичних осіб - підприємців та громадських формувань», Закон України «Про доступ до публічної інформації», Закон України «Про місцеве самоврядування в Україні»",https://data.kyivcity.gov.ua/dataset/dovidnyk-pidpryiemstv-ustanov-orhanizatsii-shcho-nalezhat-do-sfery-upravlinnia-rozporiadnyka--aparat,CSV,Київська міська державна адміністрація,00022527,Відділ оприлюднення інформації,data@kyivcity.gov.ua
e97a90cc-669f-4030-b65c-be4bddc27e4e,"Інформація про структуру, розмір оплати праці Київського міського голови та заступників голови Київської міської державної адміністрації",Набір містить інформацію про заробітну плату по видам нарахувань Київського міського голови та заступників голови Київської міської державної адміністрації.,Щомісяця,"гроші, зарплата, керівники, керівництво, оплата, праця, преміювання, премія, служба, фінанси","Закон України «Про державну службу», Закон України «Про державний бюджет України на 2024 рік», Постанова Кабінету Міністрів України від 20 квітня 2016 р. № 304 «Про умови оплати праці посадових осіб, керівників та керівних працівників окремих державних органів, на яких не поширюється дія Закону України «Про державну службу».",https://data.kyivcity.gov.ua/dataset/informatsiia-pro-strukturu-rozmir-oplaty-pratsi-kyivskoho-miskoho-holovy-ta-zastupnykiv-holov-aparat,CSV,Київська міська державна адміністрація,00022527,Відділ оприлюднення інформації,data@kyivcity.gov.ua
47357c9c-92c5-40b2-bb6e-1ca91706ee1b,"План діяльності з підготовки проектів регуляторних актів із зазначенням видів і назв проектів, цілей їх прийняття, строків підготовки проектів, найменування органів і підрозділів, відповідальних за розроблення проектів, дати їх внесення на розгляд регуляторного органу та посилання на джерело оприлюднення","Набір містить план підготовки регуляторних актів, зокрема назви проектів, види регуляторних актів, цілі прийняття, строки підготовки, найменування відповідальних за розробку органів та підрозділів тощо.",Щомісяця,"акт, план, проект, підготовка",Закон України «Про засади державної регуляторної політики у сфері господарської діяльності»,https://data.kyivcity.gov.ua/dataset/plan-diialnosti-z-pidhotovky-proektiv-rehuliatornykh-aktiv-iz-zaznachenniam-vydiv-i-naz-dep-industry,CSV,Київська міська державна адміністрація,00022527,Цуканова Вероніка Олександрівна,veronika.tsukanova@kyivcity.gov.ua
7d5b8f60-c99a-407e-a2f3-9806b4dc5f37,"Переліки регуляторних актів із зазначенням дати набрання чинності, строку проведення базового, повторного та періодичного відстеження їх результативності та інформації про джерело їх оприлюднення Київської міської державної адміністрації","Набір містить перелік чинних регуляторних актів Київської міської державної адміністрації із зазначенням інформації про нормативно-правові акти, якими вони були введені в дію, базові, повторні та періодичні відстеження регуляторного впливу.",Щомісяця,"акт, відстеження, звіт",Закон України «Про засади державної регуляторної політики у сфері господарської діяльності»,https://data.kyivcity.gov.ua/dataset/pereliky-rehuliatornykh-aktiv-iz-zaznachenniam-daty-nabrannia-chynnosti-stroku-proveden-dep-industry,CSV,Київська міська державна адміністрація,00022527,Цуканова Вероніка Олександрівна,veronika.tsukanova@kyivcity.gov.ua
d5755e10-92dc-4e74-8f50-55860ebc897c,"Дані про тарифи на комунальні послуги, які затверджуються органом місцевого самоврядування","Набір містить перелік тарифів на комунальні послуги, які затверджуються виконавчим органом Київської міської ради (Київською міською державною адміністрацією). Зокрема, дані про назви послуг, постачальників, вартість за одиницю та інше.",Щомісяця,"водопостачання, газ, електроенергія,опалення, послуги, тарифи","Закон України «Про місцеве самоврядування в Україні», постанова Кабінету Міністрів України від 01.06.2011 № 869 «Про забезпечення єдиного підходу до формування тарифів на комунальні послуги»",https://data.kyivcity.gov.ua/dataset/dani-pro-taryfy-na-komunalni-posluhy-iaki-zatverdzhuiutsia-orhanom-mistsevoho-samovriadu-dep-economy,CSV,Київська міська державна адміністрація,00022527,Балушкіна Валентина Володимирівна,economics@kyivcity.gov.ua
6c48e0b0-c167-4255-888f-64e707484e3b,"Відомості про залучення, розрахунок розміру і використання коштів пайової участі у розвитку інфраструктури населеного пункту","Набір складається з ресурсу, який містить відомості про залучення та розрахунок розміру пайової участі.",Щомісяця,"будівництво, договір, забудовник, участь, фінансування, інфраструктура","Закон України «Про регулювання містобудівної діяльності», Закон України «Про місцеве самоврядування в Україні», Рішення Київської міської ради «Про затвердження Порядку залучення, розрахунку розміру і використання коштів пайової участі замовників у розвитку інфраструктури міста Києва» від 15 листопада 2016 року №411/1415",https://data.kyivcity.gov.ua/dataset/vidomosti-pro-zaluchennia-rozrakhunok-rozmiru-i-vykorystannia-koshtiv-paiovoi-uchasti-u--dep-economy,CSV,Київська міська державна адміністрація,00022527,Балушкіна Валентина Володимирівна,economics@kyivcity.gov.ua
1130a57b-5319-4f18-b44a-c617cf3cdac9,Інформація про нормативно-правові засади діяльності районних в місті Києві державних адміністрацій,"Набір містить дані щодо нормативно–правових засад діяльності районних в місті Києві державних адміністрацій в розрізі кожного нормативного акту, зокрема: назву, дату прийняття, орган, який його прийняв, посилання на нормативний акт, оприлюднений в мережі Інтернет.",Щороку,"акти, закони, засади","Конституція України, Закон України «Про місцеві державні адміністрації», Закон України «Про місцеве самоврядування в Україні»",https://data.kyivcity.gov.ua/dataset/informatsiia-pro-normatyvno-pravovi-zasady-diialnosti-raionnykh-v-misti-kyievi-derzhavnykh-ad-aparat,CSV,Київська міська державна адміністрація,00022527,Відділ оприлюднення інформації,data@kyivcity.gov.ua
59d679e4-6b00-46d9-b670-b324f1298b40,"Довідник підприємств, установ, організацій та територіальних органів районних в місті Києві державних адміністрацій та організацій, що належать до сфери управління, у тому числі їх ідентифікаційних кодів в Єдиному державному реєстрі юридичних осіб, фізичних осіб - підприємців та громадських формувань, офіційних веб-сайтів, адрес електронної пошти, номерів телефонів, місцезнаходження","Набір містить три ресурси: organizations – довідник підприємств, установ (закладів) та організацій віднесених до сфери управління районних в місті Києві державних адміністрацій та їх структурних підрозділів, що є окремими юридичними особами; organizationUnits – довідник структурних підрозділів районних в місті Києві державних адміністрацій; posts – довідник керівників структурних підрозділів районних в місті Києві державних адміністрацій.",Щороку,"адміністрація, довідник, заклад, рда, установа","Закон України «Про державну реєстрацію юридичних осіб, фізичних осіб - підприємців та громадських формувань», Закон України «Про доступ до публічної інформації», Закон України «Про місцеве самоврядування в Україні",https://data.kyivcity.gov.ua/dataset/dovidnyk-pidpryiemstv-ustanov-orhanizatsii-ta-terytorialnykh-orhaniv-raionnykh-v-misti-kyievi-aparat,CSV,Київська міська державна адміністрація,00022527,Відділ оприлюднення інформації,data@kyivcity.gov.ua
323f4151-532f-4958-8a09-e8d7626e8ef8,"Звіти, зокрема щодо задоволення запитів на інформацію районних в місті Києві державних адміністрацій","Набір містить перелік звітів районних в місті Києві державних адміністрацій, включно з посиланнями на ресурси, що оприлюднені в мережі Інтернет. Набір містить два ресурси: reports – ресурс містить архівовані тексти звітів; listOfReports – таблиця містить ідентифікатори, назви, типи, дати оприлюднення, посилання на оприлюднені звіти в мережі Інтернет, інформацію про авторів та інше. Кожним записом в таблиці є окремий звіт.",Щомісяця,"діяльність, запити, звіт, інформація","Закон України «Про доступ до публічної інформації», розпорядження ВО КМР (КМДА) від 12.03.2013 № 304 «Про інформаційно-телекомунікаційну систему «Єдиний веб-портал територіальної громади міста Києва»",https://data.kyivcity.gov.ua/dataset/zvity-zokrema-shchodo-zadovolennia-zapytiv-na-informatsiiu-raionnykh-v-misti-kyievi-derzhavny-aparat,"CSV, ZIP",Київська міська державна адміністрація,00022527,Відділ оприлюднення інформації,data@kyivcity.gov.ua
60f5cbbb-dc8e-4b30-a681-40a0df187f6c,"Звіти, зокрема щодо задоволення запитів на інформацію","Набір містить перелік звітів структурних підрозділів виконавчого органу Київської міської ради (Київської міської державної адміністрації), включно з посиланнями на ресурси, що оприлюднені в мережі Інтернет. Набір складається з двох ресурсів: listOfReports – таблиця містить ідентифікатори, назви, типи, дати оприлюднення, посилання на оприлюднені звіти в мережі Інтернет, інформацію про авторів та інше. Кожним записом в таблиці є окремий звіт; reports – ресурс містить архівовані тексти звітів.",Щомісяця,"діяльність, запити, звіт, звітність, інформація","Закон України «Про доступ до публічної інформації», розпорядження ВО КМР (КМДА) від 12.03.2013 № 304 «Про інформаційно-телекомунікаційну систему «Єдиний веб-портал територіальної громади міста Києва»",https://data.kyivcity.gov.ua/dataset/zvity-zokrema-shchodo-zadovolennia-zapytiv-na-informatsiiu-aparat,"CSV, ZIP",Київська міська державна адміністрація,00022527,Відділ оприлюднення інформації,data@kyivcity.gov.ua
c1e9efed-0b0b-47c8-a8e7-b067f9080cc0,"Інформація про отримане майно (обладнання, програмне забезпечення) у рамках міжнародної технічної допомоги","Набір містить інформацію щодо отриманого майна в рамках міжнародної технічної допомоги у м. Києві. Зокрема, його назву, опис, кількість, вартість, інформацію про програми (проекти) міжнародної технічної допомоги, їх виконавців та реципієнтів",Щороку,"допомога, засоби, майно","Постанова Кабінету Міністрів України від 15 лютого 2002 року № 153 «Про створення єдиної системи залучення, використання та моніторингу міжнародної технічної допомоги»",https://data.kyivcity.gov.ua/dataset/informatsiia-pro-otrymane-maino-obladnannia-prohramne-zabezpechennia-u-ramkakh-mizhnarod-dep-economy,CSV,Київська міська державна адміністрація,00022527,Балушкіна Валентина Володимирівна,economics@kyivcity.gov.ua
