uid,title,acceptedDate,issuedDate,type,url,text,creatorName,publisherName,publisherId
010-34,Звіти про опрацювання запитів на отримання публічної інформації у січні 2021 року,null,2021-02-02,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_sichni_2021_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-35,Звіти про опрацювання запитів на отримання публічної інформації у лютому 2021 року,null,2021-03-01,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_lyutomu_2021_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-36,Звіти про опрацювання запитів на отримання публічної інформації у березні 2021 року,null,2021-04-07,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_berezni_2021_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-37,Звіти про опрацювання запитів на отримання публічної інформації у квітні 2021 року,null,2021-05-07,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_kvitni_2021_roku_432027/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-38,Звіти про опрацювання запитів на отримання публічної інформації у травні 2021 року,null,2021-06-07,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_travni_2021_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-39,Звіти про опрацювання запитів на отримання публічної інформації у червні 2021 року,null,2021-07-05,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_chervni_2021_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-4,Інформація про підсумки роботи із розгляду звернень громадян в апараті виконавчого органу Київської міської ради (Київської міської державної адміністрації) за 9 місяців 2020 року,null,2020-10-16,Звіти з питань звернень громадян,https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/aparat_kmda/struktura_aparatu_kmda/upravlinnya_z_pitan_zvernen_gromadyan_386574/zvitnist_upravlinnya_z_pitan_zvernen_gromadyan_386578/informatsiya_pro_pidsumki_roboti_iz_rozglyadu_zvernen_gromadyan_v_aparati_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_za_9_misyatsiv_2020_roku/,null,Управління з питань звернень громадян,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-40,Звіти про опрацювання запитів на отримання публічної інформації у липні 2021 року,null,2021-08-02,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_lipni_2021_roku_441524/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-41,Звіти про опрацювання запитів на отримання публічної інформації у серпні 2021 року,null,2021-09-03,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_serpni_2021_roku_444607/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-42,Звіти про опрацювання запитів на отримання публічної інформації у вересні 2021 року,null,2021-10-04,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_veresni_2021_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-43,Звіти про опрацювання запитів на отримання публічної інформації у жовтні 2021 року,null,2021-11-01,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_zhovtni_2021_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-44,Звіти про опрацювання запитів на отримання публічної інформації у листопаді 2021 року,null,2021-12-03,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/E_listopadi_2021_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-45,Звіти про опрацювання запитів на отримання публічної інформації у грудні 2021 року,null,2022-01-04,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_grudni_2021_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-46,Звіт про опрацювання запитів на інформацію у 2021 році,null,2022-01-20,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_opratsyuvannya_zapitiv_na_informatsiyu_u_2021_rotsi/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-47,Звіти про опрацювання запитів на отримання публічної інформації у січні 2022 року,null,2022-02-02,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_sichni_2022_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-48,Звіти про опрацювання запитів на отримання публічної інформації у лютому 2022 року,null,2022-03-04,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_lyutomu_2022_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-49,Звіти про опрацювання запитів на отримання публічної інформації у березні 2022 року,null,2022-04-05,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_berezni_2022_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-5,Інформація про підсумки роботи із розгляду звернень громадян в апараті виконавчого органу Київської міської ради (Київської міської державної адміністрації) у 2020 році,null,2021-01-15,Звіти з питань звернень громадян,https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/aparat_kmda/struktura_aparatu_kmda/upravlinnya_z_pitan_zvernen_gromadyan_386574/zvitnist_upravlinnya_z_pitan_zvernen_gromadyan_386578/informatsiya_pro_pidsumki_roboti_iz_rozglyadu_zvernen_gromadyan_v_aparati_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_u_2020_rotsi_421886/,null,Управління з питань звернень громадян,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-50,Звіти про опрацювання запитів на отримання публічної інформації у квітні 2022 року,null,2022-05-04,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_kvitni_2022_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-51,Звіти про опрацювання запитів на отримання публічної інформації у травні 2022 року,null,2022-06-09,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_travni_2022_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-52,Звіти про опрацювання запитів на отримання публічної інформації у червні 2022 року,null,2022-07-05,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_chervni_2022_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-53,Звіти про опрацювання запитів на отримання публічної інформації у липні 2022 року,null,2022-08-03,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_lipni_2022_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-54,Звіти про опрацювання запитів на отримання публічної інформації у серпні 2022 року,null,2022-09-06,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_serpni_2022_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-55,Звіти про опрацювання запитів на отримання публічної інформації у вересні 2022 року,null,2022-10-05,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_veresni_2022_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-56,Звіти про опрацювання запитів на отримання публічної інформації у жовтні 2022 року,null,2022-11-04,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_zhovtni_2022_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-57,Звіти про опрацювання запитів на отримання публічної інформації у листопаді 2022 року,null,2022-12-05,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_listopadi_2022_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-58,Звіти про опрацювання запитів на отримання публічної інформації у грудні 2022 року,null,2023-01-04,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_grudni_2022_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-59,Звіт про опрацювання запитів на інформацію у 2022 році,null,2023-04-21,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/zvit_pro_opratsyuvannya_zapitiv_na_informatsiyu_u_2022_rotsi/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-6,Про підсумки роботи із розгляду звернень громадян в апараті виконавчого органу Київської міської ради (Київської міської державної адміністрації) у першому кварталі 2021 року,null,2021-04-13,Звіти з питань звернень громадян,https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/aparat_kmda/struktura_aparatu_kmda/upravlinnya_z_pitan_zvernen_gromadyan_386574/zvitnist_upravlinnya_z_pitan_zvernen_gromadyan_386578/pro_pidsumki_roboti_iz_rozglyadu_zvernen_gromadyan_v_aparati_vikonavchogo_organu_kivsko_misko_radi_kivsko_misko_derzhavno_administratsi_u_pershomu_kvartali_2021_roku/,null,Управління з питань звернень громадян,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
010-60,Звіти про опрацювання запитів на отримання публічної інформації у січні 2023 року,null,2023-02-03,Звіти щодо задоволення запитів на інформацію,https://kyivcity.gov.ua/publichna_informatsiia_Tag_166122/u_sichnya_2023_roku/,null,Управління інформаційної політики та доступу до публічної інформації,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),37853361
