uid,type,title,acceptedDate,number,issuedDate,validFrom,status,publisherName,publisherId,text,url,registrationNumber,registrationDate,registratorName,registratorId
2024-11,Розпорядження,Про включення до Переліку другого типу та укладання договору оренди,2024-01-09,10,2024-01-09,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-09012024-10-pro-vkliuchennia-do-pereliku-druhoho-typu-ta-ukladannia-dohovoru-orendy,null,null,null,null
2024-12,Розпорядження,"Про облік громадян, що потребують житла для тимчасового проживання",2024-01-10,11,2024-01-10,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-10012024-11-pro-oblik-hromadian-shcho-potrebuiut-zhytla-dlia-tymchasovoho-prozhyvannia,null,null,null,null
2024-13,Розпорядження,"Про відмову надання дозволу на вчинення правочинів щодо майна, право власності або право користування яким мають діти",2024-01-11,12,2024-01-11,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-11012024-12-pro-vidmovu-nadannia-dozvolu-na-vchynennia-pravochyniv-shchodo-maina-pravo-vlasnosti-abo-pravo-korystuvannia-iakym-maiut-dity,null,null,null,null
2024-14,Розпорядження,"Про облік громадян, що потребують житла для тимчасового проживання",2024-01-12,13,2024-01-12,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-12012024-13-pro-oblik-hromadian-shcho-potrebuiut-zhytla-dlia-tymchasovoho-prozhyvannia,null,null,null,null
2024-15,Розпорядження,"Про затвердження рішень комісії Дніпровської районної в місті Києві державної адміністрації з розгляду заяв про призначення грошової компенсації за належні для отримання жилі приміщення передбачених постановами Кабінету Міністрів України від 19.10.2016 № 719, від 28.03.2018 № 214, від 18.04.2018 № 280",2024-01-12,14,2024-01-12,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-12012024-14-pro-zatverdzhennia-rishen-komisii-dniprovskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii-z-rozghliadu-zaiav-pro-pryznachennia-hroshovoi-kompensatsii-za,null,null,null,null
2024-16,Розпорядження,Про продовження строку дії договору оренди нерухомого майна комунальної власності територіальної громади міста Києва без проведення аукціону,2024-01-12,15,2024-01-12,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-12012024-15-pro-prodovzhennia-stroku-dii-dohovoru-orendy-nerukhomoho-maina-komunalnoi-vlasnosti-terytorialnoi-hromady-mista-kyieva-bez-provedennia-auktsionu,null,null,null,null
2024-17,Розпорядження,Про закріплення майна за комунальним некомерційним підприємством Центр первинної медико-санітарної допомоги Русанівка Дніпровського району м. Києва,2024-01-12,16,2024-01-12,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-12012024-16-pro-zakriplennia-maina-za-komunalnym-nekomertsiinym-pidpryiemstvom-tsentr-pervynnoi-medyko-sanitarnoi-dopomohy-rusanivka-dniprovskoho-raionu-m-kyieva,null,null,null,null
2024-18,Розпорядження,Про оголошення електронного аукціону про передачу нерухомого майна комунальної власності територіальної громади міста Києва в оренду,2024-01-12,17,2024-01-12,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-12012024-17-pro-oholoshennia-elektronnoho-auktsionu-pro-peredachu-nerukhomoho-maina-komunalnoi-vlasnosti-terytorialnoi-hromady-mista-kyieva-v-orendu,null,null,null,null
2024-19,Розпорядження,Про затвердження фінансового плану комунального некомерційного підприємства Консультативно-діагностичний центр дитячий Дніпровського району м. Києва на 2024 рік,2024-01-12,18,2024-01-12,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-12012024-18-pro-zatverdzhennia-finansovoho-planu-komunalnoho-nekomertsiinoho-pidpryiemstva-konsultatyvno-diahnostychnyi-tsentr-dytiachyi-dniprovskoho-raionu-m-kyieva-na-2,null,null,null,null
2024-20,Розпорядження,"Про облік громадян, що потребують житла для тимчасового проживання",2024-01-16,19,2024-01-16,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-16012024-19-pro-oblik-hromadian-shcho-potrebuiut-zhytla-dlia-tymchasovoho-prozhyvannia,null,null,null,null
2024-21,Розпорядження,"Про Внесення змін до розпорядження Дніпровської районної в місті Києві державної адміністрації від 28 грудня 2023 року № 1011 «Про видачу ордера на житлову площу мешканці гуртожитку на бульв. Ярослава Гашека, 17»",2024-01-16,20,2024-01-16,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-16012024-20-pro-vnesennia-zmin-do-rozporiadzhennia-dniprovskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii-vid-28-hrudnia-2023-roku-1011-pro-vydachu-ordera-na-zhytl,null,null,null,null
2024-22,Розпорядження,"17.01.2024 № 21 Про облік громадян, що потребують житла для тимчасового проживання",2024-01-17,21,2024-01-17,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-17012024-21-pro-oblik-hromadian-shcho-potrebuiut-zhytla-dlia-tymchasovoho-prozhyvannia,null,null,null,null
2024-23,Розпорядження,17.01.2024 № 22 Про зміну найменування Управління соціального захисту населення Дніпровської районної в місті Києві державної адміністрації,2024-01-17,22,2024-01-17,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-17012024-22-pro-zminu-naimenuvannia-upravlinnia-sotsialnoho-zakhystu-naselennia-dniprovskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii,null,null,null,null
2024-24,Розпорядження,"18.01.2024 № 24 Про облік громадян, що потребують житла для тимчасового проживання",2024-01-18,24,2024-01-18,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-18012024-24-pro-oblik-hromadian-shcho-potrebuiut-zhytla-dlia-tymchasovoho-prozhyvannia,null,null,null,null
2024-25,Розпорядження,"18.01.2024 № 25 Про встановлення лімітів споживання теплової, електричної енергії, природного газу, водопостачання та водовідведення на 2024 рік",2024-01-18,25,2024-01-18,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-18012024-25-pro-vstanovlennia-limitiv-spozhyvannia-teplovoi-elektrychnoi-enerhii-pryrodnoho-hazu-vodopostachannia-ta-vodovidvedennia-na-2024-rik-2,null,null,null,null
2024-26,Розпорядження,"18.01.2024 № 25 Про встановлення лімітів споживання теплової, електричної енергії, природного газу, водопостачання та водовідведення на 2024 рік",2024-01-18,25,2024-01-18,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-18012024-25-pro-vstanovlennia-limitiv-spozhyvannia-teplovoi-elektrychnoi-enerhii-pryrodnoho-hazu-vodopostachannia-ta-vodovidvedennia-na-2024-rik,null,null,null,null
2024-27,Розпорядження,18.01.2024 № 26 Про створення комісії щодо обстеження підземних переходів в яких на шляхах евакуації здійснюється торгівля у Дніпровському районі,2024-01-18,26,2024-01-18,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-18012024-26-pro-stvorennia-komisii-shchodo-obstezhennia-pidzemnykh-perekhodiv-v-iakykh-na-shliakhakh-evakuatsii-zdiisniuietsia-torhivlia-u-dniprovskomu-raioni,null,null,null,null
2024-28,Розпорядження,"18.01.2024 № 27 Про надання дозволу на вчинення правочинів щодо майна, право власності або право користування яким мають діти",2024-01-18,27,2024-01-18,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-18012024-27-pro-nadannia-dozvolu-na-vchynennia-pravochyniv-shchodo-maina-pravo-vlasnosti-abo-pravo-korystuvannia-iakym-maiut-dity,null,null,null,null
2024-29,Розпорядження,18.01.2024 № 28 Про встановлення груп по оплаті працівникам закладів культури,2024-01-18,28,2024-01-18,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-18012024-28-pro-vstanovlennia-hrup-po-oplati-pratsivnykam-zakladiv-kultury,null,null,null,null
2024-30,Розпорядження,"22.01.2024 № 29 Про затвердження Положення про відділ з питань промисловості, підприємництва та регуляторної політики Дніпровської районної в місті Києві державної адміністрації",2024-01-22,29,2024-01-22,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-22012024-29-pro-zatverdzhennia-polozhennia-pro-viddil-z-pytan-promyslovosti-pidpryiemnytstva-ta-rehuliatornoi-polityky-dniprovskoi-raionnoi-v-misti-kyievi-derzhavnoi-admi,null,null,null,null
2024-31,Розпорядження,"22.01.2024 № 30 Про облік громадян, що потребують житла для тимчасового проживання",2024-01-22,30,2024-01-22,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-22012024-30-pro-oblik-hromadian-shcho-potrebuiut-zhytla-dlia-tymchasovoho-prozhyvannia,null,null,null,null
2024-32,Розпорядження,22.01.2024 № 31 Про розгляд заяв громадян та організацій Дніпровського району з питань квартирного обліку,2024-01-22,31,2024-01-22,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-22012024-31-pro-rozghliad-zaiav-hromadian-ta-orhanizatsii-dniprovskoho-raionu-z-pytan-kvartyrnoho-obliku,null,null,null,null
2024-33,Розпорядження,22.01.2024 № 32 Про надання жилого приміщення та видачу ордера мешканцю будинку № 28 на вул. Сулеймана Стальського,2024-01-22,32,2024-01-22,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-22012024-32-pro-nadannia-zhyloho-prymishchennia-ta-vydachu-ordera-meshkantsiu-budynku-28-na-vul-suleimana-stalskoho,null,null,null,null
2024-34,Розпорядження,"22.01.2024 № 33 Про надання житлової площі з фондів житла, призначеного для тимчасового проживання внутрішньо переміщених осіб",2024-01-22,33,2024-01-22,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-22012024-33-pro-nadannia-zhytlovoi-ploshchi-z-fondiv-zhytla-pryznachenoho-dlia-tymchasovoho-prozhyvannia-vnutrishno-peremishchenykh-osib,null,null,null,null
2024-35,Розпорядження,22.01.2024 № 34 Про Внесення змін до розпорядження голови Дніпровської районної в місті Києві державної адміністрації від 09.08.2021 № 616 Про визначення уповноважених осіб вносити інформацію про присвоєння адреси,2024-01-22,34,2024-01-22,null,Внесення змін,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-22012024-34-pro-vnesennia-zmin-do-rozporiadzhennia-holovy-dniprovskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii-vid-09082021-616-pro-vyznachennia-upovnovazhenykh-,null,null,null,null
2024-36,Розпорядження,22.01.2024 № 35 Про включення до Переліку другого типу та укладання договору оренди,2024-01-22,35,2024-01-22,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-22012024-35-pro-vkliuchennia-do-pereliku-druhoho-typu-ta-ukladannia-dohovoru-orendy,null,null,null,null
2024-37,Розпорядження,22.01.2024 № 36 Про закріплення основних засобів за дитячо-юнацькою спортивною школою 3,2024-01-22,36,2024-01-22,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-22012024-36-pro-zakriplennia-osnovnykh-zasobiv-za-dytiacho-iunatskoiu-sportyvnoiu-shkoloiu-3,null,null,null,null
2024-38,Розпорядження,22.01.2024 № 37 Про затвердження протоколу про результати електронного аукціону № LLE001-UA-20231214-75669 укладання договору оренди,2024-01-22,37,2024-01-22,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-22012024-37-pro-zatverdzhennia-protokolu-pro-rezultaty-elektronnoho-auktsionu-lle001-ua-20231214-75669-ukladannia-dohovoru-orendy,null,null,null,null
2024-39,Розпорядження,"23.01.2024 № 38 Про облік громадян, що потребують житла для тимчасового проживання",2024-01-23,38,2024-01-23,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-23012024-38-pro-oblik-hromadian-shcho-potrebuiut-zhytla-dlia-tymchasovoho-prozhyvannia,null,null,null,null
2024-40,Розпорядження,24.01.2024 № 39 Про Внесення змін до розпорядження голови Дніпровської районної в місті Києві державної адміністрації від 26.05.2022 № 183,2024-01-24,39,2024-01-24,null,Внесення змін,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-24012024-39-pro-vnesennia-zmin-do-rozporiadzhennia-holovy-dniprovskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii-vid-26052022-183,null,null,null,null
2024-41,Розпорядження,24.01.2024 № 40 Про затвердження Положення про відділ муніципальної безпеки Дніпровської районної в місті Києві державної адміністрації,2024-01-24,40,2024-01-24,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-24012024-40-pro-zatverdzhennia-polozhennia-pro-viddil-munitsypalnoi-bezpeky-dniprovskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii,null,null,null,null
2024-42,Розпорядження,"24.01.2024 № 41 Про облік громадян, що потребують житла для тимчасового проживання",2024-01-24,41,2024-01-24,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-24012024-41-pro-oblik-hromadian-shcho-potrebuiut-zhytla-dlia-tymchasovoho-prozhyvannia,null,null,null,null
2024-43,Розпорядження,25.01.2024 № 42 Про затвердження протоколів про результати електронних аукціонів та укладення договорів оренди,2024-01-25,42,2024-01-25,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-25012024-42-pro-zatverdzhennia-protokoliv-pro-rezultaty-elektronnykh-auktsioniv-ta-ukladennia-dohovoriv-orendy,null,null,null,null
2024-44,Розпорядження,25.01.2024 № 43 Про затвердження протоколів про результати електронних аукціонів та укладення договорів оренди,2024-01-25,43,2024-01-25,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-25012024-43-pro-zatverdzhennia-protokoliv-pro-rezultaty-elektronnykh-auktsioniv-ta-ukladennia-dohovoriv-orendy,null,null,null,null
2024-45,Розпорядження,25.01.2024 № 44 Про затвердження протоколу про результати електронного аукціону № LLE001-UA-20240111-44474 та укладення договору оренди,2024-01-25,44,2024-01-25,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-25012024-44-pro-zatverdzhennia-protokolu-pro-rezultaty-elektronnoho-auktsionu-lle001-ua-20240111-44474-ta-ukladennia-dohovoru-orendy,null,null,null,null
2024-46,Розпорядження,25.01.2024 № 45 Про затвердження протоколу про результати електронного аукціону № LLE001-UA-20240111-99248 та укладення договору оренди,2024-01-25,45,2024-01-25,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-25012024-45-pro-zatverdzhennia-protokolu-pro-rezultaty-elektronnoho-auktsionu-lle001-ua-20240111-99248-ta-ukladennia-dohovoru-orendy,null,null,null,null
2024-47,Розпорядження,"29.01.2024 № 46 Про облік громадян, що потребують житла для тимчасового проживання",2024-01-29,46,2024-01-29,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-29012024-46-pro-oblik-hromadian-shcho-potrebuiut-zhytla-dlia-tymchasovoho-prozhyvannia,null,null,null,null
2024-48,Розпорядження,29.01.2024 № 47 Про зміну назви орендаря нерухомого майна комунальної власності територіальної громади міста Києва,2024-01-29,47,2024-01-29,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-29012024-47-pro-zminu-nazvy-orendaria-nerukhomoho-maina-komunalnoi-vlasnosti-terytorialnoi-hromady-mista-kyieva,null,null,null,null
2024-49,Розпорядження,"29.01.2024 № 48 Про облік громадян, що потребують житла для тимчасового проживання",2024-01-29,48,2024-01-29,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-29012024-48-pro-oblik-hromadian-shcho-potrebuiut-zhytla-dlia-tymchasovoho-prozhyvannia,null,null,null,null
2024-50,Розпорядження,"29.01.2024 № 49 Про затвердження рішень комісії Дніпровської районної в місті Києві державної адміністрації з розгляду заяв про призначення грошової компенсації за належні для отримання жилі приміщення передбачених постановами Кабінету Міністрів України від 19.10.2016 № 719, від 28.03.2018 № 214, від 18.04.2018 № 280",2024-01-29,49,2024-01-29,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-29012024-49-pro-zatverdzhennia-rishen-komisii-dniprovskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii-z-rozghliadu-zaiav-pro-pryznachennia-hroshovoi-kompensatsii-za,null,null,null,null
2024-51,Розпорядження,30.01.2024 № 50 Про включення до Переліку другого типу та укладання договору оренди,2024-01-30,50,2024-01-30,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-30012024-50-pro-vkliuchennia-do-pereliku-druhoho-typu-ta-ukladannia-dohovoru-orendy,null,null,null,null
2024-52,Розпорядження,"31.01.2024 № 51 Про облік громадян, що потребують житла для тимчасового проживання",2024-01-31,51,2024-01-31,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-31012024-51-pro-oblik-hromadian-shcho-potrebuiut-zhytla-dlia-tymchasovoho-prozhyvannia,null,null,null,null
2024-53,Розпорядження,31.01.2024 № 52 Про Внесення змін до складу районної конкурсної комісії з організації та проведення районного конкурсу - огляду суб'єктів господарювання сфери побутового обслуговування на присвоєння звання зразкового у Дніпровському районі міста Києва,2024-01-31,52,2024-01-31,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-31012024-52-pro-vnesennia-zmin-do-skladu-raionnoi-konkursnoi-komisii-z-orhanizatsii-ta-provedennia-raionnoho-konkursu-ohliadu-subiektiv-hospodariuvannia-sfery-pobutovoho-,null,null,null,null
2024-54,Розпорядження,31.01.2024 № 53 Про безоплатне прийняття від Національної поліції України до комунальної власності територіальної громади міста Києва квартири у будинку за № 14 на вул. Гроденській,2024-01-31,53,2024-01-31,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-31012024-53-pro-bezoplatne-pryiniattia-vid-natsionalnoi-politsii-ukrainy-do-komunalnoi-vlasnosti-terytorialnoi-hromady-mista-kyieva-kvartyry-u-budynku-za-14-na-vul-hroden,null,null,null,null
2024-55,Розпорядження,31.01.2024 № 54 Про будівництво споруд подвійного призначення із захисними властивостями протирадіаційного укриття у закладах освіти Дніпровського району м. Києва,2024-01-31,54,2024-01-31,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-31012024-54-pro-budivnytstvo-sporud-podviinoho-pryznachennia-iz-zakhysnymy-vlastyvostiamy-protyradiatsiinoho-ukryttia-u-zakladakh-osvity-dniprovskoho-raionu-m-kyieva,null,null,null,null
2024-56,Розпорядження,"31.01.2024 № 55 Про надання статусу дітям, яка постраждали внаслідок воєнних дій та збройних конфліктів",2024-01-31,55,2024-01-31,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-31012024-55-pro-nadannia-statusu-ditiam-iaka-postrazhdaly-vnaslidok-voiennykh-dii-ta-zbroinykh-konfliktiv,null,null,null,null
2024-57,Розпорядження,"01.02.2024 № 56 Про визнання таким, що втратило чинність, розпорядження Дніпровської районної в місті Києві державної адміністрації від 28.09.2023 № 733",2024-02-01,56,2024-02-01,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-01022024-56-pro-vyznannia-takym-shcho-vtratylo-chynnist-rozporiadzhennia-dniprovskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii-vid-28092023-733,null,null,null,null
2024-58,Розпорядження,01.02.2024 № 57 Про Внесення змін до розпорядження голови Дніпровської районної в місті Києві державної адміністрації від 29 грудня 2012 року № 595,2024-02-01,57,2024-02-01,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-01022024-57-pro-vnesennia-zmin-do-rozporiadzhennia-holovy-dniprovskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii-vid-29-hrudnia-2012-roku-595,null,null,null,null
2024-59,Розпорядження,"01.02.2024 № 58 Про надання дозволу на вчинення правочинів щодо майна, право власності або право користування яким мають діти",2024-02-01,58,2024-02-01,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-01022024-58-pro-nadannia-dozvolu-na-vchynennia-pravochyniv-shchodo-maina-pravo-vlasnosti-abo-pravo-korystuvannia-iakym-maiut-dity,null,null,null,null
2024-60,Розпорядження,01.02.2024 № 59 Про визначення місця проживання малолітньої дитини,2024-02-01,59,2024-02-01,null,Чинний,Дніпровська районна в місті Києві державна адміністрація,37203257,null,https://dnipr.kyivcity.gov.ua/acts/rozporiadzhennia-vid-01022024-59-pro-vyznachennia-mistsia-prozhyvannia-malolitnoi-dytyny,null,null,null,null
