uid,type,title,acceptedDate,number,issuedDate,validFrom,status,publisherName,publisherId,text,url,registrationNumber,registrationDate,registratorName,registratorId
2024-34,Розпорядження РДА,"Про надання статусу дитини, яка постраждала внаслідок воєнних дій та збройних конфліктів",2024-01-17,34,null,2024-01-17,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-35,Розпорядження РДА,"Про надання статусу дитини, яка постраждала внаслідок воєнних дій та збройних конфліктів",2024-01-17,35,null,2024-01-17,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-36,Розпорядження РДА,"Про надання статусу дитини, яка постраждала внаслідок воєнних дій та збройних конфліктів",2024-01-17,36,null,2024-01-17,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-37,Розпорядження РДА,"Про надання статусу дитини, яка постраждала внаслідок воєнних дій та збройних конфліктів",2024-01-17,37,null,2024-01-17,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-38,Розпорядження РДА,"Про надання статусу дитини, яка постраждала внаслідок воєнних дій та збройних конфліктів",2024-01-17,38,null,2024-01-17,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-39,Розпорядження РДА,"Про надання статусу дитини, яка постраждала внаслідок воєнних дій та збройних конфліктів",2024-01-17,39,null,2024-01-17,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-40,Розпорядження РДА,"Про відмову в наданні статусу дитини, яка постраждала внаслідок воєнних дій та збройних конфліктів",2024-01-17,40,null,2024-01-17,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-41,Розпорядження РДА,"Про відмову в наданні статусу дитини, яка постраждала внаслідок воєнних дій та збройних конфліктів",2024-01-17,41,null,2024-01-17,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-42,Розпорядження РДА,"Про відмову в наданні статусу дитини, яка постраждала внаслідок воєнних дій та збройних конфліктів",2024-01-17,42,null,2024-01-17,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-43,Розпорядження РДА,Про організацію складання та управління виконанням бюджету міста Києва у 2024 році у Подільському районі м. Києва,2024-01-19,43,2024-01-19,2024-01-19,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,https://minio.kyivcity.gov.ua/kyivcity/uploads/public/693/2d0/91e/6932d091e04cf829517435.pdf,null,null,null,null
2024-44,Розпорядження РДА,Про організацію виконання Подільською районною в місті Києві державною адміністрацією рішення Київської міської ради від 14.12.2023 № 7371/7572 «Про бюджет міста Києва на 2024 рік»,2024-01-19,44,2024-01-19,2024-01-19,Внесення змін,Подільська районна в місті Києві державна адміністрація,37333608,null,https://minio.kyivcity.gov.ua/kyivcity/uploads/public/693/2ce/e92/6932cee927adb799822607.pdf,null,null,null,null
2024-45,Розпорядження РДА,Про внесення змін до розпорядження Подільської районної в місті Києві державної адміністрації від 17.10.2023 № 825 «Про надання дозволу на укладання договору дарування квартири на ім'я дитини»,2024-01-19,45,null,2024-01-19,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-46,Розпорядження РДА,Про надання дозволу на укладання договору дарування 1/4 частини квартири,2024-01-19,46,null,2024-01-19,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-47,Розпорядження РДА,Про надання дозволу на укладання договору дарування 9/10 частини квартири на ім'я малолітньої дитини,2024-01-19,47,null,2024-01-19,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-48,Розпорядження РДА,Про надання дозволу на укладання договору дарування 6/20 частини квартири,2024-01-19,48,null,2024-01-19,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-49,Розпорядження РДА,Про надання дозволу на укладання договору дарування 2/20 частини квартири,2024-01-19,49,null,2024-01-19,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-50,Розпорядження РДА,Про проведення заходів мобілізації на території Подільського району міста Києва у період з 15 січня 2024 року по 13 лютого 2024 року,2024-01-22,50,null,2024-01-22,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-51,Розпорядження РДА,"Про затвердження списку одержувачів одноразової адресної матеріальної допомоги, які опинилися в складних життєвих обставинах в результаті пошкодження чи руйнування житлового будинку (квартири) внаслідок надзвичайної ситуації воєнного характеру, спричиненої збройною агресією Російської федерації проти України 02.01.2024",2024-01-22,51,null,2024-01-22,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-52,Розпорядження РДА,"Про відібрання малолітньої дитини від матері, без позбавлення батьківських прав",2024-01-22,52,null,2024-01-22,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-53,Розпорядження РДА,"Про відібрання малолітньої дитини від батьків, без позбавлення батьківських прав",2024-01-22,53,null,2024-01-22,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-54,Розпорядження РДА,Про призначення опікуна над житлом неповнолітньої дитини,2024-01-23,54,null,2024-01-23,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-55,Розпорядження РДА,Про надання статусу неповнолітній дитині,2024-01-23,55,null,2024-01-23,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-56,Розпорядження РДА,"Про внесення змін у розпорядження Подільської районної в місті Києві державної адміністрації від 09.08.2021 № 531 «Про визначення уповноваженої особи з присвоєння адрес об'єктам будівництва, об'єктам нерухомого майна та внесення інформації до Єдиної державної електронної системи у сфері будівництва»",2024-01-23,56,null,2024-01-23,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-57,Розпорядження РДА,"Про взяття на облік громадян, що потребують надання житлового приміщення для тимчасового проживання з фонду житла, призначеного для тимчасового проживання внутрішньо переміщених осіб",2024-01-24,57,null,2024-01-24,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-58,Розпорядження РДА,"Про визнання таким, що втратив чинність, пункт 1.6 розпорядження Подільської районної в місті Києві державної адміністрації від 10.10.2013 № 809 «Про надання житлового приміщення для тимчасового проживання з фонду житла, призначеного для тимчасового проживання внутрішньо переміщених осіб»",2024-01-24,58,null,2024-01-24,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-59,Розпорядження РДА,"Про визнання таким, що втратив чинність, пункт 1.5 розпорядження Подільської районної в місті Києві державної адміністрації від 10.10.2013 № 809 «Про надання житлового приміщення для тимчасового проживання з фонду житла, призначеного для тимчасового проживання внутрішньо переміщених осіб»",2024-01-25,59,null,2024-01-25,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-60,Розпорядження РДА,"Про визнання таким, що втратило чинність, розпорядження Подільської районної в місті Києві державної адміністрації від 11.12.2013 № 1056 «Про надання житлового приміщення для тимчасового проживання з фонду житла, призначеного для тимчасового проживання внутрішньо переміщених осіб»",2024-01-25,60,null,2024-01-25,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-61,Розпорядження РДА,Про внесення змін до договорів найму жилих приміщень,2024-01-25,61,null,2024-01-25,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-62,Розпорядження РДА,Про надання дозволу на укладання договору дарування 1/2 частини квартири на ім'я малолітньої дитини,2024-01-25,62,null,2024-01-25,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-63,Розпорядження РДА,Про надання дозволу на укладання договору дарування 1/3 частини квартири,2024-01-25,63,null,2024-01-25,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-64,Розпорядження РДА,"Про надання дозволу на укладання договору купівлі-продажу 1/2 частини автомобіля, власником якого є неповнолітня дитина",2024-01-25,64,null,2024-01-25,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-65,Розпорядження РДА,Про надання дозволу на укладання договору про поділ спадкового майна,2024-01-25,65,null,2024-01-25,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-66,Розпорядження РДА,"Про надання житлового приміщення для тимчасового проживання з фонду житла, призначеного для тимчасового проживання внутрішньо переміщених осіб",2024-01-25,66,null,2024-01-25,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-67,Розпорядження РДА,"Про надання житлового приміщення для тимчасового проживання з фонду житла, призначеного для тимчасового проживання внутрішньо переміщених осіб",2024-01-26,67,null,2024-01-26,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-68,Розпорядження РДА,Про затвердження граничної чисельності керівництва та структурних підрозділів Подільської районної в місті Києві державної адміністрації,2024-01-26,68,null,2024-01-26,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-69,Розпорядження РДА,Про внесення змін до розпорядження Подільської районної в місті Києві державної адміністрації від 02.02.2023 № 52 «Про створення постійно діючої комісії з питань розгляду звернень громадян»,2024-01-26,69,2024-01-26,2024-01-26,Втратив чинність,Подільська районна в місті Києві державна адміністрація,37333608,null,https://minio.kyivcity.gov.ua/kyivcity/sites/15/2024/1/31/69ro.PDF,null,null,null,null
2024-70,Розпорядження РДА,Про внесення змін до договорів найму жилих приміщень,2024-01-29,70,null,2024-01-29,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-71,Розпорядження РДА,Про внесення змін до розпорядження Подільської районної в місті Києві державної адміністрації від 20.12.2019 № 1134,2024-01-29,71,2024-01-29,2024-01-29,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,https://minio.kyivcity.gov.ua/kyivcity/sites/15/2024/1/30/71r.PDF,null,null,null,null
2024-72,Розпорядження РДА,"Про затвердження списку одержувачів одноразової адресної матеріальної допомоги, які опинилися в складних життєвих обставинах в результаті пошкодження чи руйнування житлового будинку (квартири) внаслідок надзвичайної ситуації воєнного характеру, спричиненої збройною агресією Російської федерації проти України 02.01.2024",2024-01-31,72,null,2024-01-31,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-73,Розпорядження РДА,Про зняття з квартирного обліку громадян Подільського району,2024-02-01,73,null,2024-02-01,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-74,Розпорядження РДА,Про виключення житлової площі із числа службових жилих приміщень Головного управління Національної поліції у м. Києві,2024-02-01,74,null,2024-02-01,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-75,Розпорядження РДА,"Про взяття на облік громадян, що потребують надання житлового приміщення для тимчасового проживання з фонду житла, призначеного для тимчасового проживання внутрішньо переміщених осіб",2024-02-01,75,null,2024-02-01,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-76,Розпорядження РДА,"Про взяття на облік громадян, що потребують надання житлового приміщення для тимчасового проживання з фонду житла, призначеного для тимчасового проживання внутрішньо переміщених осіб",2024-02-01,76,null,2024-02-01,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-77,Розпорядження РДА,"Про взяття на облік громадян, що потребують надання житлового приміщення для тимчасового проживання з фонду житла, призначеного для тимчасового проживання внутрішньо переміщених осіб",2024-02-01,77,null,2024-02-01,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-78,Розпорядження РДА,"Про внесення змін до облікових справ громадян, що потребують надання житлового приміщення для тимчасового проживання з фонду житла, призначеного для тимчасового проживання внутрішньо переміщених осіб",2024-02-01,78,null,2024-02-01,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-79,Розпорядження РДА,"Про надання житлового приміщення для тимчасового проживання з фонду житла, призначеного для тимчасового проживання внутрішньо переміщених осіб",2024-02-01,79,null,2024-02-01,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-80,Розпорядження РДА,"Про взяття на облік громадян, що потребують надання житлового приміщення для тимчасового проживання з фонду житла, призначеного для тимчасового проживання внутрішньо переміщених осіб",2024-02-05,80,null,2024-02-05,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-81,Розпорядження РДА,Про включення житлової площі до числа службових жилих приміщень Служби безпеки України,2024-02-05,81,null,2024-02-05,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-82,Розпорядження РДА,Про включення житлової площі до числа службових жилих приміщень Служби зовнішньої розвідки України,2024-02-05,82,null,2024-02-05,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-83,Розпорядження РДА,Про виключення житлової площі із числа службових жилих приміщень Служби зовнішньої розвідки України,2024-02-05,83,null,2024-02-05,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-84,Розпорядження РДА,Про виключення житлової площі із числа службових жилих приміщень Служби зовнішньої розвідки України,2024-02-05,84,null,2024-02-05,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-85,Розпорядження РДА,Про виключення житлової площі із числа службових жилих приміщень Служби зовнішньої розвідки України,2024-02-05,85,null,2024-02-05,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-86,Розпорядження РДА,Про затвердження рішення командира військової частини А0515 про надання службового житлового приміщення,2024-02-05,86,null,2024-02-05,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-87,Розпорядження РДА,"Про затвердження рішення комісії щодо розгляду заяв членів сімей осіб, які загинули (пропали безвісті), померли, та осіб з інвалідністю, внутрішньо переміщених осіб, які захищали незалежність, суверенітет та територіальну цілісність України про призначення грошової компенсації за належні для отримання жилі приміщення при Подільській районній в місті Києві державній адміністрації",2024-02-05,87,null,2024-02-05,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,null,null,null,null,null
2024-88,Розпорядження РДА,Про організацію харчування учнів у комунальних закладах загальної середньої освіти Подільського району міста Києва у 2024 році,2024-02-05,88,2024-02-16,2024-02-16,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,https://minio.kyivcity.gov.ua/kyivcity/sites/15/2024/2/19/rozp_88_2024.PDF,15/1107,2024-02-14,Центральне міжрегіональне управління Міністерства юстиції (м. Київ),43315602
2024-89,Розпорядження РДА,Про організацію харчування учнів у спеціальних/санаторних школах та у реабілітаційному центрі Подільського району міста Києва у 2024 році,2024-02-05,89,2024-02-16,2024-02-16,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,https://minio.kyivcity.gov.ua/kyivcity/sites/15/2024/2/19/rozp_89_2024.PDF,16/1108,2024-02-14,Центральне міжрегіональне управління Міністерства юстиції (м. Київ),43315602
2024-90,Розпорядження РДА,Про встановлення розміру плати для батьків за харчування дітей дошкільного віку у комунальних закладах освіти Подільського району міста Києва у 2024 році,2024-02-05,90,2024-02-16,2024-02-16,Чинний,Подільська районна в місті Києві державна адміністрація,37333608,null,https://minio.kyivcity.gov.ua/kyivcity/sites/15/2024/2/19/rozp_90_2024.PDF,17/1109,2024-02-14,Центральне міжрегіональне управління Міністерства юстиції (м. Київ),43315602
