uid,name,gender,positionName,unitId,unitName,orgId,orgName,img,homepage,socialAccount,telephone,email,openingHours,availabilityRestriction
009,Загуменний Д.М.,1,Керівник апарату виконавчого органу Київської міської ради (Київської міської державної адміністрації),010,Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації),00022527,Виконавчий орган Київської міської ради (Київська міська державна адміністрація),null,https://kyivcity.gov.ua/kyiv_ta_miska_vlada/kerivnytstvo/zagumenniy_dmitro_mikolayovich/,null,+380442027776,dmitro.zagumenniy@kyivcity.gov.ua,null,null
050,Мельник Н. О.,2,Директор Департаменту,050,Департамент економіки та інвестицій,04633423,Департамент економіки та інвестицій,null,https://dei.kyivcity.gov.ua/persons/nataliya-melnik,null,+380442027799,"org@guekmda.gov.ua, economics@kyivcity.gov.ua",Ср 10:00-12:00,Перша та третя середа місяця за попереднім записом
051,Бученко М. В.,1,Директор Департаменту,051,Департамент соціальної та ветеранської політики,37441694,Департамент соціальної та ветеранської політики,null,https://dsp.kyivcity.gov.ua/kerivnytstvo,null,+380443665940,social@kyivcity.gov.ua,Вт 10:00-12:00,Перший та третій вівторок місяц
052,Костіков В. В.,1,Директор Департаменту,052,Департамент промисловості та розвитку підприємництва,24250279,Департамент промисловості та розвитку підприємництва,null,https://dprp.kyivcity.gov.ua/kerivnytstvo,null,+380442466632,industry@kyivcity.gov.ua,Пн 14:00-17:00,Перший та третій понеділок місяця
053,Підгайний С.Г.,1,Директор Департаменту,053,Департамент транспортної інфраструктури,37405284,Департамент транспортної інфраструктури,null,https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/departamenti_ta_upravlinnya/departament_transportnoi_infrastruktury/,null,"+380443666305, +380443666372",transport@kyivcity.gov.ua,Чт 15:00-16:00,Перший та третій четвер місяця
054,Репік В. М.,1,Директор Департаменту,054,Департамент фінансів,02317474,Департамент фінансів,null,https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/departamenti_ta_upravlinnya/departament_finansiv/,null,"+380442027929, +380442027345",finance@kyivcity.gov.ua,Чт 10:00-12:00,Перший четвер місяця
055,Свистунов О. В.,1,Директор Департаменту - Головний архітектор міста,055,Департамент містобудування та архітектури,26345558,Департамент містобудування та архітектури,null,https://dma.kyivcity.gov.ua/persons/oleksandr-svistunov,null,+380442781985,architecture@kyivcity.gov.ua,Пн 10:00-12:00,Перший понеділок місяця за попереднім записом
056,Работнік Б. П.,1,Директор Департаменту,056,Департамент будівництва та житлового забезпечення,24378016,Департамент будівництва та житлового забезпечення,null,https://dch.kyivcity.gov.ua/persons/boris-rabotnik,null,"+380442795627, +380442356102",construction@kyivcity.gov.ua,Ср 14:30-15:30,Друга та четверта середа місяця
057,Пелих В. М.,2,Директор Департаменту,057,Департамент земельних ресурсів,26199097,Департамент земельних ресурсів,null,https://kyivland.kyivcity.gov.ua/persons/valentina-pelikh,https://facebook.com/kyiv.land.department,+380442027815,kyivland@kyivcity.gov.ua,Щомісячно 2-й Пн 14:30-16:00,Перерва на обід - 12:00–12:45; Прийом відбувається лише кожного другого понеділка місяця
058,Науменко Д. В.,1,Директор Департаменту,058,Департамент житлово-комунальної інфраструктури,33695540,Департамент житлово-комунальної інфраструктури,null,https://minio.kyivcity.gov.ua/kyivcity/sites/27/uploaded-files/%20Дмитро%20Володимирович.pdf,null,+380442792921,infrastructure@kyivcity.gov.ua,Ср 14:00-17:00,Перша та третя середа місяця
059,Смірнова М. М.,2,Директор Департаменту,059,Департамент суспільних комунікацій,25695762,Департамент суспільних комунікацій,null,https://dsk.kyivcity.gov.ua/kerivnytstvo,null,+380442350700,communications@kyivcity.gov.ua,Пн 15:00-17:00,Перший понеділок місяця
060,Анжияк С. М.,1,Директор Департаменту,060,Департамент культури,02231933,Департамент культури,null,https://dk.kyivcity.gov.ua/osobystyi-pryiom,null,+380442796109,culture@kyivcity.gov.ua,Ср 14:00-15:00,null
061,Мостепан Т.В.,2,Директор Департаменту,061,Департамент охорони здоров'я,02012906,Департамент охорони здоров'я,null,https://health.kyivcity.gov.ua/persons/tetyana-mostepan,null,+380442840875,health@kyivcity.gov.ua,null,За попереднім записом за номером телефону +380442840808
062,Гудзь А. А.,1,Директор Департаменту,062,Департамент комунальної власності м. Києва,19020407,Департамент комунальної власності м. Києва,null,https://dkvk.kyivcity.gov.ua/persons/andriy-gudz,null,+380442026151,property@kyivcity.gov.ua,Чт 09:00-12:00,null
063,Фіданян О. Г.,2,Директор Департаменту,063,Департамент освіти і науки,02147629,Департамент освіти і науки,null,https://don.kyivcity.gov.ua/persons/fidanyan,null,+380442791446,education@kyivcity.gov.ua,Вт 15:00-17:00,Перший та третій вівторок місяця
064,Буділов М. М.,1,Директор Департаменту,064,Департамент територіального контролю міста Києва,34926981,Департамент територіального контролю міста Києва,null,https://dtc.kyivcity.gov.ua/persons/mikhaylo-budilov,null,+380442931221,blagodep@kyivcity.gov.ua,Ср 08:30-10:00,Кожної середи за попереднім записом
065,Корнієнко Л. О.,2,Начальник Управління,065,Управління туризму та промоцій,41492529,Управління туризму та промоцій,null,https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/departamenti_ta_upravlinnya/upravlinnya_turizmu_ta_promotsiy/,https://www.facebook.com/radnik.kornienko/,+380443667005,liia.korniienko@kyivcity.gov.ua,Чт 10:00-12:00,Перший та третій четвер місяця за попереднім записом
066,Соловйова М. М.,2,Директор Департаменту,066,Департамент охорони культурної спадщини,42475311,Департамент охорони культурної спадщини,null,https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/departamenti_ta_upravlinnya/departament_okhoroni_kulturno_spadschini/,null,+380444253025,doks@kyivcity.gov.ua,Вт 10:00-12:00,Другий вівторок місяця
068,Кісіль І. М.,1,Виконувач обов'язків директора,068,Державний архів м. Києва,03494327,Державний архів м. Києва,null,https://archive.kyivcity.gov.ua/index.php/pro-arkhiv/kerivnytstvo,https://www.facebook.com/StateArchiveofKyiv/,+380444685580,archive@kyivcity.gov.ua,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
069,Танцюра В. А.,1,Начальник Служби у справах дітей та сім'ї,069,Служба у справах дітей та сім'ї виконавчого органу Київської міської ради (Київської міської державної адміністрації),20062138,Служба у справах дітей та сім'ї виконавчого органу Київської міської ради (Київської міської державної адміністрації),null,https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/sluzhba_u_spravakh_ditei_ta_simi/,null,+380444840525,сhildren@kyivcity.gov.ua,Чт 15:00-17:00,Перший та другий четвер місяця
070,Колтик О. Т.,2,Директор Департаменту,070,Департамент внутрішнього фінансового контролю та аудиту,34765257,Департамент внутрішнього фінансового контролю та аудиту,null,https://kyivaudit.kyivcity.gov.ua/persons/oksana-koltik,null,+380442398667,kyivaudit@kyivcity.gov.ua,Чт 14:00-16:00,Перший та другий четвер місяця за попереднім записом
071,Шамрай Н. В.,2,Директор Департаменту,071,Департамент (Центр) надання адміністративних послуг,39785346,Департамент (Центр) надання адміністративних послуг,null,https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/departamenti_ta_upravlinnya/departament_tsentr__nadannia_administratyvnykh_posluh/shamray_nataliya_vasilivna_380866/,null,+380442026046,cnap@kyivcity.gov.ua,Чт 16:00-18:00,Перший та четвертий четвер місяця
073,Попович О. М.,2,Директор Департаменту,073,Департамент з питань державного архітектурно-будівельного контролю міста Києва,40224921,Департамент з питань державного архітектурно-будівельного контролю міста Києва,null,https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/departamenti_ta_upravlinnya/departament_z_pytan_derzhavnoho_arkhitekturno-budivelnoho_kontroliu_mista_kyieva/,null,+380442027772,dabk@kyivcity.gov.ua,Чт 11:00-12:00,Перший та третій четвер місяця у порядку черговості
074,Єкасьова О. В.,2,Директор Департаменту,074,Департамент з питань реєстрації,40452947,Департамент з питань реєстрації,null,https://dpr.kyivcity.gov.ua/persons/oksana-ekasova,null,"+380444860229, +380444861081",registration@kyivcity.gov.ua,Пт 11:00-13:00,Перша п'ятниця місяця
075,Іцкович В. Є.,2,Директор Департаменту,075,Департамент інформаційно-комунікаційних технологій,40918711,Департамент інформаційно-комунікаційних технологій,https://www.facebook.com/share/17jDoNcw9T/?mibextid=wwXIfr,https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/departamenti_ta_upravlinnya/departament_informatsiino-komunikatsiinykh_tekhnolohii/,null,+380443668672,it@kyivcity.gov.ua,Вт 14:00-16:00,Перший вівторок місяця
076,Поліщук О. М.,2,Начальник Управління,076,Управління з питань реклами,41348526,Управління з питань реклами,null,https://reklama.kyivcity.gov.ua/persons/oksana-polishchuk,null,+380444814721,reklama.kyiv@kyivcity.gov.ua,Ср 10:00-12:00,Перша середа місяця
077,Іванов П. С.,1,Директор Департаменту,077,Департамент захисту довкілля та адаптації до зміни клімату,41819431,Департамент захисту довкілля та адаптації до зміни клімату,null,https://ecodep.kyivcity.gov.ua/persons/pavlo-ivanov,null,+380443666410,ecology@kyivcity.gov.ua,Ср 08:00-11:00,Друга та четверта середа місяця за попереднім записом
078,Хан Ю. М.,2,Директор Департаменту,078,Департамент молоді та спорту,42269168,Департамент молоді та спорту,null,https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/departamenti_ta_upravlinnya/departament_molodi_ta_sporu/,null,+380972431758,sports@kyivcity.gov.ua,Чт 14:00-17:00,Кожен четвер за попереднім записом
079,Ткачук Р. С.,1,Директор Департаменту,079,Департамент муніципальної безпеки,42698051,Департамент муніципальної безпеки,null,https://dmbk.kyivcity.gov.ua/dyrektor1,null,+380442262516,security@kyivcity.gov.ua,Вт 14:00-16:00,Перший та третій вівторок місяця
080,Тимошенко О. М.,1,Директор Департаменту,080,Департамент з питань запобігання та виявлення корупції,45184648,Департамент з питань запобігання та виявлення корупції,null,https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/departamenti_ta_upravlinnya/departament_z_pitan_zapobigannya_ta_viyavlennya_koruptsi/,null,+380443665231,antikor_dep@kyivcity.gov.ua,Пн 13:00-15:00,Перший та третій понеділок місяця
