id,name,description,constituentDocUrl,homepage,socialAccount,logo,headName,headPost,subOrgOfId,subOrgOfName,CATUTTC,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressThoroughfare,addressLocatorDesignator,addressLocatorName,addressPostCode,contactPointName,contactPointEmail,contactPointTelephone,openingHours,availabilityRestriction
25202443,Комунальне підприємство «Київська спадщина» виконавчого органу Київської міської ради (Київської міської державної адміністрації),"Організація та проведення тематичних, сезонних та сільськогосподарських ярмарків",https://kyivaudit.gov.ua/vr/ka/company.nsf/(pdpr)/0F33F72F9D47D8E0C2257F0E0050901C?OpenDocument,null,null,null,Кириленко Вікторія Віталіївна,В.о. Директора,24250279,Департамент промисловості та розвитку підприємництва виконавчого органу Київської міської ради (Київської міської державної адміністрації),UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Вацлава Гавела,9-В,null,03124,в.о. директора,kyivspadok@ukr.net,+380444635757,"Пн-Чт з 09:00-18:00, Пт з 09:00 - 16:45",Перерва на обід: 13:00-13:45
19024635,Комунальне підприємство «Печерськсервіс»,"Утримання, експлуатація та надання в орендне користування технологічних приміщень",https://kyivaudit.gov.ua/vr/ka/company.nsf/(pdpr)/B8983E79FB96209EC2257DB70036B1D8?OpenDocument,null,null,null,Рижкова Любов Євгенівна,В.о. Директора,24250279,Департамент промисловості та розвитку підприємництва виконавчого органу Київської міської ради (Київської міської державної адміністрації),UA80000000000093317,Україна,місто Київ,null,null,Київ,проїзд Військовий,1,null,01103,Приймальна,blagoystriy@ukr.net,+380442854716,"Пн-Чт з 08:00-17:00, Пт з 08:00-15:45",Перерва на обід: 12:00-12:45
21586843,Комунальне підприємство «Світоч» м. Києва,Організація конгресів та торгових виставок,https://kyivaudit.gov.ua/vr/ka/company.nsf/0/33F8CF95659D48C0C225833F00462CF7/$file/%D0%A0%D0%9A%D0%9C%D0%94%D0%90-580-26072016.PDF,null,null,null,Мандрик Валентина Львівна,Директор,24250279,Департамент промисловості та розвитку підприємництва виконавчого органу Київської міської ради (Київської міської державної адміністрації),UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Берестейський,9,null,03047,Приймальна,v.mandrik@gmail.com,+380442027312,"Пн-Чт з 08:00-17:00, Пт з 08:00-15:45",Перерва на обід: 12:00-12:45
31305884,Комунальне підприємство «Київський міський бізнес-центр»,Надання інших допоміжних комерційних послуг,https://kyivaudit.gov.ua/vr/ka/company.nsf/(pdpr)/2F56E181BE90A059C2257DB900431496?OpenDocument,null,null,null,Салата Юрій Олексійович,Директор,24250279,Департамент промисловості та розвитку підприємництва виконавчого органу Київської міської ради (Київської міської державної адміністрації),UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Харківське шосе,144-В,null,02091,Приймальна,kmbc@i.ua,+380445640597,"Пн-Чт з 08:00-17:00, Пт з 08:00-15:45",Перерва на обід: 12:00-12:45
36927573,Комунальне підприємство «Міський магазин» виконавчого органу Київської міської ради (Київської міської державної адміністрації),Роздрібна торгівля книгами в спеціалізованих магазинах,https://kyivaudit.gov.ua/vr/ka/company.nsf/0/B0D53BF0C3C475CBC225833D003A90E0/$file/%D0%A1%D1%82%D0%B0%D1%82%D1%83%D1%82.pdf,https://kpmm.kiev.ua/,null,null,Горобець Ігор Олександрович,Голова комісії з реорганізації,24250279,Департамент промисловості та розвитку підприємництва виконавчого органу Київської міської ради (Київської міської державної адміністрації),UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Басейна,1/2-А,null,01004,Приймальна,magazin.kp@ukr.net,+380444716654,"Пн-Чт з 08:00-17:00, Пт з 08:00-15:45",Перерва на обід: 12:00-12:45
31108609,Комунальне підприємство «КИЇВ.ПРОЗОРО» виконавчого органу Київської міської ради (Київської міської державної адміністрації),"Оброблення даних, розміщення інформації на веб-вузлах і пов'язана з ними діяльність",https://kyivaudit.gov.ua/vr/ka/company.nsf/0/A60F394DFCF36817C2258BCD0035D218/$file/%D0%A1%D1%82%D0%B0%D1%82%D1%83%D1%82%20%D0%9A%D0%9F%20%D0%9A%D0%98%D0%87%D0%92.%D0%9F%D0%A0%D0%9E%D0%97%D0%9E%D0%A0%D0%9E.pdf,null,https://www.facebook.com/profile.php?id=61562339541034,null,Горобець Ігор Олександрович,Директор,24250279,Департамент промисловості та розвитку підприємництва виконавчого органу Київської міської ради (Київської міської державної адміністрації),UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Велика Васильківська,6,null,01024,Приймальна,kyiv.prozoro@kyivcity.gov.ua,380988857088,"Пн-Чт з 09:00-17:30, Пт з 09:00-16:30",Перерва на обід: 13:00-13:30
30114496,Комунальне підприємство «Поділ-Нерухомість»,"Утримання, експлуатація та надання в орендне користування технологічних приміщень",https://kyivaudit.gov.ua/vr/ka/company.nsf/(pdpr)/0AE314D46451A271C2257ED900384086,null,null,null,Шевченко Ігор Олексійович,В.о.генерального директора,24250279,Департамент промисловості та розвитку підприємництва виконавчого органу Київської міської ради (Київської міської державної адміністрації),UA80000000000093317,Україна,місто Київ,null,null,Київ,вул.Марка Вовчка,21,null,04120,Директор,"podil_neryhomist@ukr,net",+380442284197,"Пн-Чт з 08:00-17:00, Пт з 08:00-15:45",Перерва на обід: 12:00-12:45
25383769,Комунальна служба перевезень виконавчого органу Київської міської ради (Київської міської державної адміністрації),"Основні напрямки діяльності виконання функцій робочого органу конкурсного комітету з визначення автомобільних перевізників на міських автобусних маршрутах загального користування міста Києва, здійснення господарської діяльності з надання послуг юридичним та фізичним особам з організації в місті Києві перевезень пасажирів на автобусних маршрутах загального користування",https://kyivaudit.gov.ua/vr/ka/company.nsf/0/7040897f3dc2fca5c22581600023afda/$FILE/%D0%9F%D0%BE%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_%D0%9A%D0%BE%D0%BF.pdf,https://ksp.kyivcity.gov.ua/,null,null,Шимко Олександр Григорович,Начальник,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Ґарета Джонса,7/9,null,4119,Загальний відділ,ksp@kyivcity.gov.ua,+380631371969,Пн-Чт з 08:00-17:00,Перерва на обід: 12:00-12:45
03360905,Комунальне підприємство електромереж зовнішнього освітлення міста Києва «Київміськсвітло»,"Основним завданням КП «Київміськсвітло» є забезпечення зовнішнього освітлення об'єктів благоустрою, які належать до комунальної власності територіальної громади м. Києва, шляхом утримання, експлуатації, поточного та капітального ремонту, модернізації, реконструкції та будівництва електромереж зовнішнього освітлення м. Києва",https://svitlo.kyivcity.gov.ua/wp-content/uploads/2017/05/%D0%A1%D1%82%D0%B0%D1%82%D1%83%D1%82.pdf,https://svitlo.kyivcity.gov.ua/,https://www.facebook.com/kyivmisksvitlo/,null,Бондар Наталія Володимирівна,В.о. директор,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Машинобудівна,40,null,3067,Приймальна,svitlo.info@kyivcity.gov.ua,+380442933601,"Пн-Чт з 08:00-17:00, Пт з 08:00-15:45",Перерва на обід: 12:00-12:45
32955518,Комунальне підприємство «Центр організації дорожнього руху «,"Метою підприємства є забезпечення безпечних та комфортних умов для учасників дорожнього руху шляхом здійснення заходів з організації дорожнього руху та поліпшення пропускної спроможності на вулично-дорожній мережі міста Києва: розробка схем організації дорожнього руху; встановлення та утримання технічних засобів регулювання дорожнім рухом (світлофорних об'єктів, дорожніх знаків, дорожніх направляючих, пристроїв примусового зниження швидкості та ін.); ведення єдиної бази дислокації технічних засобів регулювання дорожнім руху на вулично-дорожній мережі м. Києва; забезпечення проектування, впровадження, експлуатації, модернізації та адміністрування автоматизованих систем керування дорожнім рухом (АСКДР); підготовка проектної документації з питань організації дорожнього руху; забезпечення умов для габаритно-вагового контролю транспортних засобів.",https://drive.google.com/file/d/1e1omYELTO9V7b_Q4NAwQaQQW3g1exHUV/view,https://codr.kyivcity.gov.ua/,"https://www.facebook.com/codrkyiv, https://t.me/KyivCODR, https://www.instagram.com/kyiv.codr",https://codr.kyivcity.gov.ua/files/2023-06-06/d91de5a2-c6d3-471d-ace8-8c24f119c3dd.svg,Міщенко Олександр Григорович,Директор,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Чистяківська,19-А,null,3062,Канцелярія,kyiv.codr@kyivcity.gov.ua,+380443741103,"Пн-Чт з 08:00-17:00, Пт з 08:00-15:45",Перерва на обід: 12:00-12:45
05445267,Комунальне підприємство «Дирекція будівництва шляхово-транспортних споруд м. Києва»,"Основний вид діяльності діяльність у сфері інжинірингу, геології та геодезії та надання послуг технічного консультування у цих сферах",null,null,https://www.facebook.com/profile.php?id=100063745230750&mibextid=LQQJ4d&rdid=0h0O4CcsoLRmSU1z&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2FrtKQNEgzJYWp7gQD%2F%3Fmibextid%3DLQQJ4d,https://www.facebook.com/photo/?fbid=1011397384328427&set=a.483482820453222,Лісневський Роман Сергійович,Директор,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Петра Болбочана,6,null,1104,Приймальна,kp.dbshts@kyivcity.gov.ua,+380442847741,"Пн-Чт з 08:00-17:00, Пт з 08:00-15:45",Перерва на обід: 12:00-12:45
31806946,Комунальне підприємство «Шляхово-експлуатаційне управління по ремонту та утриманню автомобільних шляхів та споруд на них Солом'янського району» м. Києва,"Підприємство створено з метою задоволення суспільних потреб у забезпеченні безпечного руху транспорту та пішоходів на закріпленій за підприємством вулично-дорожній мережі, виконання робіт з утримання її та ремонту.",https://kyivavtodor.kyivcity.gov.ua/files/2024/7/2/9.pdf,null,https://www.facebook.com/sheusolom,https://www.facebook.com/share/py8QB33CiPhdQT6r/?mibextid=WC7FNe,Гузема Володимир Анатолійович,В.о. Начальника,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Святослава Хороброго,16,null,3151,Приймальна,sheu_solom@kyivcity.gov.ua,+380442490971,"Пн-Чт з 08:00-16:45, Пт з 08:00-15:30",Перерва на обід: 12:00-12:30
03328913,Комунальне підприємство «КИЇВСЬКИЙ МЕТРОПОЛІТЕН»,Основним предметом діяльності КП «Київський метрополітен» є надання послуг з перевезень пасажирів метрополітеном,http://www.metro.kyiv.ua/node/357,http://www.metro.kyiv.ua/,"https://www.facebook.com/kyivmetro, https://x.com/kyivmetroalerts",null,Вигівський Віктор Михайлович,Начальник,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Берестейський (просп. Перемоги),35,null,03056,Приймальна,referent_n@metro.kyiv.ua,+380442384421,"Пн-Чт з 08:00-17:00, Пт з 08:00-15:45",Перерва на обід: 12:00-12:45
35210739,Комунальне підприємство «Київтранспарксервіс»,"Підприємство створене з метою покращення організації дорожнього руху в частині впорядкування робіт з паркування, застосування інформаційних технологій, сучасних технічних засобів організації дорожнього руху, розвитку мережі паркінгів, механізованих автомобільних стоянок, платних місць паркування та інших об'єктів дорожнього сервісу в місті Києві.",https://ktps.kyiv.ua/sites/default/files/vord.pdf,https://ktps.kyiv.ua.,https://www.facebook.com/kyivtransparkservis,null,Сергєєнков Олександр Юрійович,Директор,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Копилівська,67/10,null,04073,Загальний відділ,info@ktps.kiev.ua,+380443624477,"Пн-Чт з 09:00-18:00, Пт з 09:00-16:45",Перерва на обід: 13:00-13:45
03359026,Комунальна корпорація «КИЇВАВТОДОР»,"Комунальна корпорація «Київавтодор» є підприємством, що належить до сфери управління виконавчого органу Київської міської ради (Київської міської державної адміністрації) та забезпечує належне функціонування дорожньо-транспортної інфраструктури міста Києва. Діяльність корпорації спрямована на утримання, обслуговування, відновлення та розвиток об'єктів міського дорожнього господарства. Корпорація експлуатує значний обсяг міської інфраструктури, до складу якої входять вулично-дорожня мережа загальною протяжністю понад 1600 км, 177 мостів і шляхопроводів, мережі дощової каналізації, елементи зовнішнього освітлення, інженерні комунікації та інші об'єкти, що забезпечують безперебійне функціонування транспортної системи столиці. Основними напрямами діяльності корпорації є будівництво, реконструкція, капітальний і поточний ремонт вулиць і доріг, тротуарів, транспортних розв'язок, об'єктів благоустрою, а також технічний нагляд за виконанням робіт на об'єктах різних категорій складності. Окремим напрямом є експлуатаційне утримання міських територій у зимовий та літній періоди. Корпорація має власний парк спеціалізованої дорожньо-будівельної техніки, розгалужену мережу виробничих баз у кожному адміністративному районі міста та кваліфікований інженерно-технічний персонал. Забезпечення якості, дотримання державних стандартів та нормативних вимог, оперативність і технологічна дисципліна є ключовими принципами діяльності «Київавтодору». Комунальна корпорація «Київавтодор» виконує роботи відповідально, своєчасно та у відповідності до вимог законодавства, здійснюючи внесок у стабільний розвиток міської інфраструктури та підвищення рівня безпеки й комфорту для мешканців і гостей столиці.",https://kyivaudit.gov.ua/vr/ka/company.nsf/(pdpr)/D71805C853EDB2C3C2257DB000575142,https://kyivavtodor.kyivcity.gov.ua/,https://www.facebook.com/kyivavtodor/,https://kyivavtodor.kyivcity.gov.ua/files/kyivavtodor-logo1610.jpg,Федоренко Олександр Володимирович,Генеральний директор,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Петра Болбочана,6,Будинок,01104,Приймальна,kyivavtodor@kyivcity.gov.ua,"+380442850336, +380442847419","Пн-Чт з 08:00-17:00, Пт з 08:00-16:45",Перерва на обід: 12:00-12:45
03359090,Комунальне підприємство «Шляхово-експлуатаційне управління по ремонту та утриманню автомобільних шляхів та споруд на них Святошинського району» міста Києва,"Основним завдання КП ШЕУ Святошинського району є обслуговування вуличної дорожньої мережі, підземних пішохідних переходів, вуличної зливної каналізації, шляхом ремонтування та відновлення, забезпечення належного санітарного стану, а також їх зимове утримання.",https://kyivaudit.gov.ua/vr/ka/company.nsf/(pdpr)/1DB18EACED5C94D6C2257DF2002718A6,null,https://www.facebook.com/profile.php?id=100064850823861,null,Черній Віталій Вікторович,В.о. начальника,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Янтарна,5,Будівля,03170,Приймальна,sheu_svjatoshyn@kyivcity.gov.ua,"+380933448342, +380444246932","Пн-Чт з 08:00-17:00, Пт з 08:00-14:30",Перерва на обід: 12:00-12:30
31722818,Комунальне підприємство «Шляхово-експлуатаційне управління по ремонту та утриманню автомобільних шляхів та споруд на них Дарницького району»,"Основним предметом діяльності підприємства є виконання необхідного комплексу робіт з утримання та ремонту вулично-дорожньої мережі Дарницького району міста Києва, наземних та підземних пішохідних переходів, вуличної зливної каналізації та інших споруд.",https://kyivavtodor.kyivcity.gov.ua/files/2024/7/2/2.pdf,null,https://www.facebook.com/kp.sheu.darnuca/,null,Круценко Володимир Іванович,Начальник,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Кам'янська,130,null,02121,Приймальна,sheu.dr.info@kyivcity.gov.ua,+380445639457,"Пн-Чт з 08:30-17:30, Пт з 08:30-16:15",Перерва на обід: 13:00-13:45
05446166,Комунальне підприємство «Шляхово-експлуатаційне управління по ремонту та утриманню автомобільних шляхів та споруд на них Дніпровського району»,"Основним предметом діяльності підприємства є виконання необхідного комплексу робіт з утримання та ремонту вулично-дорожньої мережі Дніпровського району міста Києва, наземних та підземних пішохідних переходів, вуличної зливної каналізації та інших споруд.",https://kyivavtodor.kyivcity.gov.ua/files/2024/7/2/4.pdf,null,https://www.facebook.com/profile.php?id=100092318896167,null,Бойко Сергій Петрович,Начальник,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Броварський,2,Будівля,02094,Приймальна,shey.dnipro@kyivcity.gov.ua,+380445139855,"Пн-Чт з 08:30-17:30, Пт з 08:30-17:00",Перерва на обід: 12:30-13:30
03359121,Комунальне підприємство «Шляхово-експлуатаційне управління по ремонту та утриманню автомобільних шляхів та споруд на них Подільського району»,"Основним предметом діяльності підприємства є виконання необхідного комплексу робіт з утримання та ремонту вулично-дорожньої мережі Подільського району міста Києва, наземних та підземних пішохідних переходів, вуличної зливної каналізації та інших споруд.",https://kyivavtodor.kyivcity.gov.ua/files/2024/7/2/7.pdf,null,https://www.facebook.com/sheupodol,null,Листопадський Володимир Іванович,В.о. Начальника,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Кирилівська,15,null,04080,Приймальна,sheupodil@kyivcity.gov.ua,+380443591801,"Пн-Чт з 08:00-17:00, Пт з 08:00-15:45",Перерва на обід: 12:00-12:45
31868786,Комунальне підприємство «Шляхово-експлуатаційне управління по ремонту та утриманню автомобільних шляхів та споруд на них Шевченківського району» м. Києва,"Основним предметом діяльності підприємства є виконання необхідного комплексу робіт з утримання та ремонту вулично-дорожньої мережі Шевченківського району міста Києва, наземних та підземних пішохідних переходів, вуличної зливної каналізації та інших споруд для забезпечення безпечного пересування учасників дорожнього руху",https://kyivavtodor.kyivcity.gov.ua/files/2024/7/2/10.pdf,null,https://www.facebook.com/profile.php?id=100064336615785,null,Ободзінська Людмила Василівна,Начальник,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Загорівська,30,null,04107,Приймальна,shey.shevch@kyivcity.gov.ua,+380445294030,"Пн-Чт з 08:00-16:30, Пт з 08:00-15:15",Перерва на обід: 12:00-12:15
03359115,Комунальне підприємство «Шляхово-експлуатаційне управління по ремонту та утриманню автомобільних шляхів та споруд на них Печерського району» м. Києва,"Основним предметом діяльності підприємства є виконання необхідного комплексу робіт з утримання та ремонту вулично-дорожньої мережі Печерського району міста Києва, наземних та підземних пішохідних переходів, вуличної зливної каналізації та інших споруд.",https://kyivavtodor.kyivcity.gov.ua/files/2024/7/2/6.pdf,null,https://facebook.com/pechersksheu/,null,Гудзенко Сергій Геннадійович,Начальник,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,пров. Бутишів,19,null,01010,Приймальна,sheu.pechersk.info@kyivcity.gov.ua,+380951814210,"Пн-Чт з 09:00-18:00, Пт з 09:00-16:45",Перерва на обід: 13:00-13:45
04590234,Комунальне підприємство «Шляхово-експлуатаційне управління по ремонту та утриманню автомобільних шляхів та споруд на них Деснянського району» міста Києва,"Основним предметом діяльності підприємства є виконання необхідного комплексу робіт з утримання та ремонту вулично-дорожньої мережі Деснянського району міста Києва, наземних та підземних пішохідних переходів, вуличної зливної каналізації та інших споруд.",https://kyivavtodor.kyivcity.gov.ua/files/2024/7/2/3.pdf,null,https://www.facebook.com/sheudesn,null,Головченко Сергій Євгенович,Начальник,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Миколи Закревського,29,null,02217,Приймальна,sheu-desn@ukr.net,+380445152569,Пн-Пт з 08:00-17:00,Перерва на обід: 12:00-13:00
05465258,Комунальне підприємство «Шляхово-експлуатаційне управління по ремонту та утриманню автомобільних шляхів та споруд на них Оболонського району» м. Києва,"Основним предметом діяльності підприємства є виконання необхідного комплексу робіт з утримання та ремонту вулично-дорожньої мережі Оболонського району міста Києва, наземних та підземних пішохідних переходів, вуличної зливної каналізації та інших споруд.",https://kyivavtodor.kyivcity.gov.ua/files/2024/7/2/5.pdf,null,https://www.facebook.com/deuobolon/?locale=uk_UA,https://www.facebook.com/photo/?fbid=935184065322867&set=a.296127352561878&locale=uk_UA,Куліков Олег Михайлович,Начальник,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,пров. Куренівський,15-А,null,04073,Приймальна,sheuobolon15@gmail.com,"+380444682274, +380444681250","Пн-Чт з 07:30-16:30, Пт з 07:30-15:15",Перерва на обід: 12:00-12:45
03334894,Комунальне підприємство «Шляхово-експлуатаційне управління по ремонту та утриманню автомобільних шляхів та споруд на них Голосіївського району»,"Основним предметом діяльності підприємства є виконання необхідного комплексу робіт з утримання та ремонту вулично-дорожньої мережі Голосіївського району міста Києва, наземних та підземних пішохідних переходів, вуличної зливної каналізації та інших споруд.",https://kyivaudit.gov.ua/vr/ka/company.nsf/(pdpr)/71A0D6A52251B0FDC2257DAB0031815C,null,https://www.facebook.com/sheugoloseevo/,null,Гончаров Віталій Анатолійович,Начальник,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Науки,53,null,03083,Приймальна,sheu0333408094@kyivcity.gov.ua,+380632653507,"Пн-Чт з 08:00-17:00, Пт з 08:00-15:45",Перерва на обід: 12:00-12:45
37405284,Комунальне підприємство «Шляхово-експлуатаційне управління по ремонту та утриманню автомобільних шляхів та споруд на них Солом'янського району»,"Основним предметом діяльності підприємства є виконання необхідного комплексу робіт з утримання та ремонту вулично-дорожньої мережі Солом'янського району міста Києва, наземних та підземних пішохідних переходів, вуличної зливної каналізації та інших споруд.",https://kyivaudit.gov.ua/vr/ka/company.nsf/(pdpr)/22C8D5D7C4AC1B8CC2257DBD0051D4EA,null,https://www.facebook.com/sheusolom,null,Гузема Володимир Анатолійович,В.о. Начальника,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Святослава Хороброго,16,null,03151,Приймальна,sheu_solom@kyivcity.gov.ua,"+380442490971, +380981690759","Пн-Чт з 08:00-17:00, Пт з 08:00-15:45",Перерва на обід: 12:00-12:45
03359018,Комунальне підприємство по ремонту і утриманню мостів і шляхів м. Києва «Київавтошляхміст»,"Основним предметом діяльності підприємства є виконання необхідного комплексу робіт із технічного нагляду, утримання та ремонту мостів, підземних пішохідних переходів, гідротехнічних та інших споруд.",https://kyivaudit.gov.ua/vr/ka/company.nsf/(pdpr)/ABEB08D307EB8280C2257DBE00310E54?OpenDocument,null,https://www.facebook.com/profile.php?id=100064789206794,null,Кобернюк Богдан Петрович,Начальник,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Набережно-Печерська дорога,2,null,01013,Приймальна,kasm@kyivcity.gov.ua,+380442862547,"Пн-Чт з 08:00-17:00, Пт з 08:00-16:10",Перерва на обід: 12:00-12:50
05445534,Комунальне підприємство «Шляхово-експлуатаційне управління по ремонту та утриманню автомобільних шляхів та споруд на них «Магістраль»,Основною метою підприємства є забезпечення безпечного руху транспорту та пішоходів по закріпленій шляховій мережі,https://kyivaudit.gov.ua/vr/ka/cabinet.nsf/(documents)/0DE9643311ADDF4EC2257D86003C81DA,null,https://www.facebook.com/sheumagistral/,null,Малов Олександр Олександрович,Начальник,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Лютнева,58,null,03131,Приймальна,sheu.magistral@kyivcity.gov.ua,+380932151349,"Пн-Чт з 08:00-17:00, Пт з 08:00-16:00",Перерва на обід: 12:00-12:40
05456681,Комунальне підприємство «Учбово-курсовий комбінат»,"Підприємство створено з метою забезпечення безперебійного підвищення кваліфікації робітників, спеціалістів та службовців, підтримки їх високого професійного рівня, своєчасної підготовки до нових функцій.",https://kyivavtodor.kyivcity.gov.ua/files/2024/7/2/13.pdf,null,https://www.facebook.com/search/top?q=%D0%BA%D0%BE%D0%BC%D1%83%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%20%D0%BA%D0%BE%D1%80%D0%BF%D0%BE%D1%80%D0%B0%D1%86%D1%96%D1%8F%20%22%D0%BA%D0%B8%D1%97%D0%B2%D0%B0%D0%B2%D1%82%D0%BE%D0%B4%D0%BE%D1%80%22,null,Жила Олеся Миколаївна,Директор,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Петра Болбочана,6,Будівля,01104,Приймальна,kpukk@ukr.net,"+380442849770, +380442846584, +380502558805","Пн-Чт з 08:00-17:00, Пт з 08:00-15:45",Перерва на обід: 12:00-12:45
05433011,Комунальне автотранспортне підприємство № 2730904 (КАТП № 2730904),"Основною метою підприємства є виконання будівельних, монтажних, будівельно-монтажних та інших робіт підрядним та господарським способами, капітальне будівництво, реконструкція, ремонт та реставрація автомобільних доріг, будинків та інженерних споруд, надання в оренду , суборенду й експлуатацію власного чи орендованого нерухомого майна, у т. ч. автотранспортних засобів, інших машин, устаткування та товарів та інше.",https://kyivaudit.gov.ua/vr/ka/company.nsf/(pdpr)/66AF44CC2F0BCB91C2257DCC00302A85,null,null,null,Баранов Юрій Миколайович,В.о. Директора,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Охтирська,8,null,03022,Охорона,katp904@ukr.net,+380991712780,Пн-Пт з 08:00-17:00,Перерва на обід: 12:00-12:45
31725604,Комунальне підприємство «КИЇВПАСТРАНС»,"Підприємство створено з метою забезпечення надання послуг з перевезення пасажирів наземним автомобільним та електротранспортом (тролейбус, трамвай, фунікулер)",null,https://kpt.kyiv.ua/,"https://www.facebook.com/Kyivpastrans, https://t.me/kyivpasstrans",null,Тараско Тетяна Євгенівна,В.о. Генерального директора,37405284,Департамент транспортної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,шосе Набережне,2,null,04070,Приймальна,dirkpt.pryimalnia@kyivcity.gov.ua,+380442546552,"Пн-Чт з 08:30-17:30, Пт з 08:30-16:15",Перерва на обід: 12:00-13:00
26314684,Комунальне організація «Київгенплан»,"Розробка проектів містобудівної документації м. Києва, які набирають чинності після їх затвердження відповідним рішенням Київради, а також надає платні послуги юридичним та фізичним особам у сфері містобудування та архітектури відповідно до законодавства",https://kyivgenplan.grad.gov.ua/wp-content/uploads/2024/06/statut.pdf,https://kyivgenplan.grad.gov.ua/,https://www.facebook.com/kyivgenplan,https://kyivgenplan.grad.gov.ua/wp-content/uploads/2023/03/logo-7.png,Ликов Дмитро Ігорович,В.о. Начальника,26345558,Департамент містобудування та архітектури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,32,null,01001,Приймальна,secretary@grad.gov.ua,+380635050507,"Пн-Чт з 09:00-17:00, Пт з 09:00-16:45",Перерва на обід: 13:00-13:45
31958324,Комунальне підприємство виконавчого органу Київської міської ради (Київської міської державної адміністрації) «Житлоінвестбуд-УКБ»,"Основним видом діяльності є організація проектування, будівництва, реконструкції, капітального ремонту, введення в експлуатацію, відчуження об'єктів житлового та нежитлового призначення, залучення коштів фізичних та юридичних осіб для будівництва житла та об'єктів нерухомості.",http://www.investbud.kiev.ua/images/Statut.pdf,http://www.investbud.kiev.ua/,null,null,Акімов Олександр Володимирович,Директор,24378016,Департаменті будівництва та житлового забезпечення,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Володимирська,42,null,01601,Приймальна,investbud@kyivcity.gov.ua,+380442012043,"Пн-Чт з 09:00-18:00, Пт з 09:00-16:45",Перерва на обід: 13:00-13:45
32855406,Комунальне підприємство «Фінансова компанія «Житло-інвест»,Основним видом діяльності є надання фінансових послуг із залученням коштів інвесторів для фінансування об'єктів нерухомості,https://www.zhitlo-invest.kiev.ua/p/pages/original-5-ffbdocs-1675422122.8233.pdf,https://www.zhitlo-invest.kiev.ua/,null,null,Захарченко Марина Василівна,Директор,24378016,Департаменті будівництва та житлового забезпечення,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Володимирська,42,null,01601,Приймальна,zhitlo-invest@kyivcity.gov.ua,"+380442012063,+380442358769,+380444997078","Пн-Чт з 09:00-18:00, Пт з 09:00-16:45",Перерва на обід: 13:00-13:45
