uid,name,description,constituentDocUrl,homepage,headName,headPost,unitOfId,unitOfName,subUnitOfId,subUnitOfName,CATUTTC,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressThoroughfare,addressLocatorDesignator,addressLocatorName,addressPostCode,contactPointName,contactPointEmail,contactPointTelephone,openingHours,availabilityRestriction
051-6,Головний спеціаліст з питань запобігання та виявлення корупції,"Основними завданнями уповноваженої особи є: 1) розроблення, організація та контроль за проведенням заходів щодо запобігання корупційним правопорушенням та правопорушенням, пов'язаним з корупцією в Департаменті та підвідомчих підприємствах, установах та організаціях (далі – юридичні особи, що належать до сфери управління Департаменту); 2) організація роботи з оцінки корупційних ризиків у діяльності Департаменту, підготовки заходів щодо їх усунення, внесення відповідних пропозицій директору Департаменту та Управлінню з питань запобігання та виявлення корупції апарату виконавчого органу Київської міської ради (Київської міської державної адміністрації); 3) надання методичної та консультаційної допомоги з питань додержання законодавства щодо запобігання корупції; 4) здійснення заходів з виявлення конфлікту інтересів, сприяння його врегулювання, інформування директора Департаменту та Національного агентства про виявлення конфлікту інтересів та заходи, вжиті для його врегулювання; 5) перевірка факту подання декларацій суб'єктами декларування та повідомлення Національного агентства про випадки неподання чи несвоєчасного подання таких декларацій у визначеному відповідно до Закону порядку; 6) здійснення контролю за дотриманням антикорупційного законодавства в Департаменті, у тому числі в юридичних особах, що належать до сфери управління Департаменту; 7) розгляд повідомлень про порушення вимог Закону в Департаменті, у тому числі в юридичних особах, що належать до сфери управління Департаменту; 8) здійснення повноважень у сфері захисту викривачів відповідно до Закону; 9) інформування директора Департаменту, Національного агентства або інших спеціально уповноважених суб'єктів у сфері протидії корупції у випадках, передбачених законодавством, про факти порушення законодавства у сфері запобігання та протидії корупції.",null,null,Борейко Марина Олександрівна,Головний спеціаліст з питань запобігання та виявлення корупції,37441694,Департамент соціальної та ветеранської політики,051,Департамент соціальної та ветеранської політики,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Любомира Гузара,7,null,03165,Приймальня,social@kyivcity.gov.ua,+380444042197,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
051-7,Провідний інженер,"Основними завданнями провідного інженера є: Здійснення контролю за дотриманням проектних рішень та вимог державних стандартів, будівельних норм і правил; контролю за якістю виконаних робіт та їх обсягами під час будівництва або зміни (у тому числі шляхом знесення) об'єкта архітектури.",null,null,Куречко Віталій Михайлович,Провідний інженер,37441694,Департамент соціальної та ветеранської політики,051,Департамент соціальної та ветеранської політики,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Любомира Гузара,7,null,03165,Приймальня,social@kyivcity.gov.ua,+380444042197,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
051-8,Управління з питань гендерної рівності,"Управління відповідно до основних напрямів своєї діяльності: Забезпечує виконання Конституції та законів України, указів Президента України і постанов Верховної Ради України, актів Кабінету Міністрів України, наказів Міністерства соціальної політики та Національної соціальної сервісної служби України, інших центральних органів виконавчої влади, рішень Київської міської ради, розпоряджень Київського міського голови, виконавчого органу Київської міської ради (Київської міської державної адміністрації), Київської міської військової адміністрації та інших нормативно-правових актів в частині, що стосується компетенції Управління, контроль за їх реалізацією. Аналізує стан та тенденції економічного та соціального розвитку в місті Києві у сфері забезпечення рівних прав та можливостей жінок і чоловіків, запобігання та протидії насильства за ознакою статі, розробляє заходи для усунення недоліків. Вносить пропозиції директору Департаменту та заступнику директора Департаменту до проєктів програм соціального-економічного розвитку міста Києва та проєкту Стратегії розвитку м. Києва з питань, що належать до компетенції Управління. Вносить пропозиції директору Департаменту та заступнику директора Департаменту при підготовці проєкту бюджету міста Києва з питань, що належать до компетенції Управління. Розробляє (бере участь у розробленні) в межах своїх повноважень проєкти рішень Київської міської ради, розпорядження Київського міського голови, виконавчого органу Київської міської ради (Київської міської державної адміністрації), Київської міської військової адміністрації, проєкти нормативно-правових актів з питань забезпечення рівних прав та можливостей жінок і чоловіків та інших питань що належать до компетенції Управління.",null,null,Гузенко Тетяна Андріївна,Начальник управління,37441694,Департамент соціальної та ветеранської політики,051,Департамент соціальної та ветеранської політики,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Любомира Гузара,7,null,03165,Приймальня,social@kyivcity.gov.ua,+380444042197,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
051-9,Заступник директора Департаменту - начальник управління,Управління з питань протидії насильству та забезпечення діяльності реабілітаційних установ,null,null,Шевченко Олена Володимирівна,Заступник директора Департаменту - начальник управління,37441694,Департамент соціальної та ветеранської політики,051,Департамент соціальної та ветеранської політики,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Любомира Гузара,7,null,03165,Приймальня,social@kyivcity.gov.ua,+380444042197,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
051-10,"Управління забезпечення надання соціальних послуг, проведення соціальної роботи","Основними завданнями Управління є: Забезпечення реалізації державної політики у сфері надання соціальних послуг, проведення соціальної роботи щодо сімей та осіб, які належать до вразливих груп населення та/або перебувають у складних життєвих обставинах. Узагальнення визначеної структурними підрозділами з питань соціального захисту населення районних в місті Києві державних адміністрацій потреби в соціальних послугах, оприлюднення відповідних результатів. Організація надання соціальних послуг в місті Києві шляхом соціального замовлення із залученням надавачів недержавного сектору (громадські організації/об'єднання, фізичні особи-підприємці, державні або комунальні некомерційні підприємства). Здійснення аналізу щодо розвитку ринку соціальних послуг. Проведення на місцевому рівні моніторингу надання соціальних послуг у надавачів, залучених шляхом соціального замовлення, оцінювання їх якості та оприлюднення відповідних результатів. Організація технічного і програмно-технологічного забезпечення функціонування інформаційних систем Департаменту. Підготовка пропозицій до державних та місцевих програм щодо надання соціальних послуг, проведення соціальної роботи.",null,null,Гаращук Вікторія Олегівна,Начальник управління,37441694,Департамент соціальної та ветеранської політики,051,Департамент соціальної та ветеранської політики,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Любомира Гузара,7,null,03165,Приймальня,social@kyivcity.gov.ua,+380444042197,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
051-11,"Управління забезпечення соціальних державних гарантій, взаємодії з громадськими об'єднаннями","Основними завданнями Управління є: Забезпечення участі у реалізації на місцевому рівні державної політики щодо поширення і розвитку соціального партнерства між виконавчим органом Київської міської ради (Київської міської державної адміністрації), Київською міською військовою адміністрацією та міськими громадськими об'єднаннями осіб з інвалідністю, громадян, які постраждали внаслідок Чорнобильської катастрофи, ветеранів війни та праці, осіб, які захищали незалежність, суверенітет та територіальну цілісність України і брали безпосередню участь в антитерористичній операції та/або операції Об'єднаних сил, забезпеченні її проведення, жертв нацистських переслідувань, дітей війни. Проведення у місті Києві заходів з відзначення святкових, пам'ятних та історичних дат, пов'язаних з вшануванням та увічненням пам'яті ветеранів війни, жертв нацистських переслідувань, захистом незалежності, суверенітету та територіальної цілісності України, вшанування пам'яті загиблих захисників України за участю громадських об'єднань. Виконання програм і заходів у сфері запобігання та протидії домашнього насильства. Здійснення розгляду питань щодо доцільності надання державної допомоги підприємствам та організаціям, які засновані громадськими організаціями осіб з інвалідністю відповідно до чинного законодавства та забезпечення контролю відповідно до повноважень, визначених законодавством.",null,null,Вдовиченко Тетяна Миколаївна,Начальник управління,37441694,Департамент соціальної та ветеранської політики,051,Департамент соціальної та ветеранської політики,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Любомира Гузара,7,null,03165,Приймальня,social@kyivcity.gov.ua,+380444042197,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
051-12,Управління соціального захисту окремих категорій населення міста Києва,"Управління відповідно до покладених на нього завдань та у межах своїх повноважень: Організовує, в межах компетенції, виконання законів України, актів Президента України, постанов Кабінету Міністрів України, наказів Міністерства соціальної політики України, інших центральних органів виконавчої влади, рішень Київської міської ради, розпоряджень Київського міського голови, Київської міської військової адміністрації, виконавчого органу Київської міської ради (Київської міської державної адміністрації), наказів Департаменту та здійснює контроль за їх реалізацією; Готує та бере участь у підготовці пропозицій до проектів міських цільових програм; Забезпечує та бере участь у забезпеченні реалізації державних та регіональних соціальних програм щодо соціального захисту вразливих категорій громадян; Здійснює координацію роботи структурних підрозділів з питань соціального захисту населення районних в місті Києві державних адміністрацій, районних у місті Києві (у разі утворення) рад щодо опіки та піклування над повнолітніми недієздатними особами та особами, цивільна дієздатність яких обмежена. Забезпечує санаторно-курортним лікуванням осіб з інвалідністю, ветеранів війни та праці, жертв нацистських переслідувань, громадян, які постраждали внаслідок Чорнобильської катастрофи, а також виплати грошових компенсацій замість санаторно-курортної путівки та вартості самостійного санаторно-курортного лікування деяким категоріям громадян. Забезпечує оздоровленням у супроводі одного з батьків або особи, яка їх замінює, дітей киян - учасників антитерористичної операції, дітей киян-Захисників і киянок-Захисниць України віком до 14 років, дітей учасників антитерористичної операції, загиблих (померлих) внаслідок поранення, контузії чи каліцтва, одержаних під час участі у антитерористичній операції віком до 18 років, дітей загиблих (померлих) киян-Захисників і киянок-Захисниць України віком до 18 років, дітей киян - учасників антитерористичної операції, які перебувають у полоні або зникли безвісти, віком до 18 років, дітей киян - постраждалих учасників Революції Гідності віком до 14 років; дітей киян - Героїв Небесної Сотні віком до 18 років, дітей киян - військовослужбовців військових частин, які дислокуються на території міста Києва, віком до 14 років. Організовує оздоровлення та відпочинок дітей, які потребують особливої соціальної уваги та підтримки, в державному підприємстві України «Міжнародний дитячий центр «Артек», державному підприємстві «Український дитячий центр «Молода гвардія» та дитячих закладах оздоровлення та відпочинку вищої категорії, які розміщені в гірських районах (районах, в яких розташовані населені пункти, віднесені до категорії гірських).",null,null,Савченюк Марина Миколаївна,Начальник управління,37441694,Департамент соціальної та ветеранської політики,051,Департамент соціальної та ветеранської політики,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Любомира Гузара,7,null,03165,Приймальня,social@kyivcity.gov.ua,+380444042197,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
051-13,Відділ публічних закупівель та матеріально-технічного забезпечення,"Основними завданнями відділу є забезпечення реалізації державної соціальної політики в місті Києві у сфері соціального захисту населення, що включає: Організаційне та документальне забезпечення проведення закупівель; Зберігання документів щодо здійснення закупівель; Формування річного плану закупівель Департаменту та зміни до нього; Здійснення матеріально-технічного забезпечення структурних підрозділів Департаменту; Зберігання і видачу матеріальних цінностей та технічних засобів реабілітації.",null,null,Мальцев Віктор Олександрович,Начальник відділу,37441694,Департамент соціальної та ветеранської політики,051,Департамент соціальної та ветеранської політики,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Любомира Гузара,7,null,03165,Приймальня,social@kyivcity.gov.ua,+380444042197,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
051-14,Відділ забезпечення гуманітарною допомогою та допоміжними засобами реабілітації,"Відділ відповідно до покладених на нього завдань та у межах своїх повноважень:Здійснює забезпечення обліку та розгляду звернень отримувачів гуманітарної допомоги, місцезнаходження яких визначено на території міста Києва, щодо прийняття рішення про визнання гуманітарною допомогою вантажів до 5 тон у порядку, встановленому Кабінетом Міністрів України, а також вантажів вагою до 22 тон якщо вони складаються виключно з товарів, необхідних для виконання заходів, спрямованих на запобігання виникненню та поширенню, локалізацію та ліквідацію спалахів епідемій, перелік яких затверджено Кабінетом Міністрів України, або призначених для подолання інших надзвичайних ситуацій, визначених частиною четвертою статті 5 Закону України «Про гуманітарну допомогу». Співпрацює з Фондом соціального захисту осіб з інвалідністю та його районним територіальним органом, щодо проходження курсу реабілітації дітей з інвалідністю віком до 18 років. Готує та бере участь у підготовці проєктів угод, договорів, меморандумів, протоколів робочих груп. Здійснює координаційно-методичні функції у здійсненні обліку в Централізованому банку даних з проблем інвалідності (далі – ЦБІ) осіб з інвалідністю та дітей з інвалідністю щодо забезпечення автомобілями, компенсаційними виплатами на бензин, ремонт і технічне обслуговування автомобілів, транспортне обслуговування. Здійснює координаційно-методичні функції та облік в ЦБІ киян, осіб з інвалідністю, дітей з інвалідністю, осіб похилого віку та осіб, які зареєстровані або взяті на облік як внутрішньо переміщені особи у місті Києві та інших категорій населення в забезпеченні допоміжними засобами реабілітації (технічними та іншими засобами реабілітації), засобами гігієни.",null,null,Гусак Ярослав Олександрович,Начальник відділу,37441694,Департамент соціальної та ветеранської політики,051,Департамент соціальної та ветеранської політики,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Любомира Гузара,7,null,03165,Приймальня,social@kyivcity.gov.ua,+380444042197,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
051-15,Управління ветеранської політики міста Києва,"Основними завданнями Управління є: Забезпечення реалізації державної та регіональної політики у сфері соціальної підтримки і надання соціальних послуг ветеранам війни та членам сімей загиблих (померлих) ветеранів війни, Захисникам та Захисницям України, військовослужбовцям, які звільнені з військової служби, та членам їх сімей/комісованим військовослужбовцям та членам сімей, іншим категоріям осіб, які згідно із законодавством мають право на пільги (крім пільг з оплати житлово-комунальних послуг, пільг на придбання твердого палива і скрапленого газу), соціальної професійної адаптації військовослужбовців, які звільняються з військової служби, волонтерської діяльності. Забезпечує реалізацію державної ветеранської політики, а саме з питань: соціального захисту ветеранів та членів їх сімей, зокрема забезпечення психологічної реабілітації, соціальної та професійної адаптації, а також санаторно-курортним лікуванням; надання довічних державних стипендій; переходу від військової служби до цивільного життя військовослужбовців, які звільняються або звільнені із військової служби з числа ветеранів війни; розвитку фізкультурно-спортивної реабілітації; вшанування пам'яті ветеранів; популяризації та забезпечення формування позитивного образу ветерана в суспільстві, забезпечення прав і свобод ветеранів та членів їх сімей.",null,null,Дорогій Світлана Миколаївна,Начальник управління,37441694,Департамент соціальної та ветеранської політики,051,Департамент соціальної та ветеранської політики,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Любомира Гузара,7,null,03165,Приймальня,social@kyivcity.gov.ua,+380444042197,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
051-16,"Відділ державних, муніципальних гарантій та допомог","Основними завдання Відділу є: 1. Забезпечення реалізації державної та муніципальної політики у сфері соціальної підтримки населення міста Києва шляхом надання гарантій, допомог і компенсацій, у тому числі сім'ям з дітьми, малозабезпеченим сім'ям, багатодітним сім'ям, особам з інвалідністю, ветеранам війни і праці та членам їх сімей, особам похилого віку, громадянам, які постраждали внаслідок Чорнобильської катастрофи. 2. Виконання програм і здійснення заходів, спрямованих на забезпечення підтримки сімей з дітьми, малозабезпечених, багатодітних сімей, осіб з інвалідністю, ветеранів війни і праці та членів їх сімей, осіб похилого віку, громадян, які постраждали внаслідок Чорнобильської катастрофи. 3. Здійснення координації діяльності і контролю за виконанням структурними підрозділами соціального захисту населення районних в місті Києві державних адміністрацій законодавства України з питань реалізації державної соціальної політики у сфері соціального захисту населення міста Києва в межах компетенції Відділу, надання їм організаційно-методичної допомоги щодо правильності застосування законодавства у цій сфері. 4 Сприяння громадським та іншим організаціям, волонтерам у проведенні ними роботи з питань соціального захисту сімей, у тому числі сімей з дітьми, малозабезпечених, багатодітних сімей, дітей, осіб з інвалідністю, осіб похилого віку та інших вразливих категорій населення.",null,null,Мельник Любов Володимирівна,Начальник відділу,37441694,Департамент соціальної та ветеранської політики,051,Департамент соціальної та ветеранської політики,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Любомира Гузара,7,null,03165,Приймальня,social@kyivcity.gov.ua,+380444042197,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
051-17,Відділ забезпечення надання адресної матеріальної допомоги соціально незахищеним громадянам,"Основним завданням є надання одноразової адресної матеріальної допомоги особам, які опинилися в складних життєвих обставинах, та надання одноразової адресної матеріальної допомоги окремим категоріям населення міста Києва з нагоди відзначення державних свят.",null,null,Ткаченко Тамара Миколаївна,Начальник відділу,37441694,Департамент соціальної та ветеранської політики,051,Департамент соціальної та ветеранської політики,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Любомира Гузара,7,null,03165,Приймальня,social@kyivcity.gov.ua,+380444042197,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
052,Департамент промисловості та розвитку підприємництва,"Департамент координує та спрямовує діяльність структурних підрозділів виконавчого органу Київської міської ради (Київської міської державної адміністрації) з питань промисловості, торгівлі, підприємництва та споживчого ринку",https://kyivaudit.gov.ua/vr/ka/company.nsf/0/942F4947F118A6B5C22585F1002298E2/$file/%D0%9A%D0%9C%D0%94%D0%90_%E2%84%96_1229.PDF,https://dprp.kyivcity.gov.ua/,Костіков Володимир Володимирович,Директор,00022527,Київська міська державна адміністрація,null,Київська міська державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Басейна,1/2-А,null,01004,Приймальня,industry@kyivcity.gov.ua,+380442466632,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
052-1,Відділ фінансового забезпечення та звітності,Здійснює оперативний та бухгалтерський облік та складання звітності,null,null,Морозова Тетяна Юріївна,В.о. головного бухгалтера,24250279,Департамент промисловості та розвитку підприємництва,052,Департамент промисловості та розвитку підприємництва,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Басейна,1/2-А,null,01004,Відділ фінансового забезпечення та звітності,industry@kyivcity.gov.ua,"+380442358692, +380442870210","Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
052-2,Юридичний відділ,Здійснює організацію правової роботи та правильного застосування законодавства в Департаменті,null,null,Овчаренко Анастасія Сергіївна,Начальник відділу,24250279,Департамент промисловості та розвитку підприємництва,052,Департамент промисловості та розвитку підприємництва,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Басейна,1/2-А,null,01004,Юридичний відділ,industry@kyivcity.gov.ua,"+380442466631, +380442358691","Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
052-3,Сектор документального та організаційного забезпечення,Здійснення координації та реалізації заходів щодо забезпечення контролю за виконанням актів законодавства,null,null,Пацубієнко Ксенія Вікторівна,Завідувач сектору,24250279,Департамент промисловості та розвитку підприємництва,052,Департамент промисловості та розвитку підприємництва,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Басейна,1/2-А,null,01004,Сектор документального та організаційного забезпечення,industry@kyivcity.gov.ua,+380442358693,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
052-4,Сектор з питань управління персоналом,Здійснює реалізацію державної політики з питань управління персоналом у Департаменті,null,null,Осіпова Лілія Юріївна,Завідувач сектору,24250279,Департамент промисловості та розвитку підприємництва,052,Департамент промисловості та розвитку підприємництва,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Басейна,1/2-А,null,01004,Сектор з питань управління персоналом,industry@kyivcity.gov.ua,+380442876002,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
052-5,Головний спеціаліст з питань мобілізаційної роботи,"Здійснює планування, розроблення та забезпечення проведення заходів з мобілізаційної підготовки та мобілізації",null,null,Медвєдев Ян Ігорович,Головний спеціаліст,24250279,Департамент промисловості та розвитку підприємництва,052,Департамент промисловості та розвитку підприємництва,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Басейна,1/2-А,null,01004,Головний спеціаліст з питань мобілізаційної роботи,industry@kyivcity.gov.ua,+380442870473,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
052-6,Головний спеціаліст з внутрішнього аудиту,"Здійснює удосконалення системи управління, внутрішнього контролю, запобігання фактам незаконного, неефективного та нерезультативного використання бюджетних коштів, виникненню помилок чи інших недоліків у діяльності Департаменту",null,null,Топоркова Наталя Миколаївна,Головний спеціаліст,24250279,Департамент промисловості та розвитку підприємництва,052,Департамент промисловості та розвитку підприємництва,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Басейна,1/2-А,null,01004,Головний спеціаліст з внутрішнього аудиту,industry@kyivcity.gov.ua,+380442896612,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
052-7,"Управління промисловості, підприємництва та регуляторної політики","Забезпечує реалізацію на території міста Києва державної промислової політики України, у сфері розвитку підприємництва, регуляторної політики",null,null,Баган Анатолій Олександрович,Заступник директора,24250279,Департамент промисловості та розвитку підприємництва,052,Департамент промисловості та розвитку підприємництва,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Басейна,1/2-А,null,01004,"Управління промисловості, підприємництва та регуляторної політики",industry@kyivcity.gov.ua,+380442345555,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
052-8,Управління торгівлі та побуту,"Забезпечення реалізації на території міста Києва державної політики у сфері торгівлі, побутових послуг, сприяння забезпечення міста продовольчими ресурсами",null,null,Циба Володимир Васильович,Заступник директора,24250279,Департамент промисловості та розвитку підприємництва,052,Департамент промисловості та розвитку підприємництва,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Басейна,1/2-А,null,01004,Управління торгівлі та побуту,industry@kyivcity.gov.ua,"+380442877366, +380442843070","Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
052-9,Управління праці та зайнятості,"Забезпечення реалізації державної політики у сферах соціально-трудових відносин, оплати праці та зайнятості населення",null,null,Соя Віталій Васильович,Начальник управління,24250279,Департамент промисловості та розвитку підприємництва,052,Департамент промисловості та розвитку підприємництва,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Басейна,1/2-А,null,01004,Управління праці та зайнятості,industry@kyivcity.gov.ua,+380442341188,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
053,Департамент транспортної інфраструктури,"Основним завданням Департаменту забезпечення реалізації державної політки у сферах автомобільного, міського електричного, авіаційного, річкового транспорту та дорожнього господарства.",https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/departamenti_ta_upravlinnya/departament_transportnoi_infrastruktury/polozhennya_pro_departament/,https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/departamenti_ta_upravlinnya/departament_transportnoi_infrastruktury/,Підгайний Сергій Григорович,Директор,00022527,Київська міська державна адміністрація,null,Київська міська державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Леонтовича,6,null,01054,Приймальня,transport@kyivcity.gov.ua,"+380443666305, '+380443666324",Чт 15:00–16:00,"Перший, третій четвер місяця"
