"legal_entity_id","legal_entity_edrpou","legal_entity_name","care_type","property_type","legal_entity_email","legal_entity_website","legal_entity_phone","edr_role","edr_founders","spromozhna_merezha_role","legal_entity_owner_name","registration_area","registration_settlement_type","registration_settlement_koatuu","registration_settlement","registration_address","registration_gromada_koatuu","registration_gromada_name","lat","lng"
"00babe6a-f61f-4984-80e5-e4889238dc34","ФОП","ЧОРНОБАЙ МИРОСЛАВА ВОЛОДИМИРІВНА","Первинна","ФОП","muroska91@ukr.net","","+380988429648","{NULL}","{NULL}","Не входить в спроможну мережу","Чорнобай Мирослава Володимирівна","ТЕРНОПІЛЬСЬКА","місто","6125810100","ШУМСЬК","Україна, 47101, Тернопільська обл., Кременецький р-н, місто Шумськ, вул.Українська, будинок 93","6125810100","ШУМСЬКА","50.122200","25.719468"
"00c0b236-ff27-48a0-80f1-658420fffca5","38230449","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ТАРАЩАНСЬКОЇ МІСЬКОЇ РАДИ ""ТАРАЩАНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ (МЕДИКО-САНІТАРНОЇ) ДОПОМОГИ""","Первинна","Комунальна","taracpmsd@gmail.com","","+380456653389","{засновник}","{""ТАРАЩАНСЬКА МІСЬКА РАДА""}","Не входить в спроможну мережу","Антонець Петро Ігнатович","КИЇВСЬКА","місто","3224410100","ТАРАЩА","Україна, 09501, Київська обл., Білоцерківський р-н, місто Тараща, вул.Шевченка, будинок 64","3224410100","ТАРАЩАНСЬКА","49.574583","30.494491"
"00e03ca6-f1ed-46ce-bc6a-32bc695536ef","40390032","Комунальне некомерційне підприємство ""Медичний центр Сім'я""","Первинна","Комунальна","pmdmukachevo@mukachevo-rada.gov.ua","https://mukcpmsd.med.ukraina.org.ua","+380950000343","{засновник}","{""МУКАЧІВСЬКА МІСЬКА РАДА""}","Не входить в спроможну мережу","Чубірко Мирослава Михайлівна","ЗАКАРПАТСЬКА","місто","2110400000","МУКАЧЕВО","Україна, 89600, Закарпатська обл., місто Мукачево, ВУЛИЦЯ ЯРОСЛАВА МУДРОГО, будинок 48","2110400000","МУКАЧІВСЬКА","48.434721","22.715446"
"00f48d24-0c46-4f78-ace7-d14d87468825","ФОП","ЛАВРЕНЧУК ІРИНА ОЛЕГІВНА","Первинна","ФОП","smurfeta2407@gmail.com","","+380675556000","{NULL}","{NULL}","Не входить в спроможну мережу","Лавренчук Ірина Олегівна","ЖИТОМИРСЬКА","місто","3210700000","ЧУДНІВ","Україна, 13201, Житомирська обл., Житомирський р-н, місто Чуднів, вул.Паркова, будинок 13, квартира 03","3210700000","ВАСИЛЬКІВСЬКА","50.274681","28.656191"
"00f5db16-2dc8-4da7-9c97-3cad86550d14","ФОП","ВАВДІЮК ЛЮДМИЛА ВОЛОДИМИРІВНА","Первинна","ФОП","lyudashevchik0@gmail.com","","+380969675386","{NULL}","{NULL}","Не входить в спроможну мережу","Вавдіюк Людмила Володимирівна","ВОЛИНСЬКА","село","0721410100","РАКІВ ЛІС","Україна, 44524, Волинська обл., Камінь-Каширський р-н, село Раків Ліс, вул.Довга-Нива, будинок 26","0721410100","КАМІНЬ-КАШИРСЬКА","51.613376","24.908885"
"0109c0fa-5bbc-423a-b358-7f6fd9788cdc","01991429","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ГОСПІТАЛЬ ВЕТЕРАНІВ ВІЙНИ"" ЖИТОМИРСЬКОЇ ОБЛАСНОЇ РАДИ","Спеціалізована","Комунальна","gospberd@ukr.net","https://www.atoreabilitacia.com.ua","+380677052002","{засновник}","{""ЖИТОМИРСЬКА ОБЛАСНА РАДА""}","Не входить в спроможну мережу","Журбенко Павло Юрійович","ЖИТОМИРСЬКА","місто","1810400000","БЕРДИЧІВ","Україна, 13300, Житомирська обл., місто Бердичів, ВУЛИЦЯ ЄВРОПЕЙСЬКА, будинок 52","1810400000","БЕРДИЧІВСЬКА","49.891078","28.591813"
"010c6f03-041f-482a-8508-c4c8292b9fda","38304997","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ВРАДІЇВСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ВРАДІЇВСЬКОЇ СЕЛИЩНОЇ РАДИ","Первинна","Комунальна","vradpmsd@ukr.net","https://vrd.cpmsd.org.ua","+380513591882","{засновник}","{""ВРАДІЇВСЬКА  СЕЛИЩНА РАДА""}","Не входить в спроможну мережу","Боровицький Ігор Васильович","МИКОЛАЇВСЬКА","смт","4822355100","ВРАДІЇВКА","Україна, 56301, Миколаївська обл., Врадіївський р-н, селище міського типу Врадіївка, ВУЛИЦЯ АГРАРНА, будинок 2","4822355100","ВРАДІЇВСЬКА","47.873827","30.595443"
"010d8dba-c528-49e2-9849-2419a63d618f","ФОП","СОКУР ЛАРИСА ЛЕОНІДІВНА","Первинна","ФОП","sokurll1980@ukr.net","","+380993407011","{NULL}","{NULL}","Не входить в спроможну мережу","Сокур Лариса Леонідівна","КІРОВОГРАДСЬКА","місто","3510300000","ОЛЕКСАНДРІЯ","Україна, 28000, Кіровоградська обл., місто Олександрія, ВУЛИЦЯ ПЕРШОТРАВНЕВА, будинок 51, квартира 119","3510300000","ОЛЕКСАНДРІЙСЬКА","48.676185","33.120972"
"01152774-c0dd-47b1-92ae-39c37754ccd9","25064231","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КУТСЬКА МІСЬКА ЛІКАРНЯ"" КУТСЬКОЇ СЕЛИЩНОЇ РАДИ КОСІВСЬКОГО РАЙОНУ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ","Первинна","Комунальна","kytu_likarnia@i.ua","https://www.meditory.com.ua","+380347845379","{засновник}","{""КУТСЬКА СЕЛИЩНА РАДА КОСІВСЬКОГО РАЙОНУ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ""}","Не входить в спроможну мережу","Грабовецький Ігор Ярославович","ІВАНО-ФРАНКІВСЬКА","смт","2623655400","КУТИ","Україна, 78665, Івано-Франківська обл., Косівський р-н, селище міського типу Кути, ВУЛИЦЯ ПАВЛИКА, будинок 3","2623655400","КУТСЬКА","48.923698","24.718253"
"012c5bf1-b670-4395-aae6-06d4abca8b1e","ФОП","Тереля Катерина Віталіївна","Первинна","ФОП","katiabilogub@gmail.com","","+380506232762","{NULL}","{NULL}","Не входить в спроможну мережу","Тереля Катерина Віталіївна","ЗАПОРІЗЬКА","місто","4810100000","ОРІХІВ","Україна, 70504, Запорізька обл., Пологівський р-н, місто Оріхів, провулок Пушкіна , будинок 32","4810100000","МИКОЛАЇВСЬКА",NULL,NULL
"012f2de2-416d-4b5a-9a44-77819b63d768","43563576","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДІКАЛ КЕАР""","Первинна","Приватна (без ФОП)","medicalcare@ukr.net","https://medicalcarednepr.com","+380964038689","{засновник}","{""ГАМІЙ ЛАРИСА ІЛАРІОНІВНА"",""ДІГТЯР ВАЛЕРІЙ АНДРІЙОВИЧ"",""ДІГТЯР КИРИЛО ВАЛЕРІЙОВИЧ""}","Не входить в спроможну мережу","Дігтяр Кирило Валерійович","ДНІПРОПЕТРОВСЬКА","місто","1210100000","ДНІПРО","Україна, 49000, Дніпропетровська обл., місто Дніпро, вул.Василя Вишиваного, будинок 42А, приміщення 18","1210100000","ДНІПРОВСЬКА","48.456223","35.036518"
"014e1d54-e5cf-4b52-bd7d-4815819d379e","34088816","ПРИВАТНЕ ПІДПРИЄМСТВО ""ПОДІЛЬСЬКА ПРИВАТНА ХІРУРГІЧНА КЛІНІКА ПРОФЕСОРА СУХОДОЛІ""","Спеціалізована","Приватна (без ФОП)","suhodolya.a.i@ukr.net","","+380676616503","{засновник}","{""БУРА-ШМАРЯН МАРИНА ОСКАРІВНА"",""СУХОДОЛЯ АНАТОЛІЙ ІВАНОВИЧ"",""СУХОДОЛЯ ВАЛЕНТИНА ВАСИЛІВНА""}","Не входить в спроможну мережу","Суходоля Анатолій Іванович","ХМЕЛЬНИЦЬКА","місто","6810100000","ХМЕЛЬНИЦЬКИЙ","Україна, 29000, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ПІЛОТСЬКА, будинок 1","6810100000","ХМЕЛЬНИЦЬКА","49.413567","27.000387"
"014e7ccc-f530-4aa4-b0e9-40549b638abf","44150141","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЦЕНТР.МЕД""","Первинна","Приватна (без ФОП)","clinic@centrmed.com.ua","centrmed.com.ua","+380671040103","{засновник}","{""Васильченко Євген Олександрович"",""Журавель Костянтин Петрович""}","Не входить в спроможну мережу","Клименко Алла Ігорівна","ОДЕСЬКА","місто","5110100000","ОДЕСА","Україна, 65023, Одеська обл., місто Одеса, вул.Новосельського, будинок 64","5110100000","ОДЕСЬКА","46.483808","30.722760"
"0159510a-d01c-4ca4-8aa6-7466c4abc123","02003563","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ХАРКІВСЬКОЇ ОБЛАСНОЇ РАДИ ""ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ""","Спеціалізована","Комунальна","hokb07@ukr.net","https://rch.kh.gov.ua","+380577050187","{засновник}","{""ХАРКІВСЬКА ОБЛАСНА РАДА""}","Надкластерний","Врагов Руслан Сергійович","ХАРКІВСЬКА","місто","6310100000","ХАРКІВ","Україна, 61022, Харківська обл., місто Харків, пр.Незалежності, будинок 13","6310100000","ХАРКІВСЬКА","50.008156","36.234458"
"016b49d1-ea3f-4e17-91ad-9499d169fa01","ФОП","КЛІЩЕВСЬКА ГАЛИНА ВАСИЛІВНА","Первинна","ФОП","ksi-73@ukr.net","","+380983480881","{NULL}","{NULL}","Не входить в спроможну мережу","Кліщевська Галина Василівна","ВОЛИНСЬКА","селище","0724255100","РАТНЕ","Україна, 44101, Волинська обл., Ковельський р-н, селище Ратне, вул.Серпнева, будинок 12А, квартира 5","0724255100","РАТНІВСЬКА","51.668461","24.534571"
"017c6c0d-c5ae-453f-92c0-37d1bedd455e","38563265","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ'ЄДНАННЯ ""ОБЛАСНИЙ ЦЕНТР ЕКСТРЕНОЇ МЕДИЧНОЇ ДОПОМОГИ ТА МЕДИЦИНИ КАТАСТРОФ"" ЗАПОРІЗЬКОЇ ОБЛАСНОЇ РАДИ","Екстрена","Комунальна","zptmocentr@ukr.net","https://emd.zp.ua","+380612238030","{засновник}","{""ЗАПОРІЗЬКА ОБЛАСНА РАДА""}","Не входить в спроможну мережу","Чумаченко Андрій Євгенович","ЗАПОРІЗЬКА","місто","2310100000","ЗАПОРІЖЖЯ","Україна, 69057, Запорізька обл., місто Запоріжжя, ВУЛИЦЯ ТАМБОВСЬКА, будинок 6","2310100000","ЗАПОРІЗЬКА","47.852924","35.148883"
"017cc4a9-6599-41dd-9e86-85dcfd49e81a","ФОП","ПОЛЬНИЙ АНДРІЙ МИРОСЛАВОВИЧ","Первинна","ФОП","doktorsm@gmail.com","","+380965505404","{NULL}","{NULL}","Не входить в спроможну мережу","Польний Андрій Мирославович","ТЕРНОПІЛЬСЬКА","місто","6122686701","ТЕРНОПІЛЬ","Україна, 46002, Тернопільська обл., місто Тернопіль, ВУЛИЦЯ ГАЛИЦЬКА, будинок 52, квартира 67","6122686700","ОЗЕРНЯНСЬКА","49.558716","25.618412"
"0192684a-aa38-4bd0-9ee9-e377b0673280","34017656","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ПОЛІКЛІНІКА № 20"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ","Первинна","Комунальна","poliklinika20@ukr.net","http://20pol.city.kharkov.ua","+380577255538","{засновник}","{""ХАРКІВСЬКА МІСЬКА РАДА""}","Не входить в спроможну мережу","Кулик Тетяна Віталіївна","ХАРКІВСЬКА","місто","6310100000","ХАРКІВ","Україна, 61068, Харківська обл., місто Харків, пр.Героїв Харкова, будинок 179","6310100000","ХАРКІВСЬКА","49.985014","36.280619"
"019a7d41-15a4-4c52-8ec5-7a87bc5d1e15","41536630","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МИРОПІЛЬСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ""  МИРОПІЛЬСЬКОЇ СЕЛИЩНОЇ РАДИ","Первинна","Комунальна","olenamp@ukr.net","","+380686631324","{засновник}","{""МИРОПІЛЬСЬКА СЕЛИЩНА РАДА ЖИТОМИРСЬКОГО РАЙОНУ ЖИТОМИРСЬКОЇ ОБЛАСТІ""}","Не входить в спроможну мережу","Мельник Олена Петрівна","ЖИТОМИРСЬКА","смт","1821455600","МИРОПІЛЬ(З)","Україна, 13033, Житомирська обл., Житомирський р-н, селище міського типу Миропіль, вул.Центральна, будинок 67","1821455600","МИРОПІЛЬСЬКА","50.106893","27.707767"
"01ce0e5e-ffef-4397-9f85-ca6aa9fc393a","44397639","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СХІДНИЦЬКОЇ СЕЛИЩНОЇ РАДИ""","Первинна","Комунальна","shidnytsa-pervynka@ukr.net","shidnytsa-pervynka.ucoz.net","+380673147397","{засновник}","{""СХІДНИЦЬКА СЕЛИЩНА РАДА""}","Не входить в спроможну мережу","Скурчанський Юрій Михайлович","ЛЬВІВСЬКА","селище","4610345400","СХІДНИЦЯ","Україна, 82391, Львівська обл., Дрогобицький р-н, селище Східниця, вул.Золота Баня, будинок 3","4610345400","СХІДНИЦЬКА","49.229674","23.348859"
"01d03335-4941-42dd-8c03-f7d84bc91a2f","38123764","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЧНИЙ ЦЕНТР ""НАША РОДИНА""","Спеціалізована","Приватна (без ФОП)","svd@mcingo.com.ua","","+380443001005","{засновник}","{""АКЦІОНЕРНЕ ТОВАРИСТВО \""СТРАХОВА КОМПАНІЯ \""ІНГО\""""}","Не входить в спроможну мережу","Джевага Сергій Валерійович","М.КИЇВ","місто","8000000000","КИЇВ","Україна, 03150, місто Київ, ВУЛИЦЯ ВЕЛИКА ВАСИЛЬКІВСЬКА, будинок 54-Б","8000000000","КИЇВ","50.434653","30.514888"
"01e1ecd4-b80c-4fa5-9e09-52157413d637","42704775","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІНТЕЛЕКТМЕД""","Первинна","Приватна (без ФОП)","inelektmedtychiv@gmail.com","","+380964325170","{засновник}","{""ЯНЧІЙ ВІТАЛІЯ АНДРІЇВНА""}","Не входить в спроможну мережу","Янчій Віталія Андріївна","ЗАКАРПАТСЬКА","місто","2124410100","ТЯЧІВ","Україна, 90500, Закарпатська обл., Тячівський р-н, місто Тячів, ВУЛИЦЯ ГОЛЛОШІ, будинок 56, корпус ""Д""","2124410100","ТЯЧІВСЬКА","48.009163","23.574318"
"01ed75c7-7526-49c1-9943-55f9eaa7a4ad","41777821","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ХУТІР-МИХАЙЛІВСЬКОЇ МІСЬКОЇ РАДИ ШОСТКИНСЬКОГО РАЙОНУ СУМСЬКОЇ ОБЛАСТІ","Первинна","Комунальна","s.02111970n@gmail.com","druzhba.cpmsd.org.ua","+380979636001","{засновник}","{""ХУТІР-МИХАЙЛІВСЬКА МІСЬКА РАДА ШОСТКИНСЬКОГО РАЙОНУ СУМСЬКОЇ ОБЛАСТІ""}","Не входить в спроможну мережу","Супрун Михайло Володимирович","СУМСЬКА","місто","5925610300","ХУТІР-МИХАЙЛІВСЬКИЙ","Україна, 41220, Сумська обл., Шосткинський р-н, місто Хутір-Михайлівський, вул.Заводська, будинок 6","5925610300","ДРУЖБІВСЬКА","52.040245","33.929383"
"01f61947-2a93-4ea3-9b94-e3e236103b84","43260585","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ТОВАРИСТВО ""Лікарня Архангела Рафаїла Шептицької міської ради""","Спеціалізована","Комунальна","mlsosnivka@gmail.com","https://rafaelmed.org.ua","+380685979140","{засновник}","{""ШЕПТИЦЬКА МІСЬКА РАДА""}","Не входить в спроможну мережу","Мазур Володимир Володимирович","ЛЬВІВСЬКА","місто","4611870400","СОСНІВКА","Україна, 80193, Львівська обл., Шептицький р-н, місто Соснівка, вул.Грушевського, будинок 36","4611845300","ЧЕРВОНОГРАДСЬКА","50.291788","24.248731"
"0200b889-1157-4ed5-a32b-dccbd7c219ae","ФОП","Петрук Світлана  Валентинівна","Первинна","ФОП","luceomed@gmail.com","","+380959209654","{NULL}","{NULL}","Не входить в спроможну мережу","Петрук Світлана Валентинівна","М.КИЇВ","місто","8000000000","КИЇВ","Україна, 02140, місто Київ, вул.Вишняківська, будинок 8, квартира 73","8000000000","КИЇВ","50.395296","30.649549"
"0200dc74-58f1-4f21-a022-7ac4ff9ae4b4","01993776","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КИЇВСЬКА МІСЬКА КЛІНІЧНА ЛІКАРНЯ №18"" ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)","Спеціалізована","Комунальна","kmkl18@ukr.net","knpkmkl18.com.ua","+380442932407","{засновник}","{""КИЇВСЬКА МІСЬКА РАДА""}","Кластерний","Крижевський Вадим Віталійович","М.КИЇВ","місто","8000000000","КИЇВ","Україна, 01030, місто Київ, БУЛЬВАР ТАРАСА ШЕВЧЕНКА, будинок 17","8000000000","КИЇВ","50.443912","30.508744"
