uid,name,description,constituentDocUrl,homepage,headName,headPost,unitOfId,unitOfName,subUnitOfId,subUnitOfName,CATUTTC,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressThoroughfare,addressLocatorDesignator,addressLocatorName,addressPostCode,contactPointName,contactPointEmail,contactPointTelephone,openingHours,availabilityRestriction
100.1.17,Сектор охорони здоров'я,Завданням сектору охорони здоров'я є забезпечення реалізації державної політики в сфері охорони здоров'я.,https://golos.kyivcity.gov.ua/acts/pro-zatverdzhennia-polozhennia-pro-sektor-okhorony-zdorovia-holosiivskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii,https://golos.kyivcity.gov.ua/administratsiia/struktura/sektor-okhorony-zdorovia,Кузнєцова Тетяна Петрівна,Завідувач сектору,37308812,Голосіївська районна в місті Києві державна адміністрація,100.1,Апарат Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,42,null,03039,Кузнєцова Тетяна Петрівна,ruoz_golos@kyivcity.gov.ua,+380442816619,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
100.1.18,"Відділ з питань державної реєстрації юридичних осіб, фізичних осіб-підприємців","Завданням відділу з питань державної реєстрації юридичних осіб, фізичних осіб-підприємців є реалізація державної політики у сфері державної реєстрації юридичних осіб та фізичних осіб-підприємців.",https://golos.kyivcity.gov.ua/acts/pro-zatverdzhennia-polozhennia-pro-viddil-z-pytan-derzhavnoi-reiestratsii-iurydychnykh-osib-fizychnykh-osib-pidpryiemtsiv,https://golos.kyivcity.gov.ua/administratsiia/struktura/viddil-z-pytan-derzhavnoi-reiestratsii-iurydychnykh-osib-fizychnykh-osib-pidpryiemtsiv,Кіщенко Анжела Анатоліївна,Начальник відділу,37308812,Голосіївська районна в місті Києві державна адміністрація,100.1,Апарат Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,42,null,03039,Кіщенко Анжела Анатоліївна,vdr_golos@kyivcity.gov.ua,+380445282424,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
100.1.19,Відділ торгівлі та споживчого ринку,Проводить моніторинг діяльності підприємств галузі споживчого ринку.,https://golos.kyivcity.gov.ua/acts/pro-zatverdzhennia-polozhennia-pro-viddil-torhivli-ta-spozhyvchoho-rynku-holosiivskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii,https://golos.kyivcity.gov.ua/administratsiia/struktura/viddil-torhivli-ta-spozhyvchoho-rynku,Федорченко Олена Миколаївна,Начальник відділу,37308812,Голосіївська районна в місті Києві державна адміністрація,100.1,Апарат Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,42,null,03039,Федорченко Олена Миколаївна,torg_golos@kyivcity.gov.ua,"+380442816602, +380442816603","Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
100.1.2,Відділ управління персоналом,"Завданням відділу є здійснення кадрової політики в галузі державної служби, добір, ведення та облік кадрів адміністрації.",https://golos.kyivcity.gov.ua/acts/pro-zatverdzhennia-polozhennia-pro-viddil-upravlinnia-personalom-holosiivskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii,https://golos.kyivcity.gov.ua/administratsiia/struktura/viddil-upravlinnia-personalom,null,Начальник відділу,37308812,Голосіївська районна в місті Києві державна адміністрація,100.1,Апарат Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,42,null,03039,Соколовська Богдана Романівна,kadr_golos@kyivcity.gov.ua,+380442816670,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
100.1.20,Відділ з питань благоустрою та екології,"Завданням відділу контролю за благоустроєм є контроль за: благоустроєм Голосіївського району, санітарним станом територій, будівель та споруд, вивезенням побутових відходів і проведенням профілактичних заходів по недопущенню утворення навалів будівельного та побутового сміття в районі, відновленням благоустрою після виконання робіт згідно планових та аварійних ордерів.",https://golos.kyivcity.gov.ua/acts/pro-vnesennia-zmin-do-rozporiadzhennia-holosiivskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii-vid-31082016-496-pro-zatverdzhennia-polozhennia-pro-viddil-kontroliu-za-blahoustroiem-hol,https://golos.kyivcity.gov.ua/administratsiia/struktura/viddil-kontroliu-za-blahoustroiem,Федченко Сергій Віталійович,Начальник відділу,37308812,Голосіївська районна в місті Києві державна адміністрація,100.1,Апарат Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Васильківська,53,1,03150,Федченко Сергій Віталійович,vkb_golos@kyivcity.gov.ua,+380442598598,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
100.1.21,Відділ обліку та розподілу житлової площі,Завданням відділу обліку та розподілу житлової площі реалізація державної політики у сфері забезпечення громадян району житловою площею.,https://golos.kyivcity.gov.ua/acts/pro-zatverdzhennia-polozhennia-pro-viddil-obliku-ta-rozpodilu-zhytlovoi-ploshchi-holosiivskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii,https://golos.kyivcity.gov.ua/administratsiia/struktura/viddil-obliku-ta-rozpodilu-zhytlovoi-ploshchi,Хоменко Світлана Володимирівна,Начальник відділу,37308812,Голосіївська районна в місті Києві державна адміністрація,100.1,Апарат Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,42,null,03039,Хоменко Світлана Володимирівна,grdakvart_golos@kyivcity.gov.ua,+380442816625,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
100.1.22,Відділ з питань майна комунальної власності,"Завданням відділу з питань майна комунальної власності є контроль за ефективним використанням та збереженням закріпленого за підприємствами майна комунальної власності територіальної громади міста Києва, переданого до сфери управління Голосіївської районної в місті Києві державної адміністрації.",https://golos.kyivcity.gov.ua/acts/pro-zatverdzhennia-polozhennia-pro-viddil-z-pytan-maina-komunalnoi-vlasnosti-holosiivskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii,https://golos.kyivcity.gov.ua/administratsiia/struktura/viddil-z-pytan-maina-komunalnoi-vlasnosti,Возна Ярослава Сергіївна,Начальник відділу,37308812,Голосіївська районна в місті Києві державна адміністрація,100.1,Апарат Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,42,null,03039,Возна Ярослава Сергіївна,orenda_golos@kyivcity.gov.ua,+380442816623,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
100.1.23,Головний спеціаліст внутрішнього аудиту,"Завданням головного спеціаліста внутрішнього аудиту є досягнення економії та цільового використання об'єктів комунальної власності територіальної громади району, ефективності і результативності в діяльності підконтрольних суб'єктів шляхом прийняття обґрунтованих управлінських рішень.",null,https://golos.kyivcity.gov.ua/administratsiia/struktura/holovnyi-spetsialist-z-vnutrishnoho-audytu,null,Головний спеціаліст,37308812,Голосіївська районна в місті Києві державна адміністрація,100.1,Апарат Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,42,null,03039,null,null,+380442816611,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
100.1.24,Головний спеціаліст з питань охорони праці,Завданням головного спеціаліста з питань охорони праці є реалізація державної політики в сфері охорони праці та промислової безпеки.,null,https://golos.kyivcity.gov.ua/administratsiia/struktura/holovnyi-spetsialist-z-pytan-okhorony-pratsi,null,Головний спеціаліст,37308812,Голосіївська районна в місті Києві державна адміністрація,100.1,Апарат Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,42,null,03039,null,null,+380442816622,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
100.1.25,Відділ муніципальної безпеки,"Завданням відділу з питань цивільного захисту є забезпечення реалізації, у межах законодавства та повноважень, державної політики у сфері цивільного захисту на території Голосіївського району міста Києва.",https://golos.kyivcity.gov.ua/acts/pro-zatverdzhennia-polozhennia-pro-viddil-munitsypalnoi-bezpeky-holosiivskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii,https://golos.kyivcity.gov.ua/administratsiia/struktura/viddil-munitsypalnoi-bezpeky,null,Начальник відділу,37308812,Голосіївська районна в місті Києві державна адміністрація,100.1,Апарат Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,42,null,03039,null,ns_golos@kyivcity.gov.ua,+380442816613,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
100.1.3,Головний спеціаліст з питань режимно-секретної роботи,"Завданням головного спеціаліста з питань режимно-секретної роботи є своєчасне розроблення та здійснення разом з іншими структурними підрозділами адміністрації заходів, що забезпечують охорону державної таємниці.",null,https://golos.kyivcity.gov.ua/administratsiia/struktura/holovnyi-spetsialist-z-pytan-rezhymno-sekretnoi-roboty,Таран Ігор Володимирович,Головний спеціаліст,37308812,Голосіївська районна в місті Києві державна адміністрація,100.1,Апарат Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,42,null,03039,Таран Ігор Володимирович,ihor.taran@kyivcity.gov.ua,+380442816665,null,null
100.1.4,Головний спеціаліст з питань запобігання і виявлення корупції,"Завданням головного спеціаліста з питань запобігання і виявлення корупції є підготовка, забезпечення та контроль виконання заходів щодо запобігання корупції у апараті Голосіївської районної в місті Києві державної адміністрації.",https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/struktura/holovnyi-spetsialist-z-pytan-zapobihannia-i-vyiavlennia-koruptsii/posadova_hol.spets_zapobih.korup.pdf,https://golos.kyivcity.gov.ua/administratsiia/struktura/holovnyi-spetsialist-z-pytan-zapobihannia-i-vyiavlennia-koruptsii,Жерносєков Сергій Анатолійович,Головний спеціаліст,37308812,Голосіївська районна в місті Києві державна адміністрація,100.1,Апарат Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,42,null,03039,Жерносєков Сергій Анатолійович,sector_golos@kyivcity.gov.ua,+380442816610,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
100.1.5,"Відділ оборонної роботи, мобілізаційної підготовки та мобілізації","Завданням відділу оборонної роботи, мобілізаційної підготовки та мобілізації є організація заходів з мобілізаційної підготовки та мобілізації і контроль за їх здійсненням на території Голосіївського району м. Києва.",https://golos.kyivcity.gov.ua/acts/pro-zatverdzhennia-polozhennia-pro-sektor-z-pytan-mobilizatsiinoi-roboty-holosiivskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii,https://golos.kyivcity.gov.ua/administratsiia/struktura/sektor-z-pytan-mobilizatsiinoi-roboty,null,Начальник відділу,37308812,Голосіївська районна в місті Києві державна адміністрація,100.1,Апарат Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,42,null,03039,null,mob_golos@kyivcity.gov.ua,+380442816620,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
100.1.6,Юридичний відділ,"Завданням юридичного відділу є організація правової роботи, спрямованої на правильне застосування і неухильне додержання вимог актів законодавства структурними підрозділами, апаратом та посадовими особами адміністрації.",https://golos.kyivcity.gov.ua/acts/pro-vnesennia-zmin-do-polozhennia-pro-iurydychnyi-viddil-holosiivskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii-zatverdzhenoho-rozporiadzhenniam-holosiivskoi-raionnoi-v-misti-kyievi-d,https://golos.kyivcity.gov.ua/administratsiia/struktura/yurydychnyi-viddil,Журавель Дмитро Володимирович,Начальник відділу,37308812,Голосіївська районна в місті Києві державна адміністрація,100.1,Апарат Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,42,null,03039,Журавель Дмитро Володимирович,urviddil_golos@kyivcity.gov.ua,+380442816636,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
100.1.7,"Відділ організаційної роботи, внутрішньої політики та зв'язків з громадськістю","Завданням відділу організаційної роботи, внутрішньої політики та зв'язків з громадськістю є інформаційно-аналітичне забезпечення здійснення внутрішньої політики держави в районі.",https://golos.kyivcity.gov.ua/acts/pro-zatverdzhennia-polozhennia-pro-viddil-orhanizatsiinoi-roboty-vnutrishnoi-polityky-ta-zviazkiv-z-hromadskistiu-holosiivskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii,https://golos.kyivcity.gov.ua/administratsiia/struktura/viddil-orhanizatsiinoi-roboty-vnutrishnoi-polityky-ta-zviazkiv-z-hromadskistiu,null,Начальник відділу,37308812,Голосіївська районна в місті Києві державна адміністрація,100.1,Апарат Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,42,null,03039,null,vp_golos@kyivcity.gov.ua,+380442816644,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
100.1.8,Відділ організації діловодства та контролю,"Відділ створений з метою здійснення контролю за виконанням актів та доручень Президента України, постанов Верховної Ради України, актів та доручень Кабінету Міністрів України, актів центральних органів виконавчої влади, рішень Київської міської ради, розпоряджень і доручень Київського міського голови, виконавчого органу Київської міської ради (Київської міської державної адміністрації), розпоряджень і доручень Голосіївської районної в місті Києві державної адміністрації, реагування на запити і звернення народних депутатів України, депутатів місцевих рад, запитів на інформацію, запитів від засобів масової інформації та інших службових документів.",https://golos.kyivcity.gov.ua/acts/pro-zatverdzhennia-polozhennia-pro-viddil-orhanizatsii-dilovodstva-ta-kontroliu-aparatu-holosiivskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii,https://golos.kyivcity.gov.ua/administratsiia/struktura/viddil-orhanizatsii-dilovodstva-ta-kontroliu,Криворучко Дмитро Миколайович,Начальник відділу,37308812,Голосіївська районна в місті Києві державна адміністрація,100.1,Апарат Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,42,null,03039,"Кондратенко Валентина Володимирівна, Угренюк Валентина Вікторівна",vod_golos@kyivcity.gov.ua,+380442816662,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
100.1.9,Відділ бухгалтерського обліку та звітності,Завданням відділу є організація ведення бухгалтерського обліку Голосіївської районної в місті Києві державної адміністрації та складання звітності.,https://golos.kyivcity.gov.ua/acts/pro-zatverdzhennia-polozhennia-pro-viddil-bukhhalterskoho-obliku-ta-zvitnosti-holosiivskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii,https://golos.kyivcity.gov.ua/administratsiia/struktura/viddil-bukhhalterskoho-obliku-ta-zvitnosti,null,Начальник відділу,37308812,Голосіївська районна в місті Києві державна адміністрація,100.1,Апарат Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,42,null,03039,null,vbo_golos@kyivcity.gov.ua,+380442816652,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
100.10,Управління будівництва,"Управління будівництва Голосіївської районної в місті Києві державної адміністрації - це структурний підрозділ райдержадміністрації (зі статусом юридичної особи публічного права), що забезпечує реалізацію державної політики у сфері містобудування та архітектури на території району, в межах наданих повноважень.",https://golos.kyivcity.gov.ua/acts/pro-zatverdzhennia-polozhennia-pro-upravlinnia-budivnytstva-holosiivskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii,https://golos.kyivcity.gov.ua/administratsiia/struktura/upravlinnia-budivnytstva,Мамедова Альона Валеріївна,В.о. начальника управління,37308812,Голосіївська районна в місті Києві державна адміністрація,100,Голосіївська районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,42,null,03039,Мамедова Альона Валеріївна,uba_golosrda@kyivcity.gov.ua,+380442598219,"Пн-Чт 09:00-18:00, Пт 09:00-16:45","Дні та години прийому: Пн 14:00-17:00, Ср 10:00-13:00. Перерва на обід: 13:00-13:45"
100.2,Управління житлово-комунального господарства,"Управління житлово-комунального господарства Голосіївської районної в місті Києві державної адміністрації - це структурний підрозділ райдержадміністрації (зі статусом юридичної особи публічного права), що забезпечує на території Голосіївського району міста Києва реалізацію державної політики у сфері житлово-комунального господарства, здійснює керівництво та реалізацію діяльності житлово-комунальних підприємств, а також здійснює заходи щодо забезпечення обліку, належного обслуговування і утримання житлового фонду Голосіївського району.",https://golos.kyivcity.gov.ua/acts/pro-zatverdzhennia-polozhennia-pro-upravlinnia-zhytlovo-komunalnoho-hospodarstva-holosiivskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii,https://golos.kyivcity.gov.ua/administratsiia/struktura/upravlinnia-zhytlovo-komunalnoho-hospodarstva,Шимко Едуард Анатолійович,Начальник управління,37308812,Голосіївська районна в місті Києві державна адміністрація,100,Голосіївська районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,17-Б,null,03039,Приймальня,uzhkg_golosrda@kyivcity.gov.ua,+380442816021,"Пн-Чт 08:00-17:00, Пт 08:00-15:45","Ср 14:00-16:00, Пт 10:00-12:00. Перерва на обід: 12:00-12:45"
