uid,name,gender,positionName,unitId,unitName,orgId,orgName,img,homepage,socialAccount,telephone,email,openingHours,availabilityRestriction
102.10-1,Рожкова Людмила Михайлівна,2,Начальник управління,102.10,Управління освіти,37415088,Деснянська районна в місті Києві державна адміністрація,null,null,null,+380445466780,uo_desnrda@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.11-1,Васільєва Оксана Володимирівна,2,Начальник служби,102.11,Служба у справах дітей та сім'ї,37415088,Деснянська районна в місті Києві державна адміністрація,null,null,null,+380445157576,ssd_desnrda@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
103-1,Паладій Андрій Миколайович,1,Голова,103,Дніпровська районна в місті Києві державна адміністрація,37203257,Дніпровська районна в місті Києві державна адміністрація,null,https://dnipr.kyivcity.gov.ua/persons/andriy-paladiy,https://www.facebook.com/andrij.paladij/,null,rda.dniprovska@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
103.1-1,Ластовецький Ігор Володимирович,1,Керівник апарату,103.1,Апарат Дніпровської районної в місті Києві державної адміністрації,37203257,Дніпровська районна в місті Києві державна адміністрація,null,https://dnipr.kyivcity.gov.ua/persons/igor-lastovetskiy,null,+380445732750,ihor.lastovetskyi@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
103.2-1,Лавров Вячеслав Сергійович,1,Начальник управління,103.2,Фінансове управління,37203257,Дніпровська районна в місті Києві державна адміністрація,null,null,null,+380443665170,fup_dnipr@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
103.3-1,Іваніна Налатія Василівна,2,Начальник управління,103.3,Управління освіти,37203257,Дніпровська районна в місті Києві державна адміністрація,null,null,null,+380633197800,dniprosvita@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
103.4-1,Галанзовська Тіна Георгіївна,2,Начальник управління,103.4,Управління соціальної та ветеранської політики,37203257,Дніпровська районна в місті Києві державна адміністрація,null,null,null,+380445120807,Dniprruszn@kyivcity.gov.ua,"Пн-Чт 09:00-17:00, Пт 09:00-15:45",null
103.5-1,Шевченко Ірина Миколаївна,2,В.о. начальника управління,103.5,Управління (Центр) надання адміністративних послуг,37203257,Дніпровська районна в місті Києві державна адміністрація,null,null,null,+380442026038,cnap11@kmda.gov.ua,"Пн-Чт 09:00-18:00, Пт 09:00-16:45",null
103.6-1,Мерінова Оксана Володимирівна,2,Начальник відділу,103.6,Відділ культури,37203257,Дніпровська районна в місті Києві державна адміністрація,null,null,null,+380442929181,kultura_dnrda@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
103.7-1,Трухан Павло Петрович,1,Начальник відділу,103.7,Відділ молоді та спорту,37203257,Дніпровська районна в місті Києві державна адміністрація,null,null,null,+380443665691,dnipr_vms@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
103.8-1,Косар Надія Романівна,2,Начальник управління,103.8,Управління житлово-комунального господарства,37203257,Дніпровська районна в місті Києві державна адміністрація,null,null,null,+380443665186,dnipr_zhkg@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
103.9-1,Поліщук Олексій Володимирович,1,Начальник служби,103.9,Служба у справах дітей та сім'ї,37203257,Дніпровська районна в місті Києві державна адміністрація,null,null,null,+380444447710,dniprssd@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
103.10-1,Корява Марина Леонідівна,2,директор Центру,103.10,Центр комплексної реабілітації для осіб з інвалідністю Дніпровського району міста Києва,42683656,Дніпровська районна в місті Києві державна адміністрація,null,https://www.ckrdi.kiev.ua/,https://www.facebook.com/ckrdi.kiev.ua,+380953476476,ckrdi@ukr.net,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
104-1,Фесик Кирило Олександрович,1,Голова,104,Оболонська районна в місті Києві державна адміністрація,37371727,Оболонська районна в місті Києві державна адміністрація,https://media-stg.kyivcity.gov.ua/kyivcity/sites/13/cropped-images/photo_2023-12-26_14-37-49-0-0-0-0-1703597689.jpg,https://obolon.kyivcity.gov.ua/kerivnytstvo/holova,null,+380444183849,rda.obolonska@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
104.1-1,Сокуренко Євген Бронicлавович,1,Керівник апарату,104.1,Апарат Оболонської районної в місті Києві державної адміністрації,37371727,Оболонська районна в місті Києві державна адміністрація,null,https://obolon.kyivcity.gov.ua/kerivnytstvo/kerivnyk-aparatu,null,+380444264070,rda.obolonska@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
104.2-1,Боршуляк Лілія Петрівна,2,Начальник управління - адміністратор,104.2,Управління (Центр) надання адміністративних послуг,37371727,Оболонська районна в місті Києві державна адміністрація,null,null,null,+380444264400,ocnap@kyivcity.gov.ua,Пн-Пт 09:00-18:00,null
104.3-1,Савченко Олена Сергіївна,2,Начальник управління,104.3,Фінансове управління,37371727,Оболонська районна в місті Києві державна адміністрація,null,null,null,+380444183135,finance_obolon@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
104.4-1,Бондарчук Ольга Олексіївна,2,Начальник відділу,104.4,Відділ культури,37371727,Оболонська районна в місті Києві державна адміністрація,null,null,null,+380632030178,obolon_kultura@kyivcity.gov.ua,"Пн-Чт 09:00-18:00, Пт 09:00-16:45",Перерва на обід: 13:00-13:45
104.5-1,Клебанова Олена Борисівна,2,Начальник управління,104.5,Управління соціальної та ветеранської політики,37371727,Оболонська районна в місті Києві державна адміністрація,null,null,null,+380444679973,37445416@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
104.6-1,Бурлака Алла Сергіївна,2,Начальник служби,104.6,Служба у справах дітей та сім'ї,37371727,Оболонська районна в місті Києві державна адміністрація,null,null,null,+380444264715,ssds_obolon@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
104.7-1,Головко Олександр Олексійович,1,Начальник управління,104.7,Управління будівництва,37371727,Оболонська районна в місті Києві державна адміністрація,null,null,null,+380444188888,ubaz-orda@kyivcity.gov.ua,Пн-Пт 08:00-17:00,Перерва на обід: 12:00-12:45
104.8-1,Кириченко Світлана Юріївна,2,В.о. начальника управління,104.8,Управління житлово-комунального господарства,37371727,Оболонська районна в місті Києві державна адміністрація,null,null,null,+380444267203,uzhkg_obolon@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
104.9-1,Царіков Олександр Олександрович,1,Начальник управління,104.9,Управління освіти,37371727,Оболонська районна в місті Києві державна адміністрація,null,null,null,+380444186331,uoor@obolonrda.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
104.10-1,Образцов Олександр Валентинович,1,Начальник відділу,104.10,Відділ молоді та спорту,37371727,Оболонська районна в місті Києві державна адміністрація,null,null,null,+380444186903,Oleksandr.Obraztsov@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
104-1,Фесик Кирило Олександрович,1,Голова,104,Оболонська районна в місті Києві державна адміністрація,37371727,Оболонська районна в місті Києві державна адміністрація,https://media-stg.kyivcity.gov.ua/kyivcity/sites/13/cropped-images/photo_2023-12-26_14-37-49-0-0-0-0-1703597689.jpg,https://obolon.kyivcity.gov.ua/kerivnytstvo/holova,null,+380444183849,rda.obolonska@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
104.1-1,Сокуренко Євген Бронicлавович,1,Керівник апарату,104.1,Апарат Оболонської районної в місті Києві державної адміністрації,37371727,Оболонська районна в місті Києві державна адміністрація,null,https://obolon.kyivcity.gov.ua/kerivnytstvo/kerivnyk-aparatu,null,+380444264070,rda.obolonska@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
104.2-1,Боршуляк Лілія Петрівна,2,Начальник управління - адміністратор,104.2,Управління (Центр) надання адміністративних послуг,37371727,Оболонська районна в місті Києві державна адміністрація,null,null,null,+380444264400,ocnap@kyivcity.gov.ua,Пн-Пт 09:00-18:00,null
104.3-1,Савченко Олена Сергіївна,2,Начальник управління,104.3,Фінансове управління,37371727,Оболонська районна в місті Києві державна адміністрація,null,null,null,+380444183135,finance_obolon@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
104.4-1,Бондарчук Ольга Олексіївна,2,Начальник відділу,104.4,Відділ культури,37371727,Оболонська районна в місті Києві державна адміністрація,null,null,null,+380632030178,obolon_kultura@kyivcity.gov.ua,"Пн-Чт 09:00-18:00, Пт 09:00-16:45",Перерва на обід: 13:00-13:45
104.5-1,Клебанова Олена Борисівна,2,Начальник управління,104.5,Управління соціальної та ветеранської політики,37371727,Оболонська районна в місті Києві державна адміністрація,null,null,null,+380444679973,37445416@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
104.6-1,Бурлака Алла Сергіївна,2,Начальник служби,104.6,Служба у справах дітей та сім'ї,37371727,Оболонська районна в місті Києві державна адміністрація,null,null,null,+380444264715,ssds_obolon@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
104.7-1,Головко Олександр Олексійович,1,Начальник управління,104.7,Управління будівництва,37371727,Оболонська районна в місті Києві державна адміністрація,null,null,null,+380444188888,ubaz-orda@kyivcity.gov.ua,Пн-Пт 08:00-17:00,Перерва на обід: 12:00-12:45
104.8-1,Кириченко Світлана Юріївна,2,В.о. начальника управління,104.8,Управління житлово-комунального господарства,37371727,Оболонська районна в місті Києві державна адміністрація,null,null,null,+380444267203,uzhkg_obolon@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
104.9-1,Царіков Олександр Олександрович,1,Начальник управління,104.9,Управління освіти,37371727,Оболонська районна в місті Києві державна адміністрація,null,null,null,+380444186331,uoor@obolonrda.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
104.10-1,Образцов Олександр Валентинович,1,Начальник відділу,104.10,Відділ молоді та спорту,37371727,Оболонська районна в місті Києві державна адміністрація,null,null,null,+380444186903,Oleksandr.Obraztsov@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
106-1,Наконечний Володимир Михайлович,1,Голова,106,Подільська районна в місті Києві державна адміністрація,37333608,Подільська районна в місті Києві державна адміністрація,https://podil.kyivcity.gov.ua/persons/volodimir-nakonechniy,null,null,+380444851905,rda.podilska@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
106.1-1,Якимчук Дмитро Ігорович,1,Виконувач обов'язків керівника апарату,106.1,Апарат Подільської районної в місті Києві державної адміністрації,37333608,Подільська районна в місті Києві державна адміністрація,null,null,null,+380444851905,rda.podilska@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
106.2-1,Ющенко-Савенкова Олена Вікторівна,2,Начальник управління,106.2,Управління (Центр) надання адміністративних послуг,37333608,Подільська районна в місті Києві державна адміністрація,null,null,null,+380443666482,cnap_podilrda@kyivcity.gov.ua,Пн-Пт 09:00-18:00,null
106.3-1,Бернадська Світлана Борисівна,2,Начальник управління,106.3,Управління соціальної та ветеранської політики,37333608,Подільська районна в місті Києві державна адміністрація,null,null,null,+380444252525,podil_usvp@kyivciti.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
106.4-1,Сидоренко Олексій Миколайович,1,Начальник управління,106.4,Управління освіти,37333608,Подільська районна в місті Києві державна адміністрація,null,null,null,+380444250477,osvita_podilrda@kmda.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
106.5-1,Гаватюк Євгенія Петрівна,2,Виконувач обов'язків начальника відділу,106.5,Відділ культури,37333608,Подільська районна в місті Києві державна адміністрація,null,null,https://www.facebook.com/profile.php?id=61576869868534&locale=uk_UA,+380444251190,vk_podilrda@kmda.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
106.6-1,Смаровоз Ігор Олександрович,1,Начальник управління,106.6,Управління житлово-комунального господарства,37333608,Подільська районна в місті Києві державна адміністрація,null,null,null,+380444251072,ujkg_podilrda@kmda.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
106.7-1,Кузьменко Олена Олександрівна,2,Начальник відділу,106.7,Відділ молоді та спорту,37333608,Подільська районна в місті Києві державна адміністрація,null,null,null,+380444825154,vsms_podilrda@kmda.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
106.8-1,Федорова Любов Петрівна,2,Начальник Cлужби,106.8,Служба у справах дітей та сім'ї,37333608,Подільська районна в місті Києві державна адміністрація,null,null,null,+380444250271,ssd_podilrda@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
106.9-1,Кабанець Лариса Миколаївна,2,Начальник управління,106.9,Фінансове управління,37333608,Подільська районна в місті Києві державна адміністрація,null,null,null,+380444258081,rfu_podilrda@kmda.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
106.10-1,Писарук Руслан Анатолійович,1,Начальник управління,106.10,Управління будівництва,37333608,Подільська районна в місті Києві державна адміністрація,null,null,null,+380444251504,ukbaz_podilrda@kmda.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
107-1,Зантарая Георгій Малхазович,1,Голова,107,Святошинська районна в місті Києві державна адміністрація,37395418,Святошинська районна в місті Києві державна адміністрація,null,https://svyat.kyivcity.gov.ua/administratsiia/kerivnytstvo/holova-sviatoshynskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii,null,+380444243006,"doc.srda@kyivcity.gov.ua, zgsrda@kyivcity.gov.ua",Пн-Пт 09:00-18:00,"Перерва на обід: 12:00-12:45, прийом: Ср 15:00-17:00"
107.1-1,Судаков Юрій Олексійович,1,Керівник апарату,107.1,Апарат Святошинської районної в місті Києві державної адміністрації,37395418,Святошинська районна в місті Києві державна адміністрація,null,https://svyat.kyivcity.gov.ua/administratsiia/kerivnytstvo/kerivnyk-aparatu-sviatoshynskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii,null,null,yurii.sudakov@kyivcity.gov.ua,Пн-Пт 09:00-18:00,"Перерва на обід: 12:00-12:45, прийом: Чт 15:00-17:00"
107.2-1,Вівсяна Алла Володимирівна,2,В. о. Начальника управління,107.2,Управління соціальної та ветеранської політики,37395418,Святошинська районна в місті Києві державна адміністрація,null,null,null,+380444059271,"ruszn08@kyivcity.gov.ua, mon3008@kyivcity.gov.ua","Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
107.3-1,Сукенніков Олексій Вячеславович,1,Начальник управління,107.3,Управління освіти,37395418,Святошинська районна в місті Києві державна адміністрація,https://svyatruo.org.ua/kerivnycztvo/#,null,null,+380444033003,svyatoshinruo@kmda.gov.ua,Пн-Пт 09:00-18:00,Перерва на обід: 12:00-12:45
107.4-1,Топоренко Світлана Анатоліївна,2,Начальник служби,107.4,Служба у справах дітей та сім'ї,37395418,Святошинська районна в місті Києві державна адміністрація,null,null,null,+380444072570,ssds_sviatoshyn@kyivcity.gov.ua,Пн-Пт 08:00-17:00,Перерва на обід: 12:00-12:45
