id,name,description,constituentDocUrl,homepage,socialAccount,logo,headName,headPost,subOrgOfId,subOrgOfName,CATUTTC,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressThoroughfare,addressLocatorDesignator,addressLocatorName,addressPostCode,contactPointName,contactPointEmail,contactPointTelephone,openingHours,availabilityRestriction
22879530,Спеціальна школа № 7 міста Києва,Забезпечення здобуття учнями з ООП загальної середньої освіти,https://drive.google.com/file/d/1td7mZZxfs70CPkZIlFY3lU-rxlMHbNAH/view,https://mrsmilochka.wixsite.com/school7,null,null,Никитюк Людмила Анатоліївна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Академіка Заболотного,146,null,03143,Приймальна,shkola7kiev@ukr.net,+380445267002,Пн-Пт з 08:00-17:00,null
22879553,Спеціальна школа № 11 міста Києва,Забезпечення здобуття учнями з ООП загальної середньої освіти,https://www.ss11.com.ua/%D0%BF%D1%80%D0%BE%D0%B7%D0%BE%D1%80%D1%96%D1%81%D1%82%D1%8C-%D1%82%D0%B0-%D1%96%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D1%96%D0%B9%D0%BD%D0%B0-%D0%B2%D1%96%D0%B4%D0%BA%D1%80%D0%B8%D1%82%D1%96%D1%81%D1%82%D1%8C/%D1%81%D1%82%D0%B0%D1%82%D1%83%D1%82-%D1%88%D0%BA%D0%BE%D0%BB%D0%B8,https://www.ss11.com.ua/,null,null,Кулеша Ірина Андріївна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Гайдамацька,12-А,null,03039,Приймальна,school-internat11@ukr.net,+380445290598,Пн-Пт з 07:00-19:30,null
22880088,Спеціалізована школа І-ІІІ ступенів з поглибленим вивченням англійської мови № 44 міста Києва,Забезпечення здобуття повної загальної середньої освіти,http://school44.kiev.sch.in.ua/vidkritistj_ta_informacijna_prozoristj/statut_shkoli/,http://school44.kiev.sch.in.ua/,https://www.facebook.com/specializedschool44kyiv/?locale=uk_UA,null,Бриковець Наталія Анатоліївна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Жилянська,46,null,01033,Приймальна,school_44@ukr.net,+380442897605,Пн-Пт з 08:00-17:00,null
22880177,Спеціалізована школа І-ІІІ ступенів з поглибленим вивченням англійської мови № 165 міста Києва,Забезпечення здобуття повної загальної середньої освіти,https://drive.google.com/file/d/1dLha8hhTbLjIIZoTdRzbmifbZ-m1EX0g/view,http://school165.kyiv.ua/,https://www.facebook.com/school165.kiev/?locale=uk_UA,null,Прохоренко Вікторія Олександрівна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Жилянська,75,null,01032,Приймальна,school165@ukr.net,+380442894561,Пн-Пт з 08:00-17:00,null
24918493,Початкова школа «Барвінок» міста Києва,Забезпечення здобуття початкової освіти,http://www.nvk-barvinok.edukit.kiev.ua/Files/downloads/%D0%A1%D1%82%D0%B0%D1%82%D1%83%D1%82%20%D0%9F%D0%A8.pdf,http://www.nvk-barvinok.edukit.kiev.ua/,null,null,Цапенко Єлізавета Федорівна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Глушкова,55-А,null,03187,Приймальна,schoolbarvinok119@gmail.com,+380445222337,Пн-Пт з 07:00-19:00,null
22881521,Ліцей № 92 імені Івана Франка міста Києва,Забезпечення здобуття профільної середньої освіти,https://www.school92.com.ua/%d1%81%d1%82%d0%b0%d1%82%d1%83%d1%82-%d0%b7%d0%b0%d0%ba%d0%bb%d0%b0%d0%b4%d1%83-%d0%be%d1%81%d0%b2%d1%96%d1%82%d0%b8/,https://www.school92.com.ua/,https://www.facebook.com/profile.php?id=115855349334585&_rdr,null,Соломаха Рузанна Араіківна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Тарасівська,11,null,01033,Приймальна,sch92@ua.fm,+380442894173,Пн-Пт з 08:00-19:00,null
22879331,Ліцей № 85 міста Києва,Забезпечення здобуття профільної середньої освіти,null,https://school85.kiev.ua/,https://www.facebook.com/school85/?locale=uk_UA,null,Федунова Тетяна Миколаївна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,36,null,03039,Приймальна,sch85@ukr.net,+380445252110,Пн-Пт з 09:00-20:00,null
22879323,Ліцей № 59 міста Києва,Забезпечення здобуття профільної середньої освіти,https://gymnasium59.org.ua/statut-gimnaziyi/,https://gymnasium59.org.ua/,https://www.facebook.com/p/%D0%9B%D1%96%D1%86%D0%B5%D0%B9-59-%D0%BC%D1%96%D1%81%D1%82%D0%B0-%D0%9A%D0%B8%D1%94%D0%B2%D0%B0-100057241308131/,null,Гнатюк Олександр Миколайович,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Велика Китаївська,85,null,03028,Приймальна,gymnasium59@ukr.net,+380445255330,Пн-Пт з 08:00-17:00,null
22881455,Ліцей № 33 міста Києва,Забезпечення здобуття профільної середньої освіти,https://lyceum33.kyiv.ua/statut-gimnaziyi/,https://lyceum33.kyiv.ua/,https://www.facebook.com/p/%D0%9C%D0%B5%D0%B4%D0%B8%D1%87%D0%BD%D0%B0-%D0%B3%D1%96%D0%BC%D0%BD%D0%B0%D0%B7%D1%96%D1%8F-33-%D0%BC%D1%96%D1%81%D1%82%D0%B0-%D0%9A%D0%B8%D1%94%D0%B2%D0%B0-100063534493391/?locale=uk_UA,null,Переймибіда Лариса Валентинівна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Володимирська,79-Б,null,01033,Приймальна,medgymnas33@ukr.net,+380442871096,Пн-Пт з 08:00-18:30,null
22879599,Ліцей № 319 імені Валерія Лобановського міста Києва,Забезпечення здобуття профільної середньої освіти,https://znz319.kyiv.ua/images/openness/regulations_lyceum_319.pdf,https://znz319.kyiv.ua/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fgroups%2F688263706712485%2F,null,Романчук Андрій Дмитрович,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Валерія Лобановського,146/148,null,03118,Приймальна,Znz319@ukr.net,+380445256249,Пн-Пт з 08:00-20:00,null
22879518,Ліцей № 286 міста Києва,Забезпечення здобуття профільної середньої освіти,null,https://school286.org.ua/,https://www.facebook.com/p/%D0%9B%D1%96%D1%86%D0%B5%D0%B9-286-%D0%BC%D1%96%D1%81%D1%82%D0%B0-%D0%9A%D0%B8%D1%94%D0%B2%D0%B0-100052640965288/?locale=uk_UA,null,Марченко Людмила Юріївна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Заболотного,6-А,null,03187,Приймальна,sch286@ukr.net,+380445223931,Пн-Пт з 08:00-20:00,null
22879501,Ліцей № 269 міста Києва,Забезпечення здобуття профільної середньої освіти,https://school269.kyiv.ua/statut-litsenziya/,https://school269.kyiv.ua/,https://www.facebook.com/p/%D0%9B%D0%86%D0%A6%D0%95%D0%99-269-%D0%BC%D1%96%D1%81%D1%82%D0%B0-%D0%9A%D0%B8%D1%94%D0%B2%D0%B0-100063555071768/?locale=uk_UA,null,Балашенко Олена Федорівна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Академіка Глушкова,17-А,null,03187,Приймальна,mail@school269.kiev.ua,+380445263114,Пн-Пт з 07:30-18:30,null
23711548,Ліцей № 241 «Голосіївський» міста Києва,Забезпечення здобуття профільної середньої освіти,http://golos241.in.ua/upload/%D0%A1%D1%82%D0%B0%D1%82%D1%83%D1%82%202024_compressed.pdf,http://golos241.in.ua/,https://www.facebook.com/p/%D0%9B%D1%96%D1%86%D0%B5%D0%B9-241-%D0%93%D0%BE%D0%BB%D0%BE%D1%81%D1%96%D1%97%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9-%D0%BC%D1%96%D1%81%D1%82%D0%B0-%D0%9A%D0%B8%D1%94%D0%B2%D0%B0-100058952786387/?_rdr,null,Шульга Наталія Вікторівна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Голосіївська,12,null,03039,Приймальна,golos241@golos241.kiev.ua,+380445258770,Пн-Пт з 08:00-19:00,null
22879464,Ліцей № 227 міста Києва,Забезпечення здобуття профільної середньої освіти,null,https://lyceum227.kiev.ua/,https://www.facebook.com/lyceum227/?locale=ru_RU,null,Козлова Ірина Валеріївна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Героїв Маріуполя,7-Д,null,03192,Приймальна,szsh227@ukr.net,+380442500227,Пн-Пт з 08:30-20:30,null
22879458,Ліцей № 220 міста Києва,Забезпечення здобуття профільної середньої освіти,https://220school.kyiv.ua/?page_id=729,https://220school.kyiv.ua/,https://www.facebook.com/inozem220/?locale=uk_UA,null,Комракова Марина Іванівна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Героїв Маріуполя,7-Г,null,03191,Приймальна,inozem220@ukr.net,+380442500217,Пн-Пт з 08:00-17:25,null
22881449,Ліцей № 21 міста Києва,Забезпечення здобуття профільної середньої освіти,https://drive.google.com/file/d/1BmJA13HHCTxDGvKIeXhMwH80SSRnLd6e/view,http://21school.com.ua/,https://www.facebook.com/21licey,null,Шамота Олена Миколаївна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Саксаганського,64,null,01033,Приймальна,licey21@ukr.net,+380442894105,Пн-Пт з 08:00-18:30,null
22879435,Ліцей № 179 міста Києва,Забезпечення здобуття профільної середньої освіти,null,https://sites.google.com/view/gymn179/,https://www.facebook.com/gymn179/?locale=uk_UA,null,Бойко Ірина Львівна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,120-В,null,03127,Приймальна,gymn179@hotmail.com,+380442584242,Пн-Пт з 08:00-17:00,null
23392132,Ліцей № 151 міста Києва,Забезпечення здобуття профільної середньої освіти,https://drive.google.com/file/d/1G5PdACuHnkMQNEyPIAj4hxTkWbRemqA_/view,https://www.151kyiv.school.social/,https://www.facebook.com/litsey151/,null,Кирда Юлія Миколаївна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Ліснича,3,null,03131,Приймальна,sch151@ukr.net,+380442594422,Пн-Пт з 08:00-17:00,null
22877005,Ліцей № 15 міста Києва,Забезпечення здобуття профільної середньої освіти,https://school15.kyiv.ua/wp-content/uploads/2024/10/%D0%A1%D1%82%D0%B0%D1%82%D1%83%D1%82-%D0%BB%D1%96%D1%86%D0%B5%D1%8E-15.pdf,https://school15.kyiv.ua/,null,null,Литвин Валерій Олексійович,Виконувач обов'язків директора,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Васильківська,12-А,null,03040,Приймальна,sch15@ukr.net,+380442577110,Пн-Пт з 08:00-17:00,null
22879398,Ліцей № 130 імені Данте Аліг'єрі міста Києва,Забезпечення здобуття профільної середньої освіти,http://school130.org.ua/transparency.html,http://school130.org.ua/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fgroups%2F434188593584219%2F%3Flocale%3Dru_RU,null,Кузьменко Наталія Іванівна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Велика Васильківська,128,null,03150,Приймальна,school130.kiev@gmail.com,+380445294501,Пн-Пт з 09:00-17:00,null
22879375,Ліцей № 116 міста Києва,Забезпечення здобуття профільної середньої освіти,https://sites.google.com/view/ecoschool116/%D0%BF%D1%80%D0%BE%D0%B7%D0%BE%D1%80%D1%96%D1%81%D1%82%D1%8C-%D1%82%D0%B0-%D1%96%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D1%96%D0%B9%D0%BD%D0%B0-%D0%B2%D1%96%D0%B4%D0%BA%D1%80%D0%B8%D1%82%D1%96%D1%81%D1%82%D1%8C/%D1%81%D1%82%D0%B0%D1%82%D1%83%D1%82-%D0%BB%D1%96%D1%86%D0%B5%D1%8E,https://sites.google.com/view/ecoschool116/,https://www.facebook.com/people/%D0%95%D0%BA%D0%BE%D0%BB%D0%BE%D0%B3%D0%BE-%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D0%B8%D1%87%D0%B8%D0%B9-%D0%BB%D1%96%D1%86%D0%B5%D0%B9-116-%D0%BC%D1%96%D1%81%D1%82%D0%B0-%D0%9A%D0%B8%D1%94%D0%B2%D0%B0/100079861581082/,null,Авраменко Таміла Олексіївна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,пров. Сільськогосподарський,2,null,03041,Приймальна,ecoprirodnichi116@gmail.com,+380442583113,Пн-Пт з 08:00-16:00,null
22879369,Ліцей № 112 імені Т. Шевченка міста Києва,Забезпечення здобуття профільної середньої освіти,https://www.sch112.kyiv.ua/statut/,https://www.sch112.kyiv.ua/,https://www.facebook.com/p/%D0%9B%D1%96%D1%86%D0%B5%D0%B9-112-%D1%96%D0%BC%D0%B5%D0%BD%D1%96-%D0%A2%D0%A8%D0%B5%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D0%B0-%D0%BC%D1%96%D1%81%D1%82%D0%B0-%D0%9A%D0%B8%D1%94%D0%B2%D0%B0-100048752416077/?_rdr,null,Карпінська Марія Юріївна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Велика Васильківська,78,null,03150,Приймальна,sch112kv@gmail.com,+380442872350,Пн-Пт з 08:00-19:00,null
22879346,Ліцей № 108 міста Києва,Забезпечення здобуття профільної середньої освіти,https://www.school108.kyiv.ua/media/transparency/statut1.pdf,https://www.school108.kyiv.ua/,https://www.facebook.com/108skiev/?locale=uk_UA,null,Колесникова Світлана Миколаївна,Директор,37479398,Управління освіти Голосіївської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Чумацька,2/10,null,03039,Приймальна,kiev108s@ukr.net,+380442588781,Пн-Пт з 08:00-18:00,null
32525198,"Комунальне підприємство капітального будівництва, реконструкції та інвестицій «ГОЛОСІЇВО-БУДІНВЕСТ»","Самостійний господарюючий статутний суб'єкт, який має права юридичної особи та здійснює виробничу, науково-дослідницьку і комерційну діяльність з метою одержання прибутку (доходу)",https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/struktura/komunalne-pidpryiemstvo-holosiivo-budinvest/statut-kp-holosiivo-budinvest.pdf,null,null,null,Кондратюк Ярослав Русланович,В.о. Директора,37308812,Голосіївська районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,89,null,03127,В.о. директора,kp-gbi@kyivcity.gov.ua,+380665932455,Пн-Пт з 08:00-17:00,null
20043325,Комунальне підприємство «ШКІЛЬНЕ ХАРЧУВАННЯ»,"Установа надає наступні послуги: послуги з організації шкільного харчування (сніданки) для дітей від 6-11 років, 11-14 років, 14-18 років",https://kyivaudit.gov.ua/vr/ka/company.nsf/0/19316808617CE638C2258BB60042BC7D/$file/%D0%A1%D1%82%D0%B0%D1%82%D1%83%D1%82%20%D0%BD%D0%BE%D0%B2%D0%B8%D0%B9%202024.PDF,null,null,null,Вєдєрнікова Тетяна Василівна,Директор,37308812,Голосіївська районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Науки,8,null,03039,Приймальна,t.viediernikova@kyivciti.gov.ua,+380445256876,Пн-Пт з 09:00-18:00,null
32375554,Комунальне підприємство «КЕРУЮЧА КОМПАНІЯ З ОБСЛУГОВУВАННЯ ЖИТЛОВОГО ФОНДУ ГОЛОСІЇВСЬКОГО РАЙОНУ М. КИЄВА»,Установа надає наступні послуги: утримання та обслуговування житлового фонду Голосіївського району м. Києва,https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/administratsiia/struktura/komunalne-pidpryiemstvo-keruiucha-kompaniia/statut-kp-keruiucha-kompaniia.pdf,null,null,null,Латанюк Наталія Вікторівна,Директор,37308812,Голосіївська районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,17-Б,null,03039,Приймальна,direktsiya_goloskyivcity.gov.ua,+380445251963,"Пн-Чт з 08:00-17:00, Пт з 08:00-15:45",Перерва на обід: 12:00-12:45
38945128,Комунальне некомерційне підприємство «ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 2» Голосіївського району м. Києва,"Заклад охорони здоров'я. Основною метою діяльності Підприємства є забезпечення населення комплексними та інтегрованими послугами зі всебічної, безперервної і орієнтованої на пацієнта первинної медичної допомоги (далі – ПМД), спрямованої на задоволення потреб населення у відновленні та збереженні здоров'я, попередження розвитку захворювань, зменшення потреби у госпіталізації та покращення якості життя",https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/pro-raion/dovidnyk-raionu/komunalni-nekomertsiini-pidpryiemstva-sfery-okhorony-zdorovia/statut-tspmsd-2.pdf,null,https://www.facebook.com/cpmsd2golos,null,Лось Галина Миколаївна,Директор,37308812,Голосіївська районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Голосіївська,53,null,03039,Приймальна,cpmsd2_golos@kyivcity.gov.ua,+380445245302,Пн-Пт з 08:00-20:00,null
38945065,Комунальне некомерційне підприємство «ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1» Голосіївського району м. Києва,"Заклад охорони здоров'я. Основною метою діяльності Підприємства є забезпечення населення комплексними та інтегрованими послугами зі всебічної, безперервної і орієнтованої на пацієнта первинної медичної допомоги (далі – ПМД), спрямованої на задоволення потреб населення у відновленні та збереженні здоров'я, попередження розвитку захворювань, зменшення потреби у госпіталізації та покращення якості життя",https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/pro-raion/dovidnyk-raionu/komunalni-nekomertsiini-pidpryiemstva-sfery-okhorony-zdorovia/statut-tspmsd-1.pdf,null,https://www.facebook.com/cpmsd1.kiyv.goloseevo,null,Дубинченко Анна Юріївна,В.о. Директора,37308812,Голосіївська районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Героїв Маріуполя,6,null,03191,Приймальна,cpmsd1_golos@kyivcity.gov.ua,+380442500206,Пн-Пт з 08:00-20:00,null
25695724,Комунальне некомерційне підприємство «КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР» Голосіївського району м. Києва,"Заклад охорони здоров'я. Підприємство утворено з метою надання первинної медичної допомоги, спеціалізованої медичної допомоги, паліативної допомоги, реабілітаційної допомоги у сфері охорони здоров'я пацієнтам",https://media-stg.kyivcity.gov.ua/kyivcity/sites/12/header/main-menu/pro-raion/dovidnyk-raionu/komunalni-nekomertsiini-pidpryiemstva-sfery-okhorony-zdorovia/statut-kdts.pdf,null,https://www.facebook.com/profile.php?id=100063477523627,null,Омельчук Віталій Володимирович,Директор,37308812,Голосіївська районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Голосіївський,59-А,null,03039,Приймальна,kdc_golos@kyivcity.gov.ua,+380442572337,Пн-Пт з 08:00-20:00,null
