uid,type,title,acceptedDate,number,issuedDate,validFrom,status,publisherName,publisherId,text,url,registrationNumber,registrationDate,registratorName,registratorId
12-2024,Розпорядження,Про питання квартирного обліку,2024-01-09,12,null,2024-01-09,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
13-2024,Розпорядження,"Про облік громадян, які потребують житла для тимчасового проживання",2024-01-10,13,null,2024-01-10,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
14-2024,Розпорядження,"Про облік громадян, які потребують житла для тимчасового проживання",2024-01-11,14,null,2024-01-11,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
15-2024,Розпорядження,Про затвердження акта приймання-передачі квартири від Головного управління Національної поліції у м. Києві до комунальної власності територіальної громади міста Києва та до сфери управління її за комунальним підприємством «Керуюча компанія з обслуговування житлового фонду Дарницького району м. Києва,2024-01-11,15,null,2024-01-11,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
16-2024,Розпорядження,"Про надання статусу дитини, яка постраждала внаслідок воєнних дій та збройних конфліктів",2024-01-12,16,null,2024-01-12,Часткова втрата чинності,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
17-2024,Розпорядження,"Про облік громадян, які потребують житла для тимчасового проживання",2024-01-12,17,null,2024-01-12,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
18-2024,Розпорядження,"Про облік громадян, які потребують житла для тимчасового проживання",2024-01-15,18,null,2024-01-15,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
19-2024,Розпорядження,Про присвоєння адреси об'єкту нерухомого майна в Дарницькому районі міста Києва,2024-01-15,19,null,2024-01-15,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
20-2024,Розпорядження,"Про облік громадян, які потребують житла для тимчасового проживання",2024-01-16,20,null,2024-01-16,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
21-2024,Розпорядження,Про надання житла для тимчасового проживання внутрішньо переміщеним особам,2024-01-16,21,null,2024-01-16,Часткова втрата чинності,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
22-2024,Розпорядження,"Про внесення змін до персонального складу Комісії щодо розгляду заяв внутрішньо переміщених осіб, які захищали незалежність, суверенітет та територіальну цілісність України про призначення грошової компенсації за належні для отримання жилі приміщення",2024-01-16,22,null,2024-01-16,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
23-2024,Розпорядження,"Про внесення змін до персонального складу Комісії щодо розгляду заяв деяких категорій осіб, які брали участь у бойових діях на території інших держав, а також членів їх сімей про призначення грошової компенсації за належні для отримання жилі приміщення",2024-01-16,23,null,2024-01-16,Внесення змін,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
24-2024,Розпорядження,Про внесення змін до персонального складу Комісії з розгляду заяв щодо виплати матеріальної допомоги за належні для одержання земельні ділянки уповноваженим членам сімей загиблих (померлих) учасників антитерористичної операції,2024-01-16,24,null,2024-01-16,Внесення змін,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
25-2024,Розпорядження,"Про внесення змін до персонального складу Комісії щодо розгляду заяв деяких категорій осіб, які захищали незалежність, суверенітет та територіальну цілісність України, а також членів їх сімей про призначення грошової компенсації за належні для отримання жилі приміщення",2024-01-16,25,null,2024-01-16,Внесення змін,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
26-2024,Розпорядження,Про внесення змін до персонального складу Конкурсної комісії з відбору районних громадянських об'єднань для надання фінансової підтримки з бюджету міста Києва при Дарницькій районній в місті Києві державній адміністрації,2024-01-16,26,null,2024-01-16,Втрата чинності,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
27-2024,Розпорядження,Про внесення змін до персонального складу Комісії щодо розгляду заяв осіб з інвалідністю та членів сімей загиблих (померлих) під час участі в Революції Гідності про призначення грошової компенсації за належні для отримання жилі приміщення,2024-01-16,27,null,2024-01-16,Внесення змін,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
28-2024,Розпорядження,Про призначення грошової компенсації за належне для отримання жиле приміщення,2024-01-16,28,null,2024-01-16,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
29-2024,Розпорядження,Про призначення грошової компенсації за належне для отримання жиле приміщення,2024-01-16,29,null,2024-01-16,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
30-2024,Розпорядження,Про відмову в призначенні грошової компенсації за належне для отримання жиле приміщення,2024-01-16,30,null,2024-01-16,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
31-2024,Розпорядження,Про встановлення опіки над майном недієздатної особи,2024-01-17,31,null,2024-01-17,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
32-2024,Розпорядження,"Про внесення змін до розпорядження Дарницької районної в місті Києві державної адміністрації від 11.08.2021 № 610 «Про надання статусу дитини, позбавленої батьківського піклування»",2024-01-17,32,null,2024-01-17,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
33-2024,Розпорядження,Про надання дозволу на вчинення правочину,2024-01-18,33,null,2024-01-18,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
34-2024,Розпорядження,Про внесення змін до розпорядження Дарницької районної в місті Києві державної адміністрації від 15.12.2021 № 912,2024-01-18,34,2024-01-18,2024-01-18,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,https://darn.kyivcity.gov.ua/acts/rozporiadzhennia-34-vid-18012024-pro-vnesennia-zmin-do-rozporiadzhennia-darnytskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii-vid-15122021-912,null,null,null,null
35-2024,Розпорядження,"Про затвердження списку одержувачів одноразової адресної матеріальної допомоги, які опинилися в складних життєвих обставинах в результаті пошкодження чи руйнування житлового будинку (квартири) внаслідок надзвичайної ситуації воєнного характеру, спричиненої збройною агресією Російської Федерації проти України, у Дарницькому районі міста Києва",2024-01-18,35,null,2024-01-18,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
36-2024,Розпорядження,"Про надання статусу дитини, яка постраждала внаслідок воєнних дій та збройних конфліктів",2024-01-18,36,null,2024-01-18,Внесення змін,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
37-2024,Розпорядження,Про присвоєння адреси об'єкту нерухомого майна в Дарницькому районі міста Києва,2024-01-18,37,null,2024-01-18,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
38-2024,Розпорядження,Про присвоєння адреси об'єкту нерухомого майна в Дарницькому районі міста Києва,2024-01-18,38,null,2024-01-18,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
39-2024,Розпорядження,Про затвердження протоколів про результати електронних аукціонів та передачу нерухомого майна комунальної власності територіальної громади міста Києва в оренду,2024-01-18,39,null,2024-01-18,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
40-2024,Розпорядження,Про розгляд житлових питань,2024-01-18,40,null,2024-01-18,Внесення змін,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
41-2024,Розпорядження,Про надання дозволу на вчинення правочину,2024-01-19,41,null,2024-01-19,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
42-2024,Розпорядження,Про передачу в оренду без проведення аукціону майна комунальної власності територіальної громади міста Києва,2024-01-19,42,null,2024-01-19,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
43-2024,Розпорядження,"Про створення комісії з обстеження підземних переходів, в яких на шляхах евакуації здійснюється торгівля, а також підземних переходів, суміщених з метрополітеном, на виході з яких в 20 метровій зоні встановлені кіоски, торговельні місця, тощо Дарницького району м.Києва",2024-01-19,43,null,2024-01-19,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
44-2024,Розпорядження,"Про облік громадян, які потребують житла для тимчасового проживання",2024-01-22,44,null,2024-01-22,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
45-2024,Розпорядження,Про внесення змін до умов договору про передачу майна територіальної громади міста Києва в оренду,2024-01-22,45,null,2024-01-22,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
46-2024,Розпорядження,Про внесення змін до складу комісії з реорганізації комунального підприємства «Екологія» Дарницької районної у м. Києві державної адміністрації,2024-01-22,46,null,2024-01-22,Внесення змін,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
47-2024,Розпорядження,Про розгляд житлових питань,2024-01-22,47,null,2024-01-22,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
48-2024,Розпорядження,Про встановлення опіки над дитиною,2024-01-22,48,null,2024-01-22,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
49-2024,Розпорядження,Про встановлення опіки над дитиною,2024-01-22,49,null,2024-01-22,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
50-2024,Розпорядження,"Про надання статусу дитини, позбавленої батьківського піклування",2024-01-22,50,null,2024-01-22,Втрата чинності,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
51-2024,Розпорядження,Про надання статусу дитини-сироти,2024-01-22,51,null,2024-01-22,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
52-2024,Розпорядження,"Про надання статусу дитини, позбавленої батьківського піклування",2024-01-22,52,null,2024-01-22,Втрата чинності,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
53-2024,Розпорядження,Про звільнення від здійснення повноважень піклувальника та встановлення піклування над дитиною,2024-01-22,53,null,2024-01-22,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
54-2024,Розпорядження,"Про облік громадян, які потребують житла для тимчасового проживання",2024-01-23,54,null,2024-01-23,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
55-2024,Розпорядження,Про надання дозволу на вчинення правочину,2024-01-23,55,null,2024-01-23,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
56-2024,Розпорядження,"Про внесення змін до персонального складу комісії з оцінки вартості майна, яке знаходиться у власності громадянина та членів його сім'ї, та проведення щорічного моніторингу сукупного доходу громадян, які перебувають на соціальному квартирному обліку",2024-01-23,56,null,2024-01-23,Внесення змін,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
57-2024,Розпорядження,Про питання квартирного обліку,2024-01-24,57,null,2024-01-24,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
58-2024,Розпорядження,Про внесення змін до персонального складу наглядової ради у сфері розподілу соціального житла,2024-01-24,58,null,2024-01-24,Внесення змін,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
59-2024,Розпорядження,Про присвоєння адреси об'єкту нерухомого майна в Дарницькому районі міста Києва,2024-01-24,59,null,2024-01-24,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
60-2024,Розпорядження,Про внесення змін до умов договорів про передачу майна територіальної громади міста Києва в оренду,2024-01-24,60,null,2024-01-24,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
61-2024,Розпорядження,"Про внесення змін до персонального складу дисциплінарної комісії з розгляду дисциплінарних справ стосовно державних службовців, які займають посади державної служби категорії «Б» та здійснюють повноваження керівників державної служби у Дарницькій районній в місті Києві державній адміністрації, а також їх заступників",2024-01-24,61,null,2024-01-24,Внесення змін,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
62-2024,Розпорядження,"Про облік громадян,які потребують житла для тимчасового проживання",2024-01-25,62,null,2024-01-25,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
63-2024,Розпорядження,Про оголошення аукціонів про передачу нерухомого майна комунальної власності територіальної громади міста Києва в оренду,2024-01-25,63,2024-01-25,2024-01-25,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,https://darn.kyivcity.gov.ua/acts/rozporiadzhennia-63-vid-25012024-pro-oholoshennia-auktsioniv-pro-peredachu-nerukhomoho-maina-komunalnoi-vlasnosti-terytorialnoi-hromady-mista-kyieva-v-orendu,null,null,null,null
64-2024,Розпорядження,"Про облік громадян, які потребують житла для тимчасового проживання",2024-01-26,64,null,2024-01-26,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
65-2024,Розпорядження,"Про облік громадян, які потребують житла для тимчасового проживання",2024-01-29,65,null,2024-01-29,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
66-2024,Розпорядження,Про присвоєння поштової адреси об'єкту нерухомого майна в Дарницькому районі міста Києва,2024-01-29,66,2024-01-29,2024-01-29,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,https://darn.kyivcity.gov.ua/acts/rozporiadzhennia-66-vid-29012024-pro-prysvoiennia-poshtovoi-adresy-obiektu-nerukhomoho-maina-v-darnytskomu-raioni-mista-kyieva,null,null,null,null
67-2024,Розпорядження,"Про затвердження списку одержувачів одноразової адресної матеріальної допомоги, які опинилися в складних життєвих обставинах в результаті пошкодження чи руйнування житлового будинку (квартири) внаслідок надзвичайної ситуації воєнного характеру, спричиненої збройною агресією Російської Федерації проти України, у Дарницькому районі міста Києва",2024-01-29,67,null,2024-01-29,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
68-2024,Розпорядження,Про внесення змін до персонального складу Ради з питань внутрішньо переміщених осіб при Дарницькій районній в місті Києві державній адміністрації,2024-01-29,68,2024-01-29,2024-01-29,Втрата чинності,Дарницька районна в місті Києві державна адміністрація,37388222,null,https://darn.kyivcity.gov.ua/acts/rozporiadzhennia-68-vid-29012024-pro-vnesennia-zmin-do-personalnoho-skladu-rady-z-pytan-vnutrishno-peremishchenykh-osib-pry-darnytskii-raionnii-v-misti-kyievi-derzhavnii-administratsii,null,null,null,null
69-2024,Розпорядження,"Про встановлення лімітів споживання теплової, електричної енергії, природного газу, водопостачання та водовідведення на 2024 рік для бюджетних установ, що фінансуються за рахунок бюджету міста Києва",2024-01-29,69,null,2024-01-29,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
70-2024,Розпорядження,"Про надання статусу дитини, яка постраждала внаслідок воєнних дій та збройних конфліктів",2024-01-30,70,null,2024-01-30,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
71-2024,Розпорядження,"Про облік громадян, які потребують житла для тимчасового проживання",2024-01-30,71,null,2024-01-30,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
72-2024,Розпорядження,"Про внесення змін до умов договорів оренди нерухомого майна, що належить до комунальної власності територіальної громади міста Києва",2024-01-30,72,2024-01-30,2024-01-30,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,https://darn.kyivcity.gov.ua/acts/rozporiadzhennia-72-vid-30012024-pro-vnesennia-zmin-do-umov-dohovoriv-orendy-nerukhomoho-maina-shcho-nalezhyt-do-komunalnoi-vlasnosti-terytorialnoi-hromady-mista-kyieva,null,null,null,null
73-2024,Розпорядження,"Про проведення у 2024 році в Дарницькому районі міста Києва заходів щодо вшанування пам'яті загиблих (померлих) Захисників та Захисниць України для забезпечення оплати ритуальних послуг (квіткова продукція), пов'язаних з похованням загиблих воїнів під час ведення бойових дій внаслідок вторгнення на територію України російської федерації",2024-01-30,73,null,2024-01-30,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
74-2024,Розпорядження,Про передачу в оренду без проведення аукціону нерухомого майна комунальної власності територіальної громади міста Києва,2024-01-30,74,2024-01-30,2024-01-30,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,https://darn.kyivcity.gov.ua/acts/rozporiadzhennia-74-vid-30012024-pro-peredachu-v-orendu-bez-provedennia-auktsionu-nerukhomoho-maina-komunalnoi-vlasnosti-terytorialnoi-hromady-mista-kyieva,null,null,null,null
75-2024,Розпорядження,"Про внесення змін до умов договору оренди нерухомого майна, що належить до комунальної власності територіальної громади міста Києва",2024-01-31,75,2024-01-31,2024-01-31,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,https://darn.kyivcity.gov.ua/acts/rozporiadzhennia-75-vid-31012024-pro-vnesennia-zmin-do-umov-dohovoru-orendy-nerukhomoho-maina-shcho-nalezhyt-do-komunalnoi-vlasnosti-terytorialnoi-hromady-mista-kyieva,null,null,null,null
76-2024,Розпорядження,"Про облік громадян, які потребують житла для тимчасового проживання",2024-02-01,76,null,2024-02-01,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
77-2024,Розпорядження,Про надання дозволу на вчинення правочину,2024-02-01,77,null,2024-02-01,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
78-2024,Розпорядження,Про внесення змін до Положення про відділ муніципальної безпеки апарату Дарницької районної в місті Києві державної адміністрації,2024-02-01,78,null,2024-02-01,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
79-2024,Розпорядження,Про затвердження акті приймання-передачі квартир від Національної гвардії України до комунальної власності територіальної громади міста Києва й закріплення їх за комунальним підприємством «Керуюча компанія з обслуговування житлового фонду Дарницького району м. Києва,2024-02-01,79,null,2024-02-01,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
80-2024,Розпорядження,Про утворення підготовчої групи з організації та здійснення звітування про виконання Дарницькою районною в місті Києві державною адміністрацією повноважень органів місцевої влади та переданих повноважень органів місцевого самоврядування у 2023 році.,2024-02-01,80,2024-02-01,2024-02-01,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,https://darn.kyivcity.gov.ua/acts/rozporiadzhennia-80-vid-01022024-pro-utvorennia-pidhotovchoi-hrupy-z-orhanizatsii-ta-zdiisnennia-zvituvannia-pro-vykonannia-darnytskoiu-v-misti-kyievi-derzhavnoiu-administratsiieiu-povnovazhe,null,null,null,null
81-2024,Розпорядження,Про призначення грошової компенсації за належні для отримання жилі приміщення,2024-02-02,81,null,2024-02-02,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
82-2024,Розпорядження,Про розгляд житлових питань,2024-02-02,82,null,2024-02-02,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
83-2024,Розпорядження,"Про облік громадян, які потребують житла для тимчасового проживання",2024-02-05,83,null,2024-02-05,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
84-2024,Розпорядження,Про надання житла для тимчасового проживання внутрішнього переміщеним особам,2024-02-05,84,null,2024-02-05,Часткова втрата чинності,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
85-2024,Розпорядження,Про питання квартирного обліку,2024-02-05,85,null,2024-02-05,Часткова втрата чинності,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
86-2024,Розпорядження,Про затвердження протоколів про результати електронних аукціонів та передачу нерухомого майна комунальної власності територіальної громади міста Києва в оренду,2024-02-06,86,2024-02-06,2024-02-06,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,https://darn.kyivcity.gov.ua/acts/rozporiadzhennia-86-vid-06022024-pro-zatverdzhennia-protokoliv-pro-rezultaty-elektronnykh-auktsioniv-ta-peredachu-nerukhomoho-maina-komunalnoi-vlasnosti-terytorialnoi-hromady-mista-kyieva-v-o,null,null,null,null
87-2024,Розпорядження,Про проведення турніру з футболу у Дарницькому районі міста Києва,2024-02-07,87,2024-02-07,2024-02-07,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,https://darn.kyivcity.gov.ua/acts/rozporiadzhennia-87-vid-07022024-pro-provedennia-turniru-z-futbolu-u-darnytskomu-raioni-mista-kyieva,null,null,null,null
88-2024,Розпорядження,"Про облік громадян, які потребують житла для тимчасового проживання",2024-02-07,88,null,2024-02-07,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
89-2024,Розпорядження,"Про затвердження списку одержувачів одноразової адресної матеріальної допомоги, які опинилися в складних життєвих обставинах в результаті пошкодження чи руйнування житлового будинку (квартири) внаслідок надзвичайної ситуації воєнного характеру, спричиненої збройною агресією Російської Федерації проти України, у Дарницькому районі міста Києва",2024-02-09,89,null,2024-02-09,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
90-2024,Розпорядження,"Про облік громадян, які потребують житла для тимчасового проживання",2024-02-09,90,null,2024-02-09,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
91-2024,Розпорядження,"Про капітальний ремонт об'єктів, що фінансується в 2024 році за рахунок бюджетних коштів по Дарницькій районній в місті Києві державній адміністрації",2024-02-12,91,null,2024-02-12,Внесення змін,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
92-2024,Розпорядження,Про внесення змін до персонального складу Опікунської ради Дарницької районної в місті Києві державної адміністрації,2024-02-12,92,2024-02-12,2024-02-12,Внесення змін,Дарницька районна в місті Києві державна адміністрація,37388222,null,https://darn.kyivcity.gov.ua/acts/rozporiadzhennia-92-vid-12022024-pro-vnesennia-zmin-do-personalnoho-skladu-opikunskoi-rady-darnytskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii,null,null,null,null
93-2024,Розпорядження,Про внесення змін до розпорядження Дарницької районної в місті Києві державної адміністрації від 21.11.2023 № 751,2024-02-12,93,null,2024-02-12,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
94-2024,Розпорядження,Про затвердження структури управління соціального захисту населення Дарницької районної в місті Києві державної адміністрації,2024-02-12,94,2024-02-12,2024-02-12,Втрата чинності,Дарницька районна в місті Києві державна адміністрація,37388222,null,https://darn.kyivcity.gov.ua/acts/rozporiadzhennia-94-vid-12022024-pro-zatverdzhennia-struktury-upravlinnia-sotsialnoho-zakhystu-naselennia-darnytskoi-raionnoi-v-misti-kyievi-derzhavnoi-administratsii,null,null,null,null
95-2024,Розпорядження,"Про облік громадян, які потребують житла для тимчасового проживання",2024-02-12,95,null,2024-02-12,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
96-2024,Розпорядження,Про надання житла для тимчасового проживання внутрішньо переміщеним особам,2024-02-12,96,null,2024-02-12,Чинний,Дарницька районна в місті Києві державна адміністрація,37388222,null,null,null,null,null,null
